indice;Date;Time;FQI161;PIR161;FQI165;FQI169;FQI177;FQI173;FQI151
1;23/10/2022;0:00:00;11180,44;11,93;5273,76;3531,36;129,67;191,33;2054,31
2;23/10/2022;0:01:29;8867,89;12,47;3088,63;2509,20;390,11;294,56;2585,40
3;23/10/2022;0:02:59;7336,87;13,28;2870,11;881,38;287,14;206,75;3091,49
4;23/10/2022;0:04:29;6870,17;13,70;3068,39;702,20;219,79;160,87;2718,92
5;23/10/2022;0:05:59;6844,13;13,47;4326,59;702,00;217,40;205,50;1392,65
6;23/10/2022;0:07:29;5927,14;14,31;0,00;2120,11;286,00;219,33;3301,70
7;23/10/2022;0:08:59;4171,33;14,66;336,00;1147,75;430,13;174,22;2083,23
8;23/10/2022;0:10:29;3678,39;14,98;76,00;466,00;208,26;349,40;2578,73
9;23/10/2022;0:11:59;2787,76;15,10;152,00;595,00;132,93;179,38;1728,46
10;23/10/2022;0:13:29;3664,35;15,12;228,00;839,56;265,00;161,75;2170,05
11;23/10/2022;0:14:59;3800,71;15,25;304,00;1773,22;143,33;130,00;1450,15
12;23/10/2022;0:16:29;4028,14;14,93;380,00;2555,25;246,00;94,00;752,89
13;23/10/2022;0:17:59;4605,12;14,94;456,00;2285,75;196,00;339,11;1328,26
14;23/10/2022;0:19:29;4855,20;14,84;532,00;3490,89;127,75;164,44;540,12
15;23/10/2022;0:20:59;3485,54;15,15;608,00;888,67;321,18;177,71;1489,98
16;23/10/2022;0:22:29;3706,19;15,24;684,00;1884,00;75,13;124,00;939,06
17;23/10/2022;0:23:59;4432,22;14,81;760,00;2818,56;103,00;249,78;500,89
18;23/10/2022;0:25:29;5490,65;14,85;1009,62;2424,00;237,28;245,56;1574,20
19;23/10/2022;0:26:59;6022,28;14,25;2381,18;2965,22;0,00;22,00;653,88
20;23/10/2022;0:28:29;8263,77;13,71;2542,40;4669,44;0,00;12,25;1039,67
21;23/10/2022;0:29:59;8461,88;13,13;2535,62;5001,80;0,00;88,00;836,46
22;23/10/2022;0:31:29;8919,13;12,88;2503,85;5017,63;69,57;166,33;1161,75
23;23/10/2022;0:32:59;9163,72;12,47;3030,50;4930,22;139,14;200,78;863,08
24;23/10/2022;0:34:29;11820,63;11,86;6068,06;5007,78;100,50;174,78;469,52
25;23/10/2022;0:35:59;9281,12;12,44;1151,08;5158,22;265,78;213,78;2492,26
26;23/10/2022;0:37:29;8341,19;12,71;969,83;5031,11;250,94;153,22;1936,08
27;23/10/2022;0:38:59;8256,56;12,84;1313,44;5022,44;125,87;142,56;1652,25
28;23/10/2022;0:40:29;8695,00;12,61;2452,87;4934,11;106,40;101,22;1100,39
29;23/10/2022;0:41:59;9250,56;12,41;2545,37;5002,33;120,88;224,89;1357,08
30;23/10/2022;0:43:29;9426,53;12,35;2579,85;5029,78;85,43;231,63;1499,86
31;23/10/2022;0:44:59;10896,11;12,00;5183,06;4944,56;74,56;66,80;627,13
32;23/10/2022;0:46:29;12715,00;11,66;6271,80;5027,67;79,58;99,44;1236,51
33;23/10/2022;0:47:59;13015,54;11,59;6274,07;5033,44;86,57;118,67;1502,79
34;23/10/2022;0:49:29;12744,19;11,66;6353,55;4333,11;249,19;181,43;1626,91
35;23/10/2022;0:50:59;11906,89;11,82;6304,60;3609,56;147,50;191,22;1654,01
36;23/10/2022;0:52:29;12647,50;11,68;5717,81;5013,56;94,80;258,67;1562,67
37;23/10/2022;0:53:59;13109,43;11,57;6299,57;5035,22;170,67;122,83;1481,14
38;23/10/2022;0:55:29;13116,33;11,56;6293,23;5033,29;94,64;119,64;1575,54
39;23/10/2022;0:56:59;12736,93;11,70;6354,08;4065,13;246,88;159,86;1911,00
40;23/10/2022;0:58:29;9916,94;12,30;4720,68;2273,33;277,11;208,00;2437,82
41;23/10/2022;0:59:59;8500,10;12,60;4983,74;1373,00;142,92;217,63;1782,82
42;23/10/2022;1:01:29;10043,72;12,26;4733,75;4047,33;117,23;225,78;919,63
43;23/10/2022;1:02:59;8135,82;12,71;1097,13;4616,50;310,75;231,78;1879,66
44;23/10/2022;1:04:29;5606,87;14,07;221,67;1035,20;557,83;292,00;3500,17
45;23/10/2022;1:05:59;4934,82;14,94;156,50;1645,67;297,22;206,78;2628,66
46;23/10/2022;1:07:29;3107,22;15,11;331,17;1091,75;144,07;150,75;1389,49
47;23/10/2022;1:08:59;2815,47;15,08;662,33;510,78;253,88;220,67;1167,81
48;23/10/2022;1:10:29;3397,17;15,28;1021,08;2,90;165,36;329,33;1878,49
49;23/10/2022;1:11:59;3396,63;15,21;1680,21;5,80;150,88;160,14;1399,59
50;23/10/2022;1:13:29;4394,06;14,91;2571,00;8,70;298,89;102,00;1413,47
51;23/10/2022;1:14:59;4605,73;14,98;2598,69;11,60;129,00;140,20;1726,24
52;23/10/2022;1:16:29;4342,40;14,81;2510,87;14,50;157,13;97,11;1562,78
53;23/10/2022;1:17:59;6663,00;14,59;5138,44;17,40;57,75;170,67;1278,75
54;23/10/2022;1:19:29;6935,71;13,83;6312,17;20,30;32,67;145,44;425,13
55;23/10/2022;1:20:59;8124,76;13,48;6393,14;23,20;65,33;179,78;1463,31
56;23/10/2022;1:22:29;7971,92;13,34;6379,31;26,10;56,67;104,67;1405,18
57;23/10/2022;1:23:59;8006,06;13,14;6377,00;29,00;113,33;102,63;1384,10
58;23/10/2022;1:25:29;8509,75;12,75;6332,62;697,11;122,33;85,25;1272,44
59;23/10/2022;1:26:59;9853,00;12,28;6305,41;2427,13;95,36;150,00;875,10
60;23/10/2022;1:28:29;10479,17;12,09;6308,47;2477,44;190,73;189,78;1312,75
61;23/10/2022;1:29:59;10662,00;12,10;6356,31;2356,60;155,76;232,78;1560,54
62;23/10/2022;1:31:29;10876,39;12,03;6299,31;2832,11;113,50;120,67;1510,80
63;23/10/2022;1:32:59;10423,47;12,20;6389,00;1596,00;333,73;205,89;1898,85
64;23/10/2022;1:34:29;9518,53;12,40;6363,44;1113,50;121,93;141,00;1778,67
65;23/10/2022;1:35:59;10084,06;12,21;5788,31;2596,56;109,92;198,89;1390,38
66;23/10/2022;1:37:29;10536,31;12,09;6141,69;2729,60;192,00;172,22;1300,80
67;23/10/2022;1:38:59;10052,27;12,23;5885,11;1852,63;154,29;240,25;1920,00
68;23/10/2022;1:40:29;11146,94;11,99;4887,75;4351,78;287,00;113,44;1506,97
69;23/10/2022;1:41:59;10214,63;12,25;2747,87;5054,56;213,93;151,88;2046,39
70;23/10/2022;1:43:29;9804,88;12,35;2753,55;5070,67;113,07;134,14;1733,46
71;23/10/2022;1:44:59;9751,19;12,34;2756,08;5046,25;188,24;140,33;1620,29
72;23/10/2022;1:46:29;9821,22;12,32;2676,21;4958,00;161,33;179,38;1846,30
73;23/10/2022;1:47:59;11922,72;11,80;5933,94;4991,44;3121,00;101,89;-2225,55
74;23/10/2022;1:49:29;9571,65;12,38;1031,93;5166,22;333,53;321,22;2718,75
75;23/10/2022;1:50:59;7964,62;12,85;158,00;5071,22;214,39;217,67;2303,35
76;23/10/2022;1:52:29;7727,43;13,09;812,00;5029,63;149,06;153,14;1583,60
77;23/10/2022;1:53:59;6849,28;13,64;1032,92;2727,67;413,47;211,33;2463,88
78;23/10/2022;1:55:29;6668,00;13,98;1748,38;2433,44;138,62;156,78;2190,79
79;23/10/2022;1:56:59;8078,76;13,27;2476,53;4935,78;99,68;97,56;469,22
80;23/10/2022;1:58:29;7657,44;13,13;2596,47;3268,00;199,36;173,44;1420,16
81;23/10/2022;1:59:59;7158,95;13,37;2561,60;2228,50;159,64;254,10;1955,10
82;23/10/2022;2:01:29;7641,94;13,34;3548,88;2121,11;146,15;156,12;1669,68
83;23/10/2022;2:02:59;9197,74;12,61;6297,18;2066,00;38,88;63,50;732,19
84;23/10/2022;2:04:29;10810,28;12,22;6319,22;3207,44;77,75;79,38;1126,48
85;23/10/2022;2:05:59;10731,17;12,23;6385,43;2271,22;231,32;135,11;1708,09
86;23/10/2022;2:07:29;9654,80;12,51;6412,29;787,22;210,17;232,38;2012,74
87;23/10/2022;2:08:59;11543,12;12,08;6245,63;4159,11;48,00;74,29;1016,10
88;23/10/2022;2:10:29;12824,47;11,73;6254,88;5003,22;140,40;162,00;1263,97
89;23/10/2022;2:11:59;13250,21;11,66;6278,27;5041,11;160,93;189,11;1580,79
90;23/10/2022;2:13:29;13302,92;11,64;5924,35;5042,67;188,63;123,13;2024,15
91;23/10/2022;2:14:59;12654,07;11,78;6349,77;3964,00;259,88;150,56;1929,86
92;23/10/2022;2:16:29;11040,24;12,18;5816,19;2452,44;295,60;175,00;2301,00
93;23/10/2022;2:17:59;9720,88;12,47;6409,67;762,78;248,56;222,00;2077,88
94;23/10/2022;2:19:29;9122,07;12,61;6403,62;208,60;251,94;182,78;2075,14
95;23/10/2022;2:20:59;8477,65;12,84;5718,69;315,44;281,94;205,11;1956,46
96;23/10/2022;2:22:29;8768,21;12,73;6216,87;630,88;81,29;192,56;1646,62
97;23/10/2022;2:23:59;7954,63;12,92;4419,81;854,44;249,13;186,67;2244,58
98;23/10/2022;2:25:29;8335,39;12,89;5285,29;879,56;150,77;80,57;1939,20
99;23/10/2022;2:26:59;8252,75;12,74;3617,25;2543,63;285,91;147,88;1658,09
100;23/10/2022;2:28:29;7095,69;13,45;1004,53;2653,90;279,50;241,33;2916,42
101;23/10/2022;2:29:59;6245,39;13,94;100,00;2977,50;272,35;255,80;2639,74
102;23/10/2022;2:31:29;4937,23;14,48;957,00;905,13;333,83;206,78;2534,49
103;23/10/2022;2:32:59;5472,27;14,75;993,14;1733,00;156,77;271,25;2318,10
104;23/10/2022;2:34:29;5213,88;14,39;894,40;2707,00;42,20;130,57;1439,71
105;23/10/2022;2:35:59;6706,00;14,14;1768,19;2857,56;125,36;113,44;1841,45
106;23/10/2022;2:37:29;6708,29;14,23;2601,00;1594,13;175,00;154,38;2183,79
107;23/10/2022;2:38:59;7583,78;13,64;2451,75;4385,89;43,83;35,00;667,31
108;23/10/2022;2:40:29;8719,05;13,05;2451,28;5026,80;87,67;156,60;996,71
109;23/10/2022;2:41:59;10687,71;12,47;4675,77;4891,75;131,50;98,00;890,69
110;23/10/2022;2:43:29;11814,00;11,87;5531,25;5018,44;175,33;66,67;1022,31
111;23/10/2022;2:44:59;12656,39;11,69;6110,08;5069,50;219,17;130,33;1127,31
112;23/10/2022;2:46:29;9592,18;12,38;1123,73;5145,00;263,00;307,56;2752,89
113;23/10/2022;2:47:59;8568,47;12,69;983,69;5059,89;176,25;188,86;2159,78
114;23/10/2022;2:49:29;8319,23;12,84;962,00;5031,50;139,06;145,00;2041,67
115;23/10/2022;2:50:59;8175,93;12,85;941,89;5019,25;105,29;163,71;1945,79
116;23/10/2022;2:52:29;10815,65;12,15;5051,67;4878,56;71,00;53,25;761,17
117;23/10/2022;2:53:59;12604,53;11,70;6252,93;5014,00;24,11;137,11;1176,37
118;23/10/2022;2:55:29;13047,13;11,61;6273,27;5035,78;48,22;176,43;1513,44
119;23/10/2022;2:56:59;13218,00;11,57;6280,62;5034,89;72,33;119,29;1710,88
120;23/10/2022;2:58:29;13417,85;11,52;6288,47;5035,56;92,54;161,00;1840,28
121;23/10/2022;2:59:59;13031,95;11,64;6359,45;4142,00;164,94;232,60;2132,96
122;23/10/2022;3:01:29;12326,56;11,80;6370,18;3602,67;123,69;138,78;2091,25
123;23/10/2022;3:02:59;11522,47;11,93;5789,67;3482,11;142,57;134,00;1974,12
124;23/10/2022;3:04:29;11698,79;11,89;6328,50;3556,33;93,87;134,29;1585,80
125;23/10/2022;3:05:59;11759,14;11,83;6306,13;3571,63;86,00;296,00;1499,39
126;23/10/2022;3:07:29;12280,82;11,76;6294,20;4378,67;99,73;158,75;1349,48
127;23/10/2022;3:08:59;11625,79;11,88;5849,88;3796,33;335,00;170,00;1474,58
128;23/10/2022;3:10:29;8655,50;12,60;4647,44;859,89;321,06;196,50;2630,61
129;23/10/2022;3:11:59;7362,29;13,21;3522,06;555,56;371,44;282,11;2631,12
130;23/10/2022;3:13:29;6345,73;13,89;2866,60;692,67;327,88;361,63;2096,97
