indice;Date;Time;FQI161;PIR161;FQI165;FQI169;FQI177;FQI173;FQI151
1;6/11/2022;0:00:00;9428,17;13,32;2747,93;4832,80;104,07;138,60;1604,77
2;6/11/2022;0:01:29;9044,20;13,40;2091,25;4542,50;106,60;126,56;2177,29
3;6/11/2022;0:02:59;9561,75;13,30;2761,25;5013,33;214,94;175,67;1396,56
4;6/11/2022;0:04:29;9223,31;13,36;2195,44;5042,89;159,67;195,67;1629,65
5;6/11/2022;0:05:59;8373,23;13,52;953,57;5051,00;133,81;128,22;2106,63
6;6/11/2022;0:07:29;8478,93;13,55;950,50;5044,25;127,47;120,50;2236,21
7;6/11/2022;0:08:59;8462,31;13,58;938,10;5032,22;111,20;122,89;2257,90
8;6/11/2022;0:10:29;8645,15;13,56;948,38;5029,78;226,65;226,70;2213,64
9;6/11/2022;0:11:59;8129,13;13,63;950,50;4690,78;176,50;129,00;2182,36
10;6/11/2022;0:13:29;7171,69;13,80;970,55;3601,89;140,08;211,89;2247,28
11;6/11/2022;0:14:59;6959,36;13,87;954,50;3595,11;105,50;134,00;2170,25
12;6/11/2022;0:16:29;7829,94;13,81;2244,38;3552,63;82,20;130,63;1820,10
13;6/11/2022;0:17:59;7653,63;13,80;1654,00;3621,00;258,76;153,71;1966,15
14;6/11/2022;0:19:29;6838,14;13,93;960,00;3687,00;149,06;240,38;1801,71
15;6/11/2022;0:20:59;5637,33;14,16;672,00;2695,00;202,69;190,89;1876,76
16;6/11/2022;0:22:29;4928,81;14,48;295,05;2217,13;170,12;247,56;1998,96
17;6/11/2022;0:23:59;4766,20;14,71;590,10;2197,70;155,33;158,60;1664,46
18;6/11/2022;0:25:29;5364,76;14,74;885,15;2202,75;231,19;165,63;1880,05
19;6/11/2022;0:26:59;5244,63;14,57;1175,86;2170,67;45,13;113,63;1739,35
20;6/11/2022;0:28:29;6667,75;14,43;2529,20;2146,20;2,00;174,75;1815,60
21;6/11/2022;0:29:59;6599,20;14,21;2548,00;2223,38;124,80;94,00;1609,02
22;6/11/2022;0:31:29;6994,35;14,15;2536,38;2195,50;165,29;163,33;1933,85
23;6/11/2022;0:32:59;6993,47;14,13;2586,00;2218,50;225,25;128,44;1835,27
