indice;Date;Time;FQI161;PIR161;FQI165;FQI169;FQI177;FQI173;FQI151
1;9/10/2022;0:00:00;9436,53;12,40;5360,37;2304,30;212,22;115,43;1444,21
2;9/10/2022;0:01:29;9678,50;12,33;4664,36;3530,22;79,40;64,00;1340,52
3;9/10/2022;0:02:59;10698,94;12,10;4364,94;4803,78;133,87;115,57;1280,78
4;9/10/2022;0:04:29;11229,22;11,95;4516,31;5012,11;139,67;166,67;1394,46
5;9/10/2022;0:05:59;11257,13;11,81;4618,71;5028,63;199,88;108,75;1301,15
6;9/10/2022;0:07:29;10121,06;11,93;2886,13;5106,89;191,88;111,22;1824,95
7;9/10/2022;0:08:59;9753,57;11,99;2636,47;5103,78;228,06;100,88;1684,40
8;9/10/2022;0:10:29;8533,28;12,20;1117,56;5078,44;202,35;113,67;2021,25
9;9/10/2022;0:11:59;7525,76;12,39;981,30;4328,33;291,88;121,88;1802,38
10;9/10/2022;0:13:29;6310,18;12,64;837,15;3521,22;203,61;238,11;1510,08
11;9/10/2022;0:14:59;5823,25;12,83;446,00;3239,78;271,94;147,56;1717,97
12;9/10/2022;0:16:29;6215,20;12,87;892,00;3534,00;141,00;162,44;1485,76
13;9/10/2022;0:17:59;6519,56;12,84;945,50;3567,22;220,41;94,00;1692,42
14;9/10/2022;0:19:29;7537,35;12,68;2330,82;3513,70;59,00;20,67;1613,16
15;9/10/2022;0:20:59;7884,47;12,49;2585,29;3609,22;178,65;67,20;1444,11
16;9/10/2022;0:22:29;8031,88;12,43;2498,50;3624,63;127,69;165,11;1615,95
17;9/10/2022;0:23:59;8894,07;12,27;3544,65;3541,00;188,46;78,37;1541,58
18;9/10/2022;0:25:29;10992,29;11,92;6293,57;3493,11;65,67;56,56;1083,39
19;9/10/2022;0:26:59;11534,00;11,77;6304,36;3519,78;184,35;76,22;1449,28
20;9/10/2022;0:28:29;10134,95;11,98;4133,07;3575,67;252,13;142,33;2031,75
21;9/10/2022;0:29:59;7278,31;12,48;986,20;3641,33;262,94;135,62;2252,21
22;9/10/2022;0:31:29;7910,41;12,53;2344,19;3739,11;79,38;97,67;1650,06
23;9/10/2022;0:32:59;9953,50;12,21;3852,15;4912,56;109,50;159,57;919,72
24;9/10/2022;0:34:29;9673,33;12,19;5193,78;2376,56;269,45;144,56;1688,99
25;9/10/2022;0:35:59;11567,00;11,81;6263,67;4129,78;63,86;44,67;1065,03
