indice;Date;Time;FQI161;PIR161;FQI165;FQI169;FQI177;FQI173;FQI151
1;6/10/2022;0:00:00;8961,26;12,22;3712,28;3472,4;55,5;65,44;1655,64
2;6/10/2022;0:01:29;10430,62;11,88;5426,25;3527,11;234;163,56;1079,71
3;6/10/2022;0:02:59;10924,88;11,75;6097,79;3486,78;64,13;50,13;1226,05
4;6/10/2022;0:04:29;11377,5;11,66;6258;3582,29;73;81,88;1382,34
5;6/10/2022;0:05:59;11554,33;11,62;6271,57;3614,33;82,91;133,38;1452,14
6;6/10/2022;0:07:29;11572;11,62;6284,38;3616,86;95,89;175,44;1399,42
7;6/10/2022;0:08:59;11510,62;11,63;6297,31;3475,25;202;131,33;1404,72
8;6/10/2022;0:10:29;11505,56;11,65;6299,1;3585,2;140,06;89;1392,2
9;6/10/2022;0:11:59;7979;12,19;4551,94;1170,44;405,2;143;1708,41
10;6/10/2022;0:13:29;7789,35;12,25;5420,5;601,38;143,44;114,63;1509,41
11;6/10/2022;0:14:59;6611,71;12,54;4511,71;0;163,59;214,11;1722,3
12;6/10/2022;0:16:29;7163,06;12,59;4592,62;667,2;220,18;82,9;1600,16
13;6/10/2022;0:17:59;6178,44;12,78;3226,59;1014,88;145,65;109;1682,33
14;6/10/2022;0:19:29;7274,53;12,68;3434,21;2440,78;64,58;42,57;1292,38
15;6/10/2022;0:20:59;7974,1;12,5;4083,95;2588,11;156;126,67;1019,38
16;6/10/2022;0:22:29;6890,12;12,66;2489;2256,89;222,75;204,44;1717,03
17;6/10/2022;0:23:59;5001,31;13,13;1822,67;821;334;142;1881,65
18;6/10/2022;0:25:29;4052,13;13,61;813,85;840,33;226,13;147,33;2024,49
19;6/10/2022;0:26:59;4480,06;13,96;441,94;1771,56;188,53;134,44;1943,59
20;6/10/2022;0:28:29;5422,72;14,11;883,88;2103,89;99,53;96,11;2239,31
21;6/10/2022;0:29:59;5679,06;14,22;973,73;2063,22;236,25;200,44;2205,41
22;6/10/2022;0:31:29;8163,21;13,87;2140,69;4574,78;167;30,67;1250,08
23;6/10/2022;0:32:59;7639,44;13,26;2525,43;3999,78;49,04;31,44;1033,75
24;6/10/2022;0:34:29;8622,89;12,73;2527,78;4963,44;98,07;62,89;970,71
25;6/10/2022;0:35:59;8999;12,44;2500,47;4988,78;147,11;94,33;1268,31
26;6/10/2022;0:37:29;9173,5;12,34;2528,94;5020,33;196,14;184,33;1243,75
27;6/10/2022;0:38:59;8716,76;12,51;1450,53;5122,62;220,28;136,11;1787,22
28;6/10/2022;0:40:29;8033,06;12,8;941,6;5042,44;149,65;118,13;1781,24
29;6/10/2022;0:41:59;7569,59;12,64;1407,67;4930,63;133,07;47;1051,23
30;6/10/2022;0:43:29;8582,75;12,3;2538,93;4950,67;119,87;64,44;908,84
31;6/10/2022;0:44:59;8473,18;12,2;2204,79;4673,2;239,73;185;1170,45
32;6/10/2022;0:46:29;6967,89;12,46;1277,37;3655,33;186,06;131,89;1717,23
33;6/10/2022;0:47:59;7461,93;12,4;2530,65;3468,67;52,36;60,67;1349,6
34;6/10/2022;0:49:29;7629;12,36;2487,13;3574,6;94;79,63;1393,65
35;6/10/2022;0:50:59;6676,12;12,54;1022,69;3558,44;144,46;120,22;1830,3
36;6/10/2022;0:52:29;8344,29;12,33;3776;3442,67;141,15;54,14;930,33
37;6/10/2022;0:53:59;10733,13;11,89;6249,86;3499,63;56;35,63;892,02
38;6/10/2022;0:55:29;11137;11,75;6179,79;3559,78;112;71,25;1214,19
39;6/10/2022;0:56:59;10766,06;11,79;5395,11;3631,89;122,25;73,33;1543,47
40;6/10/2022;0:58:29;11430,73;11,67;6250,17;3618,56;131,73;83,67;1346,62
41;6/10/2022;0:59:59;11880,73;11,64;6270,25;3676,44;196,24;85;1652,8
42;6/10/2022;1:01:29;11408,77;11,87;5122,82;4709,78;269,19;163,44;1143,54
43;6/10/2022;1:02:59;8693,53;12,31;5700,15;748,22;150,25;770,78;1324,13
44;6/10/2022;1:04:29;8395,89;12,42;5751;757,75;154,92;115,44;1616,77
45;6/10/2022;1:05:59;7297,39;12,7;4533,78;757,56;174,83;116;1715,22
46;6/10/2022;1:07:29;7150,33;12,81;4552,65;723,6;228,78;97,63;1547,68
47;6/10/2022;1:08:59;6510,77;12,97;3852,06;784,75;167,88;121,22;1584,86
48;6/10/2022;1:10:29;5607,08;13,3;2796,5;791,25;168,44;126,44;1724,45
49;6/10/2022;1:11:59;5118,76;13,69;2061,38;813,3;196,56;139,89;1907,64
50;6/10/2022;1:13:29;5784,75;13,94;2942,8;807,25;197,5;122;1715,2
51;6/10/2022;1:14:59;6820,24;13,84;4626,18;689,67;213,88;103,17;1187,34
52;6/10/2022;1:16:29;4381,76;14,41;1017,53;876,78;242,63;156,8;2088,03
53;6/10/2022;1:17:59;4296,75;14,92;1044,21;879,75;229,82;153,44;1989,52
54;6/10/2022;1:19:29;2892,94;15,27;456,4;846,56;169,69;121,78;1298,52
55;6/10/2022;1:20:59;2932,18;15,21;862,27;744,44;156,69;49;1119,77
56;6/10/2022;1:22:29;3648,93;15,28;985;822,33;237,07;103,25;1501,28
57;6/10/2022;1:23:59;4318,44;15,12;947,53;1975,89;93,5;71;1230,52
58;6/10/2022;1:25:29;5096,19;14,89;2477,38;1582,14;98,71;94,14;843,8
59;6/10/2022;1:26:59;4366,24;15,07;1671,14;831,62;175,94;109,67;1577,86
60;6/10/2022;1:28:29;3402,47;14,61;2172,63;392;115,58;9;713,26
61;6/10/2022;1:29:59;4864,15;14,63;2580,06;343,67;243,12;125,88;1571,42
62;6/10/2022;1:31:29;4429,8;14,74;2622,86;577,67;105,46;75,17;1048,65
63;6/10/2022;1:32:59;4051,94;14,49;2237,75;669,89;18;54,88;1071,43
64;6/10/2022;1:34:29;4736,24;14,53;1237,19;1646;127,05;109,75;1616,25
65;6/10/2022;1:35:59;5238,25;14,43;1306,33;2510,22;174,76;59,13;1187,81
66;6/10/2022;1:37:29;5388,47;14,22;2533,31;1710,22;93,46;284,67;766,81
67;6/10/2022;1:38:59;4967,31;14,3;2531,28;785,22;126,65;99,8;1424,37
68;6/10/2022;1:40:29;5331,59;14,27;3351,13;684,63;108,5;78,25;1109,09
69;6/10/2022;1:41:59;8190,39;13,6;5824,35;1947;4,68;17;397,36
70;6/10/2022;1:43:29;9282,82;12,88;6295,76;2644,78;9,36;38,5;294,42
71;6/10/2022;1:44:59;9548,63;12,47;6322,13;2451,67;14,04;77;683,8
72;6/10/2022;1:46:29;9533,42;12,32;6308,38;2150,3;18,71;45,4;1010,62
73;6/10/2022;1:47:59;10453,05;12,05;4559,93;4602,67;154,67;148,75;987,04
74;6/10/2022;1:49:29;11883,59;11,79;6169,12;4953,78;108,91;38;613,79
75;6/10/2022;1:50:59;12531,65;11,67;6132,88;5024,78;217,81;86,25;1069,93
76;6/10/2022;1:52:29;11599,22;11,82;4683;5099,44;167,11;111;1538,67
77;6/10/2022;1:53:59;11101,07;11,94;4357,88;5081,56;122,31;107,56;1431,77
78;6/10/2022;1:55:29;11001,81;11,97;4497,69;5048,33;92,86;95,25;1267,68
79;6/10/2022;1:56:59;10980,94;11,99;4534,21;5042,33;132,5;97,63;1174,26
80;6/10/2022;1:58:29;9686,22;12,2;2739,5;4569,2;262,61;117,11;1997,8
81;6/10/2022;1:59:59;9442,54;12,31;2763,85;5053,22;129,44;104,63;1391,41
82;6/10/2022;2:01:29;8704,06;12,58;1937,06;5043,11;153,53;114,67;1455,69
83;6/10/2022;2:02:59;7862,93;12,77;968,45;5038,78;147,17;118,75;1589,78
84;6/10/2022;2:04:29;7869,67;12,91;931,78;5012,56;196,54;109,75;1619,05
85;6/10/2022;2:05:59;6964,88;13,14;961,17;3983,78;261,5;126,44;1631,99
86;6/10/2022;2:07:29;6507,12;13,37;951,86;3519,56;147,37;119,4;1768,94
87;6/10/2022;2:08:59;6233,79;13,55;786,18;3578,33;145,14;117,5;1606,63
88;6/10/2022;2:10:29;5250,76;13,53;406,81;3633,78;67,33;74,56;1068,29
89;6/10/2022;2:11:59;5949,71;13,31;813,62;3613,22;200,33;34,14;1288,4
90;6/10/2022;2:13:29;5870,82;13,17;934,23;3200;144,82;218,33;1373,44
91;6/10/2022;2:14:59;5175,63;13,27;2404,06;739,56;103;98,29;1830,72
92;6/10/2022;2:16:29;5366,19;13,29;2622,55;704;187,8;95,33;1756,51
93;6/10/2022;2:17:59;4850,94;13,44;2563,6;22,33;131,12;111;2022,89
94;6/10/2022;2:19:29;5260,2;13,51;2541,71;648,71;235,94;83,25;1750,59
95;6/10/2022;2:20:59;5526,18;13,55;2596,19;1403,63;174,92;216,7;1134,74
96;6/10/2022;2:22:29;5937,53;13,48;2256,87;2512,89;77,5;81,78;1008,5
97;6/10/2022;2:23:59;5413,5;13,56;965,94;2683,33;120,75;101;1542,48
98;6/10/2022;2:25:29;4833,94;13,77;1827,76;807,44;132,59;117,75;1948,4
99;6/10/2022;2:26:59;6046,88;13,77;2503,93;1410,89;197,19;81,7;1853,17
100;6/10/2022;2:28:29;6944,73;13,51;2501;2689;63;165,75;1525,98
101;6/10/2022;2:29:59;7422,76;13,26;3749,76;2310,44;68,75;62;1231,81
102;6/10/2022;2:31:29;9174,06;12,54;5626,79;3158,78;27,32;38,48;322,69
103;6/10/2022;2:32:59;11549,6;11,86;6229,5;4802,22;54,64;76,95;386,28
104;6/10/2022;2:34:29;12484,4;11,62;6244;5000;81,96;115,43;1043,01
105;6/10/2022;2:35:59;13157,47;11,64;6281,8;5054,67;109,29;192;1519,71
106;6/10/2022;2:37:29;12108,33;11,78;5110,42;5146,25;211,12;125,22;1515,33
107;6/10/2022;2:38:59;11959,5;11,82;5160,25;4956,44;132,86;72,71;1637,24
108;6/10/2022;2:40:29;11378,71;11,93;4709,31;5071,75;120,53;109,44;1367,67
109;6/10/2022;2:41:59;11190;12,03;4351,71;5085,78;243,53;120,33;1388,65
110;6/10/2022;2:43:29;10946,67;12,12;4147,87;5078;150,12;200,44;1370,24
111;6/10/2022;2:44:59;10150,83;12,28;3714,43;4989,75;122,64;96,88;1227,14
112;6/10/2022;2:46:29;10567,79;12,24;4049,29;5075,11;175,08;142,43;1125,87
113;6/10/2022;2:47:59;9211,88;12,47;2615,4;5079,1;145,41;113,89;1258,07
114;6/10/2022;2:49:29;6625,67;12,98;1003,93;3776,33;366,35;172,11;1306,94
115;6/10/2022;2:50:59;5921,17;13,4;985,64;3582,25;250,44;228,56;874,28
116;6/10/2022;2:52:29;4965,87;13,56;941,33;3564,63;118,73;103,5;237,68
117;6/10/2022;2:53:59;5632,59;13,45;1995,75;3540,5;75,75;58,5;-37,91
118;6/10/2022;2:55:29;6364,21;13,17;2741;3601,5;119,35;64;-161,64
119;6/10/2022;2:56:59;5913,19;13,08;1274,8;3673,2;238,71;128;598,48
120;6/10/2022;2:58:29;5168,88;13,19;583,43;3680;143,06;193,89;568,5
121;6/10/2022;2:59:59;5128,77;13,29;704,8;3644,5;93,58;77,33;608,55
