indice;Date;Time;FQI161;PIR161;FQI165;FQI169;FQI177;FQI173;FQI151
1;9/11/2022;0:00:00;2429,56;15,37;1048,50;849,70;147,29;189,80;194,26
2;9/11/2022;0:01:29;3162,11;15,32;975,93;1679,63;81,29;164,63;260,64
3;9/11/2022;0:02:59;4004,00;15,22;959,92;2813,33;60,63;141,78;28,34
4;9/11/2022;0:04:29;3576,50;15,13;975,15;2448,00;144,88;108,22;-99,75
5;9/11/2022;0:05:59;4753,65;14,99;938,50;3096,20;200,06;59,60;459,29
6;9/11/2022;0:07:29;6054,67;14,74;939,56;4869,67;182,90;112,67;-50,13
7;9/11/2022;0:08:59;5971,57;14,49;926,15;5025,13;67,37;122,88;-169,95
8;9/11/2022;0:10:29;6863,00;14,51;979,94;5108,44;134,73;201,11;438,77
9;9/11/2022;0:11:59;6435,87;14,58;953,79;5088,11;99,93;149,00;145,05
10;9/11/2022;0:13:29;5267,78;14,74;1068,14;2978,80;426,29;204,67;589,88
11;9/11/2022;0:14:59;2975,38;15,33;1014,47;865,89;426,06;152,00;516,96
12;9/11/2022;0:16:29;2284,69;15,34;988,17;829,63;153,27;144,33;169,29
13;9/11/2022;0:17:59;2299,62;15,42;993,75;835,57;134,10;157,13;179,07
14;9/11/2022;0:19:29;2164,06;15,43;983,23;815,63;150,83;202,67;11,70
15;9/11/2022;0:20:59;2222,29;15,40;987,93;824,88;142,53;145,50;121,45
16;9/11/2022;0:22:29;2761,69;15,39;1659,67;792,75;186,58;91,22;31,47
17;9/11/2022;0:23:59;3570,10;15,22;2561,80;804,88;97,89;100,00;5,54
18;9/11/2022;0:25:29;3627,08;15,25;2548,42;804,00;103,82;145,57;25,27
19;9/11/2022;0:26:59;3868,94;15,17;2635,75;817,22;125,83;154,67;135,47
20;9/11/2022;0:28:29;3611,67;15,17;2680,29;687,44;127,00;153,13;-36,20
21;9/11/2022;0:29:59;5685,72;14,77;5024,76;629,67;6,00;70,71;-45,42
22;9/11/2022;0:31:29;7305,77;14,27;6354,47;707,11;62,67;26,75;154,77
23;9/11/2022;0:32:59;7111,00;14,29;5607,53;750,11;260,91;139,33;353,11
24;9/11/2022;0:34:29;3295,19;15,25;1090,44;10,33;297,89;233,33;1663,19
25;9/11/2022;0:35:59;2123,19;15,37;987,00;16,50;166,43;166,22;787,04
26;9/11/2022;0:37:29;2203,47;15,45;995,75;33,00;300,27;208,11;666,34
27;9/11/2022;0:38:59;1704,39;15,60;1008,87;49,50;171,88;152,22;321,92
28;9/11/2022;0:40:29;1521,40;15,39;948,64;362,25;58,50;55,86;96,16
29;9/11/2022;0:41:59;2417,00;15,59;1023,62;724,50;227,78;159,75;281,36
30;9/11/2022;0:43:29;1885,50;15,54;967,59;414,63;94,60;124,40;284,29
31;9/11/2022;0:44:59;4585,38;14,96;878,00;3231,25;26,38;83,50;366,25
32;9/11/2022;0:46:29;6115,50;14,63;949,00;4969,89;52,77;168,75;-24,91
33;9/11/2022;0:47:59;6239,31;14,57;961,50;4965,88;79,15;121,71;111,06
34;9/11/2022;0:49:29;6297,90;14,55;954,83;4966,00;95,75;119,67;161,65
35;9/11/2022;0:50:59;6329,50;14,54;965,64;4969,00;100,43;125,38;169,06
36;9/11/2022;0:52:29;6205,40;14,48;942,09;4951,56;66,71;138,11;106,93
37;9/11/2022;0:53:59;6677,60;14,55;987,79;4989,50;134,39;197,44;368,48
38;9/11/2022;0:55:29;6243,43;14,56;951,07;4964,67;80,30;175,88;71,52
39;9/11/2022;0:56:59;6587,00;14,59;979,50;4990,63;127,78;135,78;353,32
40;9/11/2022;0:58:29;6971,71;14,36;2384,20;4878,89;48,75;54,50;-394,63
41;9/11/2022;0:59:59;8864,11;13,87;4541,88;4853,33;12,00;68,00;-611,11
42;9/11/2022;1:01:29;10941,65;13,32;6333,71;4893,56;59,06;95,63;-440,30
43;9/11/2022;1:02:59;11170,94;13,33;6423,24;4148,56;118,13;197,22;283,81
44;9/11/2022;1:04:29;10610,93;13,46;6428,21;3613,78;115,31;182,25;271,38
45;9/11/2022;1:05:59;9407,87;13,71;6440,50;1942,89;214,75;163,13;646,60
46;9/11/2022;1:07:29;7959,53;14,05;6395,00;818,13;152,25;141,40;452,76
47;9/11/2022;1:08:59;6338,64;14,54;3954,73;712,13;383,50;232,17;1056,12
48;9/11/2022;1:10:29;5415,71;15,04;4681,18;58,67;149,46;217,22;309,18
49;9/11/2022;1:11:59;4226,28;14,74;4422,28;0,00;81,47;108,78;-386,25
50;9/11/2022;1:13:29;5597,39;14,83;4643,22;0,00;162,94;194,67;596,56
51;9/11/2022;1:14:59;4893,18;14,94;4608,13;22,65;80,81;105,33;76,25
52;9/11/2022;1:16:29;3024,69;15,19;2152,07;45,30;155,63;141,56;530,14
53;9/11/2022;1:17:59;2100,76;15,49;1209,60;67,95;191,29;183,89;448,03
54;9/11/2022;1:19:29;1215,50;15,45;956,38;90,60;92,56;168,89;-92,93
55;9/11/2022;1:20:59;2720,71;15,32;1688,44;113,25;148,09;200,00;570,94
56;9/11/2022;1:22:29;4574,95;15,12;4495,94;135,90;236,87;133,50;-427,27
57;9/11/2022;1:23:59;1588,18;15,41;986,67;158,55;129,67;102,00;211,30
58;9/11/2022;1:25:29;1658,94;15,56;840,50;181,20;196,29;154,44;286,50
59;9/11/2022;1:26:59;221,25;15,66;476,29;203,85;113,75;183,11;-755,75
60;9/11/2022;1:28:29;1677,23;15,54;952,58;226,50;141,73;153,78;202,64
61;9/11/2022;1:29:59;2923,25;15,39;932,13;2020,44;13,00;104,75;-147,08
62;9/11/2022;1:31:29;3336,15;15,21;950,00;2233,13;59,20;67,25;26,58
63;9/11/2022;1:32:59;4073,00;15,21;985,14;2598,67;121,19;128,33;239,67
64;9/11/2022;1:34:29;2463,71;15,34;991,59;1084,38;132,93;142,25;112,56
65;9/11/2022;1:35:59;2685,17;15,55;1006,82;869,44;163,24;237,44;408,22
66;9/11/2022;1:37:29;2250,00;15,35;1609,78;725,60;37,33;131,89;-254,60
67;9/11/2022;1:38:59;3774,19;15,16;2574,00;808,63;128,31;129,78;133,47
68;9/11/2022;1:40:29;4125,69;15,33;2620,55;855,56;169,06;139,63;340,90
69;9/11/2022;1:41:59;3113,82;15,17;2514,80;731,44;91,50;59,33;-283,25
70;9/11/2022;1:43:29;4391,35;15,13;2651,94;851,22;193,28;205,78;489,14
71;9/11/2022;1:44:59;3513,88;15,37;2234,31;830,63;180,20;178,22;90,52
72;9/11/2022;1:46:29;2139,95;15,25;985,35;801,11;115,00;150,67;87,82
73;9/11/2022;1:47:59;3370,88;15,45;1921,19;852,88;151,92;131,13;313,76
74;9/11/2022;1:49:29;3303,06;15,22;2532,06;769,25;24,00;67,11;-89,36
75;9/11/2022;1:50:59;4069,56;14,98;3393,38;664,22;91,58;83,63;-163,26
76;9/11/2022;1:52:29;6645,44;14,56;5862,93;681,00;32,00;150,44;-80,94
77;9/11/2022;1:53:59;7249,63;14,32;6380,56;757,22;64,00;137,50;-89,66
78;9/11/2022;1:55:29;7360,77;14,15;6375,57;766,75;96,00;124,71;-2,27
79;9/11/2022;1:56:59;8571,06;13,96;6344,41;2180,89;75,20;65,56;-95,00
80;9/11/2022;1:58:29;9224,65;13,68;6358,81;2807,33;61,00;89,50;-92,00
81;9/11/2022;1:59:59;9171,65;13,78;6422,36;2026,67;151,00;191,25;380,37
82;9/11/2022;2:01:29;10654,59;13,37;6237,12;4744,33;93,95;156,22;-577,04
83;9/11/2022;2:02:59;9910,33;13,57;4146,73;5096,63;187,91;171,78;307,29
84;9/11/2022;2:04:29;10023,20;13,53;4714,07;4719,33;104,24;118,22;367,34
85;9/11/2022;2:05:59;9810,50;13,61;4391,35;4936,78;89,89;119,86;272,62
86;9/11/2022;2:07:29;9909,19;13,47;4541,45;5023,67;74,20;109,56;160,31
87;9/11/2022;2:08:59;10138,38;13,42;4716,67;5037,11;74,76;171,11;138,72
88;9/11/2022;2:10:29;9305,50;13,64;2888,33;5113,00;176,94;195,67;931,56
89;9/11/2022;2:11:59;8662,18;13,92;2113,56;5100,22;188,82;184,63;1074,94
90;9/11/2022;2:13:29;8741,18;13,84;3016,53;4977,30;23,50;95,10;628,74
91;9/11/2022;2:14:59;9793,50;13,60;4351,47;5053,67;163,71;120,67;103,99
92;9/11/2022;2:16:29;8461,89;13,92;2199,40;5101,11;172,61;178,80;809,97
93;9/11/2022;2:17:59;7165,57;14,24;1020,15;5055,22;159,22;206,22;724,75
94;9/11/2022;2:19:29;6887,41;14,52;762,67;5094,56;191,75;184,38;654,06
95;9/11/2022;2:20:59;5824,71;14,72;756,00;5047,00;129,19;147,78;-255,26
96;9/11/2022;2:22:29;6277,06;14,50;940,60;5007,00;116,86;91,71;120,89
97;9/11/2022;2:23:59;5362,11;14,89;1016,33;3506,22;297,27;155,00;387,28
