indice;Date;Time;FQI161;PIR161;FQI165;FQI169;FQI177;FQI173;FQI151
1;8/11/2022;0:00:00;8348,58;13,90;5183,75;2746,10;120,30;45,63;252,80
2;8/11/2022;0:01:29;8888,87;13,79;6163,67;1741,78;159,93;209,11;614,38
3;8/11/2022;0:02:59;9924,94;13,47;5320,61;4290,67;98,17;211,71;3,78
4;8/11/2022;0:04:29;11615,82;13,12;6168,47;5028,33;219,06;99,57;100,39
5;8/11/2022;0:05:59;10760,24;13,33;4709,31;5071,44;223,24;150,22;606,02
6;8/11/2022;0:07:29;8655,18;13,76;2309,35;5088,33;337,88;162,56;757,05
7;8/11/2022;0:08:59;7193,88;14,08;1014,25;5063,50;296,88;198,33;620,92
8;8/11/2022;0:10:29;6480,53;14,28;777,29;5066,60;218,28;137,33;281,04
9;8/11/2022;0:11:59;6044,05;14,49;421,97;5061,12;326,56;142,11;92,29
10;8/11/2022;0:13:29;6505,06;14,48;843,93;5021,89;158,33;207,89;273,01
11;8/11/2022;0:14:59;6830,56;14,44;956,73;5028,67;155,18;235,56;454,43
12;8/11/2022;0:16:29;6527,33;14,38;936,08;5005,25;184,15;96,33;305,51
13;8/11/2022;0:17:59;6884,71;14,37;980,12;5084,10;137,56;132,33;550,59
14;8/11/2022;0:19:29;6584,12;14,44;1134,58;5072,38;98,88;107,67;170,62
15;8/11/2022;0:20:59;6933,67;14,28;1415,69;5031,00;168,40;102,00;216,58
16;8/11/2022;0:22:29;7907,19;14,09;2544,25;4991,78;17,25;98,67;255,24
17;8/11/2022;0:23:59;8119,14;13,94;2572,67;5019,89;202,00;138,67;185,92
18;8/11/2022;0:25:29;7638,36;14,08;1561,33;5121,78;174,75;271,22;509,27
19;8/11/2022;0:26:59;5871,67;14,43;1677,06;2953,44;195,07;242,11;803,99
20;8/11/2022;0:28:29;4836,71;14,72;2575,33;853,50;386,72;149,14;872,02
21;8/11/2022;0:29:59;4429,19;14,97;2601,82;844,13;189,59;133,00;660,66
22;8/11/2022;0:31:29;3792,29;15,10;1960,50;847,56;164,25;142,75;677,24
23;8/11/2022;0:32:59;2413,33;15,31;1013,47;498,00;218,33;139,44;544,09
24;8/11/2022;0:34:29;2948,13;15,27;1968,89;639,33;87,33;121,38;131,20
25;8/11/2022;0:35:59;4259,89;15,15;3251,19;665,00;99,87;80,86;162,98
26;8/11/2022;0:37:29;6818,24;14,41;6300,67;490,56;74,70;215,67;-263,35
27;8/11/2022;0:38:59;8216,94;13,98;6344,83;1740,22;149,40;155,13;-172,64
28;8/11/2022;0:40:29;9152,54;13,71;6371,00;2508,57;112,29;124,22;36,45
29;8/11/2022;0:41:59;9070,62;13,69;6418,57;2110,33;133,23;114,86;293,63
30;8/11/2022;0:43:29;8414,25;13,96;6441,79;831,80;302,74;176,40;661,52
31;8/11/2022;0:44:59;8424,06;13,98;5987,79;2053,67;119,40;120,00;143,21
32;8/11/2022;0:46:29;7830,93;13,96;4665,82;2756,67;98,35;116,38;193,72
33;8/11/2022;0:47:59;8160,73;14,10;4599,10;2792,67;262,88;140,88;365,22
34;8/11/2022;0:49:29;6317,22;14,45;3098,93;2052,10;276,75;291,70;597,74
35;8/11/2022;0:50:59;8831,07;13,81;4353,44;4996,63;33,42;47,00;-599,41
36;8/11/2022;0:52:29;9633,19;13,58;4570,20;5009,89;66,83;91,88;-105,61
37;8/11/2022;0:53:59;9904,33;13,48;4549,43;5048,63;77,18;99,14;129,96
38;8/11/2022;0:55:29;10162,00;13,43;4664,13;5034,13;176,65;106,75;180,35
39;8/11/2022;0:56:59;9194,89;13,66;3226,39;5104,67;183,18;150,20;530,46
40;8/11/2022;0:58:29;8588,79;13,87;2794,80;5068,50;142,30;135,00;448,19
41;8/11/2022;0:59:59;8766,44;13,89;2964,08;5004,13;205,88;100,22;492,13
42;8/11/2022;1:01:29;10321,94;13,41;5526,59;4947,00;157,85;239,57;-549,07
43;8/11/2022;1:02:59;9421,47;13,59;3347,59;5134,33;315,69;184,67;439,19
44;8/11/2022;1:04:29;7365,82;14,15;946,45;5088,78;238,06;172,75;919,79
45;8/11/2022;1:05:59;6050,38;14,48;0,00;5079,78;171,47;150,22;648,90
46;8/11/2022;1:07:29;6343,71;14,51;877,21;5030,11;254,39;113,71;68,28
47;8/11/2022;1:08:59;6471,81;14,49;957,36;5033,89;104,47;120,50;255,60
48;8/11/2022;1:10:29;6502,42;14,49;1062,14;5027,22;151,54;115,25;146,26
49;8/11/2022;1:11:59;7362,72;14,17;2474,67;5009,78;68,50;54,83;-245,06
50;8/11/2022;1:13:29;8003,67;14,05;2573,81;5032,33;111,19;204,60;81,73
51;8/11/2022;1:14:59;8202,53;13,97;2506,13;5054,00;266,06;174,22;202,13
52;8/11/2022;1:16:29;5635,21;14,55;2730,94;1559,44;340,35;199,33;805,14
53;8/11/2022;1:17:59;6591,07;14,33;6022,25;660,33;109,50;52,50;-253,52
54;8/11/2022;1:19:29;7890,38;14,17;6388,17;792,63;284,28;110,89;314,42
55;8/11/2022;1:20:59;7446,00;14,19;6398,58;772,44;139,65;117,56;17,77
56;8/11/2022;1:22:29;6523,53;14,34;4783,53;840,33;289,67;194,88;415,12
57;8/11/2022;1:23:59;7322,07;14,33;6365,69;759,12;91,43;115,63;-9,80
58;8/11/2022;1:25:29;7402,43;14,16;6372,73;766,14;80,15;170,78;12,62
59;8/11/2022;1:26:59;8837,67;13,77;5117,64;3649,00;160,31;181,56;-270,84
60;8/11/2022;1:28:29;7351,35;14,18;4743,47;1505,89;235,67;173,89;692,44
61;8/11/2022;1:29:59;7087,35;14,23;6203,73;523,12;106,27;111,00;143,22
62;8/11/2022;1:31:29;7221,56;14,29;6355,36;536,83;211,62;120,63;-2,87
63;8/11/2022;1:32:59;5100,94;14,56;3274,12;849,63;249,76;143,33;584,10
64;8/11/2022;1:34:29;6200,23;14,61;4615,53;1003,78;108,44;108,75;363,74
65;8/11/2022;1:35:59;4858,94;14,78;1716,33;2473,67;245,47;137,33;286,13
66;8/11/2022;1:37:29;4388,79;15,03;1017,13;2558,11;161,94;173,13;478,48
67;8/11/2022;1:38:59;2749,59;15,23;1022,57;873,44;167,67;291,11;394,79
68;8/11/2022;1:40:29;4164,73;15,05;2651,50;1458,00;252,00;94,86;-291,62
69;8/11/2022;1:41:59;7665,06;14,12;5957,13;2647,67;26,50;130,50;-1096,73
70;8/11/2022;1:43:29;7828,00;14,14;4534,72;2669,50;53,00;235,90;334,88
71;8/11/2022;1:44:59;5408,27;14,79;1092,36;2679,63;311,94;179,00;1145,34
72;8/11/2022;1:46:29;5712,00;14,86;317,33;4916,80;119,28;166,33;192,26
73;8/11/2022;1:47:59;5643,06;14,98;3,85;5086,38;117,65;138,22;296,97
74;8/11/2022;1:49:29;5145,79;14,73;7,69;5023,30;139,38;82,00;-106,59
75;8/11/2022;1:50:59;6162,75;14,85;11,54;5127,11;159,71;326,78;537,62
76;8/11/2022;1:52:29;5319,43;14,84;15,38;5063,67;81,80;116,25;42,33
77;8/11/2022;1:53:59;5679,94;14,73;19,23;5046,63;266,83;120,88;226,37
