indice;Date ;Time;FQI161;PIR161;FQI165;FQI169;FQI177;FQI173;FQI151
1;14/10/2022;0:00:00;2294,83;15,35;0,00;676,00;118,18;83,00;1417,65
2;14/10/2022;0:01:29;3556,33;15,30;1581,53;894,78;323,43;158,44;598,15
3;14/10/2022;0:02:59;3455,00;15,61;3163,06;877,56;302,67;112,67;-1000,94
4;14/10/2022;0:04:29;4727,78;14,79;4744,58;351,56;0,00;0,00;-368,36
5;14/10/2022;0:05:59;8210,78;13,91;6361,83;597,40;165,58;111,72;974,24
6;14/10/2022;0:07:29;6004,78;14,75;1616,76;1028,22;331,17;223,44;2805,18
7;14/10/2022;0:08:59;4005,59;14,97;967,29;803,63;88,11;78,50;2068,07
8;14/10/2022;0:10:29;3765,29;14,77;970,86;798,67;96,86;76,67;1822,25
9;14/10/2022;0:11:59;4186,61;14,85;989,20;818,33;190,89;96,89;2091,30
10;14/10/2022;0:13:29;6779,83;14,18;5331,71;225,40;0,00;0,00;1222,72
11;14/10/2022;0:14:59;7922,00;13,85;6361,57;315,86;10,50;11,50;1222,57
12;14/10/2022;0:16:29;7300,47;13,41;6285,11;631,72;21,00;23,00;339,64
13;14/10/2022;0:17:59;3699,65;13,63;1206,00;947,58;219,63;156,00;1170,44
14;14/10/2022;0:19:29;4529,40;13,78;965,29;1263,44;202,72;93,00;2004,95
15;14/10/2022;0:20:59;5410,85;13,65;937,46;2716,67;33,67;73,11;1649,94
16;14/10/2022;0:22:29;5391,06;13,58;951,79;2184,13;255,40;100,22;1899,53
17;14/10/2022;0:23:59;6127,63;13,41;908,00;3314,11;79,60;71,20;1754,72
18;14/10/2022;0:25:29;7355,63;13,07;916,13;4863,89;55,91;24,33;1495,36
19;14/10/2022;0:26:59;7580,06;12,77;889,23;4998,38;111,82;64,67;1515,97
20;14/10/2022;0:28:29;7512,54;12,64;920,46;4997,56;44,67;92,13;1457,73
21;14/10/2022;0:29:59;7716,63;12,54;915,10;5012,00;238,41;97,38;1453,74
22;14/10/2022;0:31:29;7965,62;12,46;917,20;5046,44;135,35;104,13;1762,49
23;14/10/2022;0:32:59;7845,73;12,45;930,21;5037,89;122,56;116,44;1638,62
24;14/10/2022;0:34:29;7962,21;12,42;925,38;5030,38;175,75;110,56;1720,15
25;14/10/2022;0:35:59;7722,00;12,47;636,25;5061,50;118,63;117,71;1787,91
26;14/10/2022;0:37:29;7398,69;12,61;0,00;5061,22;208,67;113,88;2014,92
27;14/10/2022;0:38:59;6129,06;12,88;0,00;3755,33;199,81;143,87;2030,04
28;14/10/2022;0:40:29;5984,23;13,18;0,00;3628,56;172,06;137,88;2045,74
29;14/10/2022;0:41:59;6199,43;13,51;0,00;3657,44;283,94;143,63;2114,42
30;14/10/2022;0:43:29;5822,59;13,75;0,00;3654,56;143,00;125,70;1899,33
31;14/10/2022;0:44:59;6011,20;13,96;0,00;3626,88;247,00;125,86;2011,47
32;14/10/2022;0:46:29;5785,22;14,17;0,00;3623,75;138,82;121,75;1900,90
33;14/10/2022;0:47:59;6707,12;14,12;0,00;5004,78;99,13;81,11;1522,11
34;14/10/2022;0:49:29;6047,83;14,25;0,00;4052,00;217,17;124,13;1654,54
35;14/10/2022;0:50:59;3399,38;14,44;0,00;1360,44;156,41;128,78;1753,75
36;14/10/2022;0:52:29;3230,33;14,74;0,00;735,70;369,17;140,13;1985,34
37;14/10/2022;0:53:59;2326,17;15,08;128,93;3,50;193,76;136,67;1863,31
38;14/10/2022;0:55:29;2144,76;14,96;257,85;694,13;114,56;121,44;956,79
39;14/10/2022;0:56:59;3629,31;15,01;386,78;1559,89;303,67;158,00;1220,98
40;14/10/2022;0:58:29;4067,91;14,88;515,70;2551,67;110,86;39,63;850,06
41;14/10/2022;0:59:59;4064,69;14,68;644,63;2637,00;188,64;58,00;536,42
42;14/10/2022;1:01:29;5272,88;14,70;773,56;2723,22;251,89;103,00;1421,22
43;14/10/2022;1:02:59;5836,06;14,43;965,93;3562,33;151,50;125,50;1030,79
44;14/10/2022;1:04:29;4241,06;14,61;1072,30;832,33;247,33;120,13;1968,97
45;14/10/2022;1:05:59;5993,06;14,45;2527,94;2079,78;54,67;54,50;1276,18
46;14/10/2022;1:07:29;6719,82;14,17;2578,73;2810,13;90,83;31,00;1209,13
47;14/10/2022;1:08:59;6535,88;14,09;2551,08;2259,33;181,67;90,22;1453,58
48;14/10/2022;1:10:29;6678,35;13,88;2422,24;2891,00;65,25;46,25;1253,62
49;14/10/2022;1:11:59;10240,24;12,51;5975,53;4847,33;43,85;71,25;-697,73
50;14/10/2022;1:13:29;11094,12;12,00;4980,53;5132,11;87,70;142,50;751,28
51;14/10/2022;1:14:59;8660,65;12,56;955,00;5072,11;131,56;250,22;2251,76
52;14/10/2022;1:16:29;7870,82;12,59;1067,43;4467,11;176,75;91,57;2067,96
53;14/10/2022;1:17:59;8671,32;12,40;2246,38;4965,70;75,13;54,37;1329,73
54;14/10/2022;1:19:29;9097,14;12,28;2555,54;5003,33;77,37;82,29;1378,61
55;14/10/2022;1:20:59;9481,23;12,15;2800,43;5018,43;154,75;84,75;1422,87
56;14/10/2022;1:22:29;12194,53;11,74;6223,88;4993,64;0,00;48,80;928,21
57;14/10/2022;1:23:59;12901,60;11,62;6284,73;5026,22;100,75;210,36;1279,53
58;14/10/2022;1:25:29;12623,60;11,84;6376,24;3847,75;225,83;133,75;2040,03
59;14/10/2022;1:26:59;11943,15;11,99;6377,00;3599,22;112,18;110,22;1744,53
60;14/10/2022;1:28:29;11800,00;12,02;6354,40;3573,25;165,58;97,43;1609,34
61;14/10/2022;1:29:59;10289,53;12,24;4448,79;3615,56;251,92;129,63;1843,65
62;14/10/2022;1:31:29;11228,61;12,12;6297,73;3516,50;68,53;68,67;1277,18
63;14/10/2022;1:32:59;11200,33;11,95;6295,64;3444,75;137,07;57,22;1265,66
64;14/10/2022;1:34:29;10223,20;12,03;4632,00;3611,00;119,76;113,86;1746,58
65;14/10/2022;1:35:59;7868,94;12,32;2932,31;2620,00;300,88;168,63;1847,13
66;14/10/2022;1:37:29;5903,76;12,77;2722,65;716,30;216,88;125,88;2122,06
67;14/10/2022;1:38:59;4431,00;13,16;1229,60;866,25;201,41;148,00;1985,74
68;14/10/2022;1:40:29;4061,43;13,45;994,57;829,75;243,29;129,33;1864,48
69;14/10/2022;1:41:59;3944,82;13,67;1001,25;889,50;178,29;129,33;1746,45
70;14/10/2022;1:43:29;4231,80;13,80;966,92;1359,67;116,69;104,13;1684,39
71;14/10/2022;1:44:59;6612,94;13,49;1962,91;3556,22;75,09;0,00;1018,72
72;14/10/2022;1:46:29;6566,67;13,19;2785,93;2728,13;120,67;95,50;836,45
73;14/10/2022;1:47:59;4589,64;13,44;1513,55;852,33;291,35;142,43;1789,98
74;14/10/2022;1:49:29;3542,67;13,80;852,76;466,57;283,38;144,22;1795,73
75;14/10/2022;1:50:59;2704,07;14,30;0,00;412,72;220,82;158,50;1912,02
76;14/10/2022;1:52:29;3520,27;14,73;0,00;825,44;289,94;155,22;2249,66
77;14/10/2022;1:53:59;4226,83;14,81;937,79;1443,67;143,91;93,86;1607,61
78;14/10/2022;1:55:29;5158,07;14,65;960,71;2580,63;97,88;78,00;1440,86
79;14/10/2022;1:56:59;6235,80;14,56;1682,46;2808,22;132,65;61,87;1550,59
80;14/10/2022;1:58:29;6095,31;14,36;2578,75;2290,89;113,62;88,67;1023,38
81;14/10/2022;1:59:59;5546,63;14,47;2624,23;869,29;132,94;110,57;1809,59
82;14/10/2022;2:01:29;6604,37;14,32;2524,21;2501,56;153,27;17,88;1407,46
83;14/10/2022;2:02:59;7119,82;14,16;2602,33;2837,00;72,00;64,75;1543,74
84;14/10/2022;2:04:29;7294,59;13,97;3973,19;2077,56;255,40;89,50;898,95
85;14/10/2022;2:05:59;7181,39;13,87;918,93;4672,89;55,78;41,13;1492,66
86;14/10/2022;2:07:29;7321,62;13,65;923,31;5012,00;56,65;30,89;1298,77
87;14/10/2022;2:08:59;7256,29;13,35;910,18;5032,33;113,31;25,50;1174,96
88;14/10/2022;2:10:29;7612,29;13,19;936,38;5053,78;96,00;80,63;1445,51
89;14/10/2022;2:11:59;8020,20;12,99;1752,07;4983,67;144,20;47,60;1092,66
90;14/10/2022;2:13:29;8720,64;12,65;2490,53;4986,56;138,44;61,00;1044,11
91;14/10/2022;2:14:59;8987,13;12,46;2558,07;5000,56;100,64;74,00;1253,87
92;14/10/2022;2:16:29;9248,69;12,42;2370,73;5025,67;201,29;79,78;1571,22
93;14/10/2022;2:17:59;11320,12;11,96;5455,89;4961,78;52,02;59,20;791,23
94;14/10/2022;2:19:29;12310,29;11,62;6244,19;4993,22;104,05;56,33;912,50
95;14/10/2022;2:20:59;12029,14;11,63;6300,75;3835,78;156,07;107,67;1628,88
96;14/10/2022;2:22:29;11636,06;11,65;6321,06;3606,20;80,29;99,00;1529,51
97;14/10/2022;2:23:59;11671,53;11,63;6317,62;3573,33;147,00;97,86;1535,73
98;14/10/2022;2:25:29;11702,20;11,64;6318,27;3626,00;114,21;99,67;1544,05
99;14/10/2022;2:26:59;10253,72;11,87;4555,21;3550,44;232,15;129,13;1786,79
100;14/10/2022;2:28:29;11282,33;11,71;6266,81;3543,38;105,08;74,63;1292,44
101;14/10/2022;2:29:59;10285,82;11,85;4873,36;3523,56;164,06;154,38;1570,48
102;14/10/2022;2:31:29;11265,56;11,71;6130,06;3818,33;41,00;31,43;1244,73
103;14/10/2022;2:32:59;11227,83;11,73;5726,05;3532,67;230,83;145,75;1592,53
104;14/10/2022;2:34:29;7294,78;12,38;3892,80;848,56;215,61;157,11;2180,70
105;14/10/2022;2:35:59;5971,38;12,70;2815,85;825,25;265,86;132,25;1932,17
106;14/10/2022;2:37:29;5077,72;13,08;1772,31;872,60;224,19;155,50;2053,12
107;14/10/2022;2:38:59;4343,38;13,53;1017,57;860,89;200,36;187,11;2077,46
108;14/10/2022;2:40:29;4958,50;13,69;961,17;1689,11;253,25;82,88;1972,10
109;14/10/2022;2:41:59;5782,00;13,64;652,75;3622,88;203,80;93,00;1209,57
110;14/10/2022;2:43:29;4075,75;13,96;858,40;1499,63;316,25;148,11;1253,36
111;14/10/2022;2:44:59;4243,29;14,26;1014,71;869,50;221,86;141,83;1995,38
112;14/10/2022;2:46:29;3708,00;14,69;1036,62;336,40;259,93;152,37;1922,68
113;14/10/2022;2:47:59;4522,62;14,85;1910,94;454,50;282,88;214,11;1660,19
114;14/10/2022;2:49:29;5674,25;14,99;2605,00;875,78;208,47;192,00;1793,00
115;14/10/2022;2:50:59;5290,59;14,75;2525,53;1650,67;118,85;65,00;930,54
116;14/10/2022;2:52:29;7089,00;14,44;2558,18;2603,40;217,06;100,83;1609,53
117;14/10/2022;2:53:59;7808,12;14,51;3427,93;2631,67;180,67;111,50;1456,36
118;14/10/2022;2:55:29;8131,82;13,89;5184,24;1959,67;149,40;150,33;688,19
119;14/10/2022;2:56:59;7689,73;13,75;921,12;4935,22;121,12;327,20;1385,07
120;14/10/2022;2:58:29;7265,57;13,53;945,06;4850,56;84,57;57,71;1327,67
121;14/10/2022;2:59:59;8180,47;13,02;2299,00;4963,67;98,80;25,75;793,25
122;14/10/2022;3:01:29;8763,81;12,64;2531,13;4987,38;76,86;51,50;1116,95
123;14/10/2022;3:02:59;9069,38;12,45;2297,88;5015,20;176,06;75,67;1504,57
124;14/10/2022;3:04:29;11341,24;12,00;5413,38;4952,44;106,00;117,33;752,08
125;14/10/2022;3:05:59;12672,53;11,65;6266,43;5019,67;78,20;115,78;1192,46
126;14/10/2022;3:07:29;13078,56;11,57;6279,62;5027,63;209,71;711,90;849,72
127;14/10/2022;3:08:59;13127,92;11,55;6291,08;5035,14;142,35;102,13;1557,22
128;14/10/2022;3:10:29;13400,13;11,57;6316,38;5059,13;203,00;125,50;1696,12
129;14/10/2022;3:11:59;13363,79;11,59;6332,92;5063,22;230,27;136,14;1601,23
130;14/10/2022;3:13:29;12541,78;11,71;5599,82;4501,56;231,81;196,11;2012,47
131;14/10/2022;3:14:59;11989,00;11,78;6363,53;3610,44;293,06;110,00;1611,97
132;14/10/2022;3:16:29;11844,33;11,81;6347,94;3591,33;185,69;102,75;1616,62
133;14/10/2022;3:17:59;11771,58;11,80;6332,27;3572,22;180,57;96,87;1589,65
134;14/10/2022;3:19:29;11841,58;11,82;6323,79;3602,56;225,94;107,50;1581,80
135;14/10/2022;3:20:59;11858,46;11,79;6313,60;3624,33;129,00;196,22;1595,31
136;14/10/2022;3:22:29;11168,32;11,90;5221,54;3572,80;272,21;135,22;1966,54
137;14/10/2022;3:23:59;9479,55;12,13;3574,59;3612,56;171,83;126,67;1993,91
138;14/10/2022;3:25:29;10027,82;12,12;4561,25;3521,78;172,44;96,33;1676,02
139;14/10/2022;3:26:59;7552,50;12,50;1209,88;3590,67;276,24;137,44;2338,27
140;14/10/2022;3:28:29;5873,89;12,90;835,93;2380,78;267,00;245,89;2144,29
141;14/10/2022;3:29:59;3849,27;13,50;469,72;878,44;337,06;199,78;1964,27
142;14/10/2022;3:31:29;4130,87;13,80;939,43;836,38;250,19;133,67;1971,21
143;14/10/2022;3:32:59;4271,44;14,11;1009,31;860,38;230,18;134,71;2036,86
144;14/10/2022;3:34:29;4518,19;14,39;1049,38;849,50;418,28;134,86;2066,18
145;14/10/2022;3:35:59;5408,53;14,51;2422,88;822,50;107,23;190,89;1865,03
146;14/10/2022;3:37:29;6815,00;14,59;2579,00;1926,78;115,47;174,00;2019,76
147;14/10/2022;3:38:59;7678,76;14,00;2503,40;4450,56;22,00;66,58;636,23
148;14/10/2022;3:40:29;7188,19;13,84;2579,94;3013,88;184,29;133,17;1276,92
149;14/10/2022;3:41:59;6741,94;14,10;3804,65;763,80;193,46;140,38;1839,66
150;14/10/2022;3:43:29;7652,67;13,57;6337,33;366,29;190,46;140,50;618,09
151;14/10/2022;3:44:59;5682,76;14,13;2061,18;595,50;380,92;292,00;2353,16
152;14/10/2022;3:46:29;4348,56;14,61;1021,33;870,13;294,82;129,44;2032,84
153;14/10/2022;3:47:59;5797,80;14,46;2394,06;1887,67;61,43;66,00;1388,65
154;14/10/2022;3:49:29;6350,50;14,10;2524,33;2543,44;26,00;34,57;1222,15
155;14/10/2022;3:50:59;6869,94;13,65;2644,94;2997,89;136,63;69,14;1021,35
156;14/10/2022;3:52:29;8930,67;12,80;6039,07;2445,00;0,00;97,38;349,22
157;14/10/2022;3:53:59;8243,44;12,53;6343,00;715,80;0,00;68,00;1116,64
158;14/10/2022;3:55:29;8515,07;12,31;6346,71;740,44;21,60;75,25;1331,06
159;14/10/2022;3:56:59;9218,77;12,13;6325,13;1221,71;67,73;52,00;1552,20
160;14/10/2022;3:58:29;10448,00;11,90;6304,94;2653,89;135,46;74,75;1278,96
161;14/10/2022;3:59:59;10199,00;11,91;6309,86;2028,44;118,17;205,38;1537,16
162;14/10/2022;4:01:29;11750,71;11,69;5801,27;4307,40;44,00;110,67;1487,37
163;14/10/2022;4:02:59;12806,27;11,54;6304,11;4804,50;139,27;84,33;1474,06
164;14/10/2022;4:04:29;11848,39;11,81;4516,82;5055,22;258,08;134,71;1883,54
165;14/10/2022;4:05:59;12971,00;11,67;6267,69;5028,22;161,86;87,00;1426,23
166;14/10/2022;4:07:29;13160,31;11,61;6289,44;5025,70;90,35;181,89;1572,93
167;14/10/2022;4:08:59;13133,08;11,61;6297,33;5034,63;83,18;128,17;1589,77
168;14/10/2022;4:10:29;13032,67;11,60;6018,69;5051,13;174,06;102,38;1686,42
169;14/10/2022;4:11:59;12535,67;11,71;5592,53;5083,00;137,65;120,44;1602,04
170;14/10/2022;4:13:29;10250,06;12,06;2766,50;5113,67;155,82;124,11;2089,96
171;14/10/2022;4:14:59;9399,38;12,22;1896,07;5085,00;234,22;219,50;1964,58
172;14/10/2022;4:16:29;8092,00;12,50;1337,67;4602,67;139,93;170,33;1841,40
173;14/10/2022;4:17:59;7740,08;12,65;734,00;5041,33;183,25;119,78;1661,72
174;14/10/2022;4:19:29;7453,82;12,87;453,82;5037,22;208,60;122,67;1631,51
175;14/10/2022;4:20:59;7918,83;12,98;907,64;5011,22;93,67;121,33;1784,97
176;14/10/2022;4:22:29;7979,81;13,02;940,42;4995,11;206,94;213,62;1623,72
177;14/10/2022;4:23:59;7006,05;13,25;1004,89;3822,33;174,35;179,09;1825,39
178;14/10/2022;4:25:29;6753,31;13,40;1015,79;3616,44;116,82;112,00;1892,26
179;14/10/2022;4:26:59;7990,06;13,24;2229,47;4102,89;198,47;69,60;1389,63
180;14/10/2022;4:28:29;8263,64;12,85;2565,88;4741,78;4,00;74,00;877,98
181;14/10/2022;4:29:59;6471,17;12,89;2474,71;2248,78;149,94;202,00;1395,74
182;14/10/2022;4:31:29;4399,29;13,26;1015,14;859,00;280,67;203,00;2041,48
183;14/10/2022;4:32:59;3550,93;13,65;1013,38;258,20;179,76;140,44;1959,15
184;14/10/2022;4:34:29;4115,24;13,79;1695,13;598,25;193,94;157,00;1470,92
185;14/10/2022;4:35:59;4988,30;13,71;2571,00;773,11;82,54;95,13;1466,53
186;14/10/2022;4:37:29;6111,61;13,44;1814,56;2657,44;43,00;104,00;1492,60
187;14/10/2022;4:38:59;7204,06;13,09;898,62;5008,56;83,90;124,67;1088,32
188;14/10/2022;4:40:29;7908,59;12,71;1954,93;4976,78;344,25;77,75;554,88
189;14/10/2022;4:41:59;8869,94;12,34;2476,11;4992,56;688,50;60,00;652,78
190;14/10/2022;4:43:29;11521,33;11,82;6209,00;4561,56;214,00;128,00;408,78
191;14/10/2022;4:44:59;9204,20;12,13;5996,80;817,00;173,65;153,56;2063,20
192;14/10/2022;4:46:29;9956,06;12,06;6318,43;1772,13;127,53;172,33;1565,64
193;14/10/2022;4:47:59;10310,06;11,94;6313,60;2393,78;88,41;112,63;1401,65
194;14/10/2022;4:49:29;11601,89;11,71;6274,41;4037,11;21,50;31,33;1237,54
195;14/10/2022;4:50:59;11795,28;11,70;6348,00;3637,00;320,69;116,25;1373,34
196;14/10/2022;4:52:29;9478,60;12,09;6405,83;801,22;150,81;132,00;1988,73
197;14/10/2022;4:53:59;10110,12;12,05;6344,86;1965,50;53,42;187,50;1558,84
198;14/10/2022;4:55:29;10692,85;11,95;6306,00;2719,89;155,53;113,50;1397,93
199;14/10/2022;4:56:59;8649,94;12,21;4374,06;1793,00;220,81;143,78;2118,29
200;14/10/2022;4:58:29;11316,12;11,87;6242,50;4105,33;28,19;28,25;911,85
201;14/10/2022;4:59:59;12512,00;11,60;6262,80;4948,56;56,38;57,29;1186,98
202;14/10/2022;5:01:29;12535,19;11,61;5454,79;5068,44;167,78;207,78;1636,40
203;14/10/2022;5:02:59;11381,94;11,87;4070,72;5117,67;172,94;158,88;1861,73
204;14/10/2022;5:04:29;10088,19;12,14;2785,64;5072,89;223,47;143,50;1862,69
205;14/10/2022;5:05:59;9740,93;12,27;2786,62;5050,22;113,20;116,22;1674,66
206;14/10/2022;5:07:29;9668,80;12,33;2750,42;5037,88;179,29;113,11;1588,10
207;14/10/2022;5:08:59;8937,61;12,43;1863,00;5039,33;204,83;208,44;1622,00
208;14/10/2022;5:10:29;8125,71;12,62;969,57;5048,56;160,67;164,75;1782,17
209;14/10/2022;5:11:59;6274,24;12,79;732,50;3699,89;145,41;116,60;1579,84
210;14/10/2022;5:13:29;5638,56;12,92;352,25;3582,67;212,06;113,33;1378,25
