indice;Date;Time;FQI161;PIR161;FQI165;FQI169;FQI177;FQI173;FQI151
1;25/10/2022;0:00:00;2559,00;15,24;927,00;62,33;202,67;159,10;1207,90
2;25/10/2022;0:01:29;2654,94;15,33;549,63;0,00;185,16;275,70;1644,46
3;25/10/2022;0:02:59;2109,54;15,35;689,00;21,44;279,15;121,13;998,82
4;25/10/2022;0:04:29;3033,78;15,31;983,92;42,88;194,80;119,78;1692,40
5;25/10/2022;0:05:59;2753,72;15,26;1080,40;64,31;258,35;111,33;1239,32
6;25/10/2022;0:07:29;4509,71;14,97;2545,69;85,75;210,61;184,83;1482,82
7;25/10/2022;0:08:59;4623,20;15,07;2597,76;107,19;210,31;266,78;1441,16
8;25/10/2022;0:10:29;4020,00;14,83;2522,94;128,63;203,80;160,40;1004,24
9;25/10/2022;0:11:59;5072,75;15,01;2713,75;150,06;257,89;167,11;1783,94
10;25/10/2022;0:13:29;6648,67;14,40;6022,38;171,50;172,00;20,50;262,29
11;25/10/2022;0:14:59;7819,94;13,99;6363,53;825,67;31,00;140,83;458,91
12;25/10/2022;0:16:29;9462,29;13,70;6324,75;1651,33;96,13;212,78;1177,30
13;25/10/2022;0:17:59;10493,44;13,34;6359,18;2746,11;26,00;142,14;1220,01
14;25/10/2022;0:19:29;10848,44;13,35;6405,57;2466,56;124,67;139,78;1711,87
15;25/10/2022;0:20:59;10539,33;13,31;6348,39;2533,67;126,67;99,29;1431,33
16;25/10/2022;0:22:29;12959,93;12,99;6341,35;4987,11;152,00;130,33;1349,14
17;25/10/2022;0:23:59;12081,00;13,10;4811,88;5059,67;159,21;267,75;1782,49
18;25/10/2022;0:25:29;11604,88;13,07;4726,91;5034,11;110,41;152,50;1580,94
19;25/10/2022;0:26:59;11679,80;13,17;4207,47;5033,50;258,94;142,00;2037,90
20;25/10/2022;0:28:29;10695,53;13,32;3512,71;5009,63;183,21;134,40;1855,58
21;25/10/2022;0:29:59;12251,94;13,14;5572,11;4997,56;136,50;135,00;1410,77
22;25/10/2022;0:31:29;11316,44;13,39;3982,42;5077,60;160,78;268,70;1826,95
23;25/10/2022;0:32:59;10811,56;13,40;3889,76;4969,67;138,33;201,44;1612,35
24;25/10/2022;0:34:29;11367,23;13,29;4544,43;5003,63;92,18;139,89;1587,11
25;25/10/2022;0:35:59;11607,76;13,29;4631,07;5021,89;82,88;160,63;1711,30
26;25/10/2022;0:37:29;11515,60;13,28;4564,55;5053,78;99,07;132,20;1666,01
27;25/10/2022;0:38:59;10526,13;13,53;3043,65;5073,56;179,56;261,67;1967,70
28;25/10/2022;0:40:29;9492,47;13,74;2790,13;4521,33;157,47;229,89;1793,64
29;25/10/2022;0:41:59;7607,11;14,23;1308,77;3657,56;246,38;190,33;2204,08
30;25/10/2022;0:43:29;6640,67;14,51;965,57;3531,13;139,39;152,11;1852,47
31;25/10/2022;0:44:59;6209,71;14,53;956,31;3461,63;140,88;137,88;1513,03
32;25/10/2022;0:46:29;4306,45;14,90;1010,71;879,89;188,56;266,33;1960,95
33;25/10/2022;0:47:59;3178,47;14,97;966,71;397,57;120,00;231,00;1463,18
34;25/10/2022;0:49:29;3363,00;15,18;985,31;575,50;153,53;163,75;1484,91
35;25/10/2022;0:50:59;3530,41;15,23;955,00;819,78;83,33;134,63;1537,68
36;25/10/2022;0:52:29;3120,67;14,95;901,08;1021,00;62,50;83,44;1052,65
37;25/10/2022;0:53:59;5627,78;14,70;1441,59;2529,33;94,89;198,70;1363,27
38;25/10/2022;0:55:29;6343,75;14,37;2726,15;2453,44;27,00;186,00;951,15
39;25/10/2022;0:56:59;6748,29;14,51;1380,75;2804,67;243,93;178,44;2140,50
40;25/10/2022;0:58:29;5901,28;14,78;957,41;3065,56;162,68;150,22;1565,40
41;25/10/2022;0:59:59;3458,18;15,00;529,60;884,89;216,41;173,22;1654,05
42;25/10/2022;1:01:29;3771,83;15,33;935,91;822,20;204,59;240,00;1569,14
43;25/10/2022;1:02:59;3107,93;15,12;868,75;729,33;82,46;193,00;1234,39
44;25/10/2022;1:04:29;4915,44;14,75;2465,38;1313,00;15,83;90,56;1030,67
45;25/10/2022;1:05:59;6652,33;14,40;2568,58;2763,00;64,15;107,75;1148,85
46;25/10/2022;1:07:29;6640,33;14,38;2539,41;2118,25;128,31;145,11;1709,25
47;25/10/2022;1:08:59;7918,50;13,98;2476,44;4248,80;0,00;122,89;1070,37
48;25/10/2022;1:10:29;9090,44;13,78;2661,06;4588,44;52,00;206,78;1582,15
49;25/10/2022;1:11:59;11729,29;13,16;6064,20;4939,13;18,00;45,20;662,77
50;25/10/2022;1:13:29;13005,06;12,93;6357,38;5014,20;36,00;120,78;1476,70
51;25/10/2022;1:14:59;13148,75;12,88;6363,54;4996,25;54,50;120,71;1613,75
52;25/10/2022;1:16:29;13209,42;12,81;6358,75;5006,43;75,06;204,38;1564,80
53;25/10/2022;1:17:59;13312,79;12,78;6361,00;5003,75;92,13;195,63;1660,29
54;25/10/2022;1:19:29;13024,93;12,83;6023,44;5052,63;141,18;168,89;1638,80
55;25/10/2022;1:20:59;12015,78;13,09;4591,87;5059,38;147,19;151,67;2065,68
56;25/10/2022;1:22:29;11616,25;13,09;4672,00;5005,89;82,47;154,89;1701,01
57;25/10/2022;1:23:59;11602,59;13,18;4385,94;5022,22;115,75;228,00;1850,68
58;25/10/2022;1:25:29;10582,38;13,31;3163,75;5015,00;189,53;223,63;1990,47
59;25/10/2022;1:26:59;11067,50;13,14;4543,94;4963,89;99,20;148,90;1311,57
60;25/10/2022;1:28:29;10760,78;13,33;3062,22;5055,33;156,54;152,13;2334,56
61;25/10/2022;1:29:59;11092,50;13,14;4589,13;4981,89;46,50;103,89;1371,09
62;25/10/2022;1:31:29;11097,31;13,25;4591,38;4206,44;172,00;232,10;1895,39
63;25/10/2022;1:32:59;9131,44;13,66;3014,50;3640,00;197,82;238,33;2040,79
64;25/10/2022;1:34:29;8447,38;13,80;2777,82;3521,22;129,25;189,50;1829,58
65;25/10/2022;1:35:59;8649,71;13,82;2763,79;4055,22;198,30;143,43;1488,97
66;25/10/2022;1:37:29;6715,00;14,40;2859,25;906,67;258,82;205,00;2485,26
67;25/10/2022;1:38:59;5600,00;14,56;2785,93;792,56;100,72;162,00;1758,79
68;25/10/2022;1:40:29;5240,44;14,86;1607,47;883,00;230,94;309,00;2210,03
69;25/10/2022;1:41:59;3482,90;14,97;942,55;779,33;87,20;187,89;1485,93
70;25/10/2022;1:43:29;4070,17;15,04;988,62;840,50;152,67;156,50;1931,88
71;25/10/2022;1:44:59;3697,86;15,17;959,50;815,43;118,94;142,33;1661,65
72;25/10/2022;1:46:29;3421,46;15,09;945,93;783,25;69,31;131,75;1491,23
