indice;Date;Time;FQI161;PIR161;FQI165;FQI169;FQI177;FQI173;FQI151
1;5/11/2022;0:00:00;6734,11;14,10;4504,20;0,00;219,79;139,10;1871,02
2;5/11/2022;0:01:29;6971,18;14,20;4695,81;276,00;111,41;141,22;1746,73
3;5/11/2022;0:02:59;6314,67;14,38;3622,24;552,00;230,56;143,67;1766,20
4;5/11/2022;0:04:29;6587,15;14,29;2281,63;2189,33;134,33;197,22;1784,64
5;5/11/2022;0:05:59;6226,13;14,50;1009,43;2658,44;137,71;235,25;2185,30
6;5/11/2022;0:07:29;6285,56;14,43;956,45;3160,33;168,69;84,11;1915,97
7;5/11/2022;0:08:59;7233,38;14,26;591,71;5005,78;122,53;96,25;1417,10
8;5/11/2022;0:10:29;6903,94;14,17;0,00;5029,00;66,38;107,44;1701,12
9;5/11/2022;0:11:59;6975,53;13,95;196,50;5029,67;178,94;108,71;1461,70
10;5/11/2022;0:13:29;6954,24;13,86;393,00;5037,63;30,67;146,89;1346,05
11;5/11/2022;0:14:59;7278,71;13,80;589,50;5038,00;47,60;267,78;1335,84
12;5/11/2022;0:16:29;7799,29;13,69;959,20;5024,25;193,31;150,22;1472,30
13;5/11/2022;0:17:59;7796,33;13,69;954,58;5032,63;86,08;126,63;1596,42
14;5/11/2022;0:19:29;8646,88;13,51;2292,35;5010,22;37,67;100,10;1206,54
15;5/11/2022;0:20:59;9303,24;13,41;2528,43;5029,00;195,06;122,43;1428,32
16;5/11/2022;0:22:29;6844,00;13,74;2619,06;2082,89;223,00;177,11;1741,94
17;5/11/2022;0:23:59;4767,53;14,16;1527,53;808,67;189,94;244,56;1996,84
18;5/11/2022;0:25:29;7010,53;13,95;3807,20;1465,88;163,70;201,50;1372,26
19;5/11/2022;0:26:59;9811,44;13,49;6164,18;2646,78;17,00;49,67;933,82
20;5/11/2022;0:28:29;10229,59;13,31;6389,23;2446,86;34,00;109,56;1249,94
21;5/11/2022;0:29:59;10937,61;13,21;6358,59;2727,44;181,67;69,00;1600,91
22;5/11/2022;0:31:29;12188,29;12,97;6354,94;4526,70;25,13;81,22;1200,30
23;5/11/2022;0:32:59;12992,67;12,84;6362,00;4996,29;50,25;117,00;1467,13
24;5/11/2022;0:34:29;13220,00;12,76;6358,56;5013,33;177,71;251,44;1418,95
25;5/11/2022;0:35:59;13184,33;12,75;6368,27;5025,70;89,06;196,33;1504,98
26;5/11/2022;0:37:29;12960,13;12,79;6209,08;5044,00;100,00;134,56;1472,49
27;5/11/2022;0:38:59;12056,00;13,00;4616,06;5075,38;274,00;160,44;1930,12
