indice;Date;Time;FQI161;PIR161;FQI165;FQI169;FQI177;FQI173
336;02/10/2022;8:22:29;8258,88;13,30;2531,07;4920,22;15,04;27,33
337;02/10/2022;8:23:59;8624,81;12,76;2883,25;4942,56;30,08;7,00
338;02/10/2022;8:25:29;10077,00;12,09;4480,44;4974,33;45,12;58,88
339;02/10/2022;8:26:59;11072,12;11,75;4492,13;4988,11;60,16;117,75
340;02/10/2022;8:28:29;11455,80;11,60;4510,69;5020,67;75,20;150,00
341;02/10/2022;8:29:59;11572,57;11,58;4340,40;5041,33;101,11;122,50
342;02/10/2022;8:31:29;12289,53;11,51;6204,57;4279,00;111,00;73,22
343;02/10/2022;8:32:59;12056,25;11,55;6281,46;3647,14;228,78;100,86
344;02/10/2022;8:34:29;11974,93;11,56;6297,50;3635,75;132,57;138,63
345;02/10/2022;8:35:59;12010,71;11,56;6303,43;3629,38;136,29;163,90
346;02/10/2022;8:37:29;11864,19;11,60;6323,87;3466,00;117,40;125,71
347;02/10/2022;8:38:59;10739,07;11,78;4967,87;3631,78;159,69;123,44
348;02/10/2022;8:40:29;10267,06;11,87;4666,88;3524,22;252,28;97,83
349;02/10/2022;8:41:59;10048,43;11,93;4365,18;3564,00;194,35;123,25
350;02/10/2022;8:43:29;10228,13;11,91;4573,92;3557,10;140,50;175,22
351;02/10/2022;8:44:59;9179,41;12,07;3450,63;3647,11;198,09;131,22
352;02/10/2022;8:46:29;8252,94;12,28;4646,40;1818,67;199,71;136,33
353;02/10/2022;8:47:59;7456,71;12,47;4729,43;676,11;280,18;123,89
354;02/10/2022;8:49:29;6093,00;12,86;3710,06;4,33;253,93;166,33
355;02/10/2022;8:50:59;5828,44;13,28;2837,69;753,14;194,29;221,13
356;02/10/2022;8:52:29;5459,83;13,72;1985,47;1073,38;230,79;194,22
357;02/10/2022;8:53:59;5743,14;14,00;1066,92;2572,11;184,43;141,78
358;02/10/2022;8:55:29;5209,54;14,32;608,25;2665,33;322,28;138,11
359;02/10/2022;8:56:59;6157,44;14,39;1016,88;3763,11;182,94;95,78
360;02/10/2022;8:58:29;4508,62;14,90;1070,77;897,67;285,61;230,44
361;02/10/2022;8:59:59;5383,27;14,87;1935,47;1976,11;117,00;145,62
362;02/10/2022;9:01:29;6129,71;14,40;2535,13;2608,33;44,50;52,00
363;02/10/2022;9:02:59;6307,44;14,36;2587,45;1915,89;259,00;103,44
364;02/10/2022;9:04:29;7584,68;13,90;2473,19;4334,89;0,00;81,40
365;02/10/2022;9:05:59;7806,78;13,40;1914,75;5032,67;29,35;86,00
366;02/10/2022;9:07:29;7054,92;13,08;928,00;4997,22;58,69;135,56
367;02/10/2022;9:08:59;7897,81;12,63;2176,73;4966,11;88,04;0,00
368;02/10/2022;9:10:29;8673,00;12,25;2483,06;4979,33;117,38;24,00
369;02/10/2022;9:11:59;8980,88;12,05;2507,43;5015,00;63,18;75,78
370;02/10/2022;9:13:29;11510,84;11,63;5412,33;4950,70;0,00;69,60
371;02/10/2022;9:14:59;11713,29;11,55;6267,67;3685,33;78,00;191,78
372;02/10/2022;9:16:29;11667,47;11,54;6287,88;3634,13;101,70;98,71
373;02/10/2022;9:17:59;11745,07;11,54;6297,82;3628,88;222,12;96,44
374;02/10/2022;9:19:29;11601,31;11,55;6299,33;3493,57;104,69;101,17
375;02/10/2022;9:20:59;10949,71;11,69;5538,86;3627,78;190,20;169,50
376;02/10/2022;9:22:29;10759,67;11,68;5316,94;3478,22;124,00;177,67
377;02/10/2022;9:23:59;11196,24;11,63;5928,69;3558,89;118,47;109,00
378;02/10/2022;9:25:29;11006,56;11,68;4505,47;4521,11;251,94;102,63
379;02/10/2022;9:26:59;11133,53;11,69;5848,60;3574,50;110,17;85,63
380;02/10/2022;9:28:29;11039,63;11,66;5667,19;3656,22;126,67;152,33
381;02/10/2022;9:29:59;11379,00;11,65;6082,53;3589,89;51,50;191,00
382;02/10/2022;9:31:29;9781,59;11,89;3913,50;3692,89;222,13;154,56
383;02/10/2022;9:32:59;8483,56;12,20;2813,27;3355,56;299,44;122,43
384;02/10/2022;9:34:29;5804,72;12,69;2398,40;853,13;333,61;166,89
385;02/10/2022;9:35:59;5467,88;13,06;2433,86;818,40;180,75;134,56
386;02/10/2022;9:37:29;4241,86;13,73;1088,93;182,40;285,75;277,22
387;02/10/2022;9:38:59;4435,29;14,33;1078,82;817,00;266,39;191,33
388;02/10/2022;9:40:29;4159,88;14,67;1043,08;848,78;319,06;207,82
389;02/10/2022;9:41:59;5074,06;14,96;1054,06;1731,75;170,35;142,14
390;02/10/2022;9:43:29;4483,50;14,88;409,17;2585,67;134,64;66,71
391;02/10/2022;9:44:59;5201,40;14,98;942,25;2934,33;142,85;171,33
392;02/10/2022;9:46:29;6568,33;14,45;909,31;4855,11;129,15;128,57
393;02/10/2022;9:47:59;4274,82;14,42;1337,17;1314,44;258,29;110,75
394;02/10/2022;9:49:29;4049,13;14,54;1286,47;810,11;132,38;112,00
395;02/10/2022;9:50:59;5865,78;14,25;2508,35;2041,89;34,33;91,75
396;02/10/2022;9:52:29;6466,94;13,97;2487,58;2622,29;68,67;67,83
397;02/10/2022;9:53:59;6415,22;13,79;2483,14;2182,22;103,00;188,22
398;02/10/2022;9:55:29;9335,65;12,80;4320,00;4712,78;18,57;24,33
399;02/10/2022;9:56:59;11338,39;11,83;5669,75;4933,00;37,14;48,67
400;02/10/2022;9:58:29;12786,53;11,47;6232,44;5005,78;55,71;73,00
401;02/10/2022;9:59:59;13231,60;11,37;6253,07;5011,67;74,29;100,00
402;02/10/2022;10:01:29;13724,33;11,43;6295,15;5032,00;92,86;222,78
403;02/10/2022;10:02:59;13665,05;11,41;6293,86;5030,00;250,31;101,44
404;02/10/2022;10:04:29;13402,50;11,44;6299,36;5039,22;203,89;139,44
405;02/10/2022;10:05:59;11094,77;11,77;4699,06;3825,33;253,88;137,11
406;02/10/2022;10:07:29;10665,87;11,81;4679,38;3638,00;159,00;99,78
407;02/10/2022;10:08:59;10364,07;11,82;4512,33;3601,56;122,13;205,89
408;02/10/2022;10:10:29;9943,69;11,90;4318,76;3482,88;175,06;119,89
409;02/10/2022;10:11:59;9049,28;12,04;3468,28;3597,22;180,93;95,89
410;02/10/2022;10:13:29;9660,00;11,98;4507,75;3498,44;80,08;93,00
411;02/10/2022;10:14:59;9758,60;11,96;4250,63;3551,67;94,44;96,67
412;02/10/2022;10:16:29;9994,87;11,93;4661,50;3562,89;77,25;173,67
413;02/10/2022;10:17:59;10155,17;11,93;4522,71;3631,88;136,50;141,33
414;02/10/2022;10:19:29;9350,20;12,12;3327,73;3694,00;280,44;132,00
415;02/10/2022;10:20:59;8422,95;12,41;2374,14;3672,00;174,71;133,38
416;02/10/2022;10:22:29;7378,41;12,70;1224,50;3644,89;156,87;122,00
417;02/10/2022;10:23:59;6164,29;13,02;1030,86;2851,56;240,45;201,00
418;02/10/2022;10:25:29;4748,07;13,54;1041,08;853,50;260,53;232,00
419;02/10/2022;10:26:59;3752,75;14,08;675,00;564,44;499,47;172,75
420;02/10/2022;10:28:29;3047,47;14,73;0,00;397,55;258,35;166,75
421;02/10/2022;10:29:59;3153,07;14,93;0,00;795,11;133,59;118,13
422;02/10/2022;10:31:29;3293,50;14,94;0,00;1394,56;99,64;135,90
423;02/10/2022;10:32:59;3856,00;14,76;0,00;2541,89;88,83;178,00
424;02/10/2022;10:34:29;4722,56;14,55;0,00;3059,89;177,67;52,63
425;02/10/2022;10:35:59;6022,08;14,27;0,00;4909,67;65,60;51,00
426;02/10/2022;10:37:29;6137,80;14,01;0,00;4939,38;36,16;107,00
427;02/10/2022;10:38:59;6536,21;13,82;0,00;4919,67;72,32;96,86
428;02/10/2022;10:40:29;6638,80;13,62;0,00;4913,50;108,48;157,67
429;02/10/2022;10:41:59;6515,67;13,32;0,00;4888,00;144,64;89,60
430;02/10/2022;10:43:29;3728,05;13,62;0,00;1167,20;248,63;145,67
431;02/10/2022;10:44:59;3921,21;13,92;40,30;1272,22;128,42;123,17
432;02/10/2022;10:46:29;4686,00;14,01;80,59;2594,33;132,40;129,56
433;02/10/2022;10:47:59;4775,80;14,11;120,89;2497,44;206,41;147,91
434;02/10/2022;10:49:29;5349,71;14,18;161,19;2866,89;276,00;151,78
435;02/10/2022;10:50:59;6508,38;13,89;201,48;4937,11;155,38;34,80
436;02/10/2022;10:52:29;6511,35;13,69;241,78;5015,50;76,13;69,22
437;02/10/2022;10:53:59;6420,31;13,49;282,08;5034,89;106,70;82,56
438;02/10/2022;10:55:29;6419,73;13,31;322,37;5023,44;75,00;102,50
439;02/10/2022;10:56:59;6756,25;13,08;362,67;4996,00;225,69;161,88
440;02/10/2022;10:58:29;7395,80;12,82;1806,44;4956,11;156,20;78,83
441;02/10/2022;10:59:59;8196,18;12,54;2515,41;4245,11;175,64;95,50
442;02/10/2022;11:01:29;7597,27;12,50;2509,44;3522,44;141,25;91,11
443;02/10/2022;11:02:59;8007,06;12,39;2901,94;3524,56;96,09;108,44
444;02/10/2022;11:04:29;9541,27;12,13;4496,31;3476,13;181,40;142,00
445;02/10/2022;11:05:59;8963,47;12,26;2022,33;4513,20;227,26;155,78
446;02/10/2022;11:07:29;7055,00;12,70;1018,00;3655,62;189,50;139,44
447;02/10/2022;11:08:59;7327,56;12,84;1881,77;3632,71;98,13;104,43
448;02/10/2022;11:10:29;7969,31;12,73;2504,87;3594,70;101,12;168,00
449;02/10/2022;11:11:59;7481,38;12,78;2561,00;2322,56;332,71;197,67
450;02/10/2022;11:13:29;6077,11;13,17;2246,75;797,10;289,32;174,30
451;02/10/2022;11:14:59;6250,53;13,36;2760,29;607,57;194,00;111,43
452;02/10/2022;11:16:29;7918,89;12,80;6042,17;604,30;103,47;12,50
453;02/10/2022;11:17:59;8515,39;12,48;6322,88;713,37;104,29;107,78
454;02/10/2022;11:19:29;8814,50;12,25;6315,67;708,38;214,17;97,78
455;02/10/2022;11:20:59;8899,73;12,03;6307,27;719,00;161,47;143,17
456;02/10/2022;11:22:29;9281,82;11,89;6285,00;1159,80;161,43;80,25
457;02/10/2022;11:23:59;10350,18;11,72;5696,00;3289,50;195,18;162,00
458;02/10/2022;11:25:29;7881,41;12,14;4673,06;800,00;252,22;174,20
459;02/10/2022;11:26:59;7070,79;12,38;4585,18;332,00;338,13;130,13
460;02/10/2022;11:28:29;5834,82;12,69;3295,67;293,80;274,28;196,13
461;02/10/2022;11:29:59;6845,35;12,63;4564,17;721,00;109,53;103,57
462;02/10/2022;11:31:29;8306,11;12,40;4531,87;2007,67;83,39;46,89
463;02/10/2022;11:32:59;8809,57;12,18;4609,47;2479,22;116,00;70,11
464;02/10/2022;11:34:29;8421,23;12,17;2802,06;3508,22;290,39;129,33
465;02/10/2022;11:35:59;7478,83;12,38;2848,94;2567,89;293,61;175,44
466;02/10/2022;11:37:29;6494,00;12,67;2810,73;964,11;222,87;167,67
467;02/10/2022;11:38:59;6712,80;12,73;2041,40;2509,22;169,94;135,25
468;02/10/2022;11:40:29;7006,94;12,76;2810,42;2169,00;188,20;124,56
469;02/10/2022;11:41:59;7174,71;12,77;1363,50;3635,89;285,22;70,22
470;02/10/2022;11:43:29;7289,79;12,73;796,36;4937,80;180,95;126,11
471;02/10/2022;11:44:59;7163,27;12,80;737,00;5012,33;176,46;199,25
472;02/10/2022;11:46:29;7629,08;12,73;945,21;4991,11;149,57;142,22
473;02/10/2022;11:47:59;7620,25;12,68;941,89;4977,38;158,33;92,67
474;02/10/2022;11:49:29;7734,47;12,64;945,82;4965,25;295,00;91,11
475;02/10/2022;11:50:59;8249,79;12,56;1562,79;4967,89;132,44;64,12
476;02/10/2022;11:52:29;8195,87;12,53;2594,25;3976,11;182,56;105,00
477;02/10/2022;11:53:59;8110,93;12,66;2512,92;3650,67;200,73;113,25
478;02/10/2022;11:55:29;8228,64;12,73;2522,56;3625,22;148,40;105,00
479;02/10/2022;11:56:59;9707,47;12,34;4730,56;3483,44;96,11;59,60
480;02/10/2022;11:58:29;11186,53;11,83;6255,11;3495,44;53,20;78,00
481;02/10/2022;11:59:59;11671,93;11,71;6281,31;3528,44;80,00;88,63
482;02/10/2022;12:01:29;11779,29;11,66;6292,23;3540,44;105,15;95,63
483;02/10/2022;12:02:59;12086,11;11,65;6284,54;3701,38;97,07;85,50
484;02/10/2022;12:04:29;12084,65;11,64;5332,00;5057,56;382,41;129,88
485;02/10/2022;12:05:59;7997,25;12,23;1552,00;3911,44;229,65;139,00
486;02/10/2022;12:07:29;10721,82;11,89;6189,19;3551,67;135,47;52,50
487;02/10/2022;12:08:59;8109,82;12,27;4681,61;1506,22;270,93;166,22
488;02/10/2022;12:10:29;6534,88;12,62;3379,93;743,89;120,75;105,90
489;02/10/2022;12:11:59;6789,44;12,73;4724,92;228,80;290,56;115,25
490;02/10/2022;12:13:29;6230,13;12,89;3809,40;731,25;169,24;145,00
491;02/10/2022;12:14:59;7036,39;12,85;4341,12;1112,78;44,00;63,13
492;02/10/2022;12:16:29;9425,76;12,36;6242,31;2399,44;66,33;51,43
493;02/10/2022;12:17:59;8944,88;12,25;5073,67;2504,00;132,67;102,86
494;02/10/2022;12:19:29;9715,71;12,11;4538,65;3729,33;206,00;102,80
495;02/10/2022;12:20:59;7624,59;12,47;4699,67;788,11;159,44;132,11
496;02/10/2022;12:22:29;8207,63;12,46;4550,07;2119,89;113,94;92,38
497;02/10/2022;12:23:59;8025,12;12,53;3603,43;2565,78;140,71;108,11
498;02/10/2022;12:25:29;9168,18;12,35;6238,31;1726,56;52,33;57,44
499;02/10/2022;12:26:59;10843,22;12,01;5327,00;4427,22;115,00;48,00
500;02/10/2022;12:28:29;8783,50;12,27;1676,40;5063,11;198,89;146,56
501;02/10/2022;12:29:59;7920,12;12,49;970,11;5063,44;134,38;118,13
502;02/10/2022;12:31:29;7709,13;12,57;951,33;5027,22;114,88;108,83
503;02/10/2022;12:32:59;7764,07;12,64;956,00;5015,25;156,00;110,22
504;02/10/2022;12:34:29;7704,73;12,67;954,83;5007,88;220,88;103,86
505;02/10/2022;12:35:59;7395,21;12,74;981,00;4677,33;143,33;115,33
506;02/10/2022;12:37:29;7112,18;12,99;977,27;4074,89;129,25;122,44
507;02/10/2022;12:38:59;7329,40;13,10;761,00;4964,56;130,82;116,38
508;02/10/2022;12:40:29;6105,88;13,43;238,44;3722,11;233,69;142,78
509;02/10/2022;12:41:59;6040,77;13,64;476,88;3680,11;277,61;124,00
510;02/10/2022;12:43:29;5684,78;13,89;0,00;3540,50;166,83;233,91
511;02/10/2022;12:44:59;6270,94;14,07;1114,00;3630,38;111,00;101,67
512;02/10/2022;12:46:29;7568,33;13,60;2464,87;4530,38;61,75;33,75
513;02/10/2022;12:47:59;7238,21;13,25;2572,23;3554,22;123,50;46,44
514;02/10/2022;12:49:29;7867,53;12,83;2441,93;4426,67;98,06;55,00
515;02/10/2022;12:50:59;7733,23;12,78;2555,33;3617,50;89,60;93,89
516;02/10/2022;12:52:29;6906,35;12,64;2754,69;3167,88;27,31;74,88
517;02/10/2022;12:53:59;5695,12;12,73;2989,18;792,50;293,59;119,10
518;02/10/2022;12:55:29;3994,57;13,13;995,58;818,89;215,07;138,00
519;02/10/2022;12:56:59;4402,67;13,33;1606,68;718,44;272,07;118,20
520;02/10/2022;12:58:29;4334,75;13,41;2596,00;11,50;125,64;113,57
521;02/10/2022;12:59:59;5237,06;13,38;3073,80;625,75;73,81;95,00
522;02/10/2022;13:01:29;7722,88;12,89;6311,79;619,38;27,78;7,00
523;02/10/2022;13:02:59;8954,87;12,32;5977,75;2249,11;55,56;38,00
524;02/10/2022;13:04:29;9821,44;11,94;6280,27;2550,56;83,33;36,25
525;02/10/2022;13:05:59;10817,83;11,76;6283,75;3299,56;124,75;91,86
526;02/10/2022;13:07:29;9302,76;12,09;6392,67;795,70;163,67;138,29
527;02/10/2022;13:08:59;8924,05;12,23;6371,23;772,83;121,87;114,12
528;02/10/2022;13:10:29;8821,69;12,28;6283,91;926,50;87,33;99,57
529;02/10/2022;13:11:59;9385,65;12,23;5235,72;2489,78;214,58;112,11
530;02/10/2022;13:13:29;7636,50;12,47;4649,83;890,45;175,56;234,09
531;02/10/2022;13:14:59;7875,53;12,53;4363,00;1943,75;96,67;74,43
532;02/10/2022;13:16:29;8560,13;12,43;4642,41;2567,56;76,40;79,56
533;02/10/2022;13:17:59;8238,61;12,49;3698,71;2501,80;125,42;93,44
534;02/10/2022;13:19:29;6359,59;12,80;2832,35;1540,10;338,12;147,22
535;02/10/2022;13:20:59;7716,35;12,75;1957,50;4216,63;135,80;75,25
536;02/10/2022;13:22:29;7766,81;12,69;1264,77;4967,50;77,60;83,33
537;02/10/2022;13:23:59;7818,06;12,72;953,00;5017,00;139,47;237,11
538;02/10/2022;13:25:29;7834,50;12,83;961,60;5046,56;134,77;124,00
539;02/10/2022;13:26:59;7894,06;12,91;960,93;5035,78;231,06;122,56
540;02/10/2022;13:28:29;7218,87;13,05;541,20;5030,11;178,81;161,13
541;02/10/2022;13:29:59;6983,64;13,24;0,00;5029,11;142,29;121,33
542;02/10/2022;13:31:29;6191,17;13,48;0,00;4131,00;173,31;131,63
543;02/10/2022;13:32:59;5581,80;13,69;0,00;3667,75;126,07;116,13
544;02/10/2022;13:34:29;5236,25;13,57;0,00;3608,38;169,47;205,78
545;02/10/2022;13:35:59;5171,06;13,48;0,00;3515,25;124,29;93,56
546;02/10/2022;13:37:29;5131,54;13,42;0,00;3599,00;81,75;84,71
547;02/10/2022;13:38:59;5181,79;13,39;0,00;3576,50;94,93;95,29
548;02/10/2022;13:40:29;5314,20;13,41;0,00;3554,75;126,58;103,44
549;02/10/2022;13:41:59;5434,00;13,39;0,00;3576,00;532,59;94,67
550;02/10/2022;13:43:29;5378,47;13,39;0,00;3602,80;172,47;103,70
551;02/10/2022;13:44:59;5474,08;13,43;418,00;3653,75;103,47;233,44
552;02/10/2022;13:46:29;5691,27;13,40;836,00;3643,22;86,77;132,67
553;02/10/2022;13:47:59;7158,00;13,10;2300,00;3590,25;58,36;14,00
554;02/10/2022;13:49:29;7431,27;12,84;2561,87;3593,50;116,71;60,00
555;02/10/2022;13:50:59;7090,12;12,75;2508,47;3044,30;214,05;90,44
556;02/10/2022;13:52:29;5499,86;13,03;2601,00;802,67;160,63;129,00
557;02/10/2022;13:53:59;5897,50;13,17;3741,87;527,63;119,69;95,89
558;02/10/2022;13:55:29;5669,65;13,23;3947,80;375,43;286,55;259,00
559;02/10/2022;13:56:59;3993,15;13,67;997,73;750,86;203,06;138,78
560;02/10/2022;13:58:29;4700,29;13,90;992,54;1523,50;274,06;116,00
561;02/10/2022;13:59:59;6357,33;13,79;2392,43;2489,88;72,30;69,00
562;02/10/2022;14:01:29;6460,67;13,63;2500,33;2562,25;22,75;62,86
563;02/10/2022;14:02:59;7925,87;13,06;4283,80;2745,56;17,20;59,00
564;02/10/2022;14:04:29;8168,60;12,66;6318,75;712,86;39,44;65,50
565;02/10/2022;14:05:59;9282,88;12,25;6281,00;1999,78;78,89;171,56
566;02/10/2022;14:07:29;10113,53;12,01;6294,31;2515,89;72,00;77,33
567;02/10/2022;14:08:59;10019,31;12,03;6351,31;1802,56;126,68;112,89
568;02/10/2022;14:10:29;10600,50;11,93;5158,47;4144,67;37,11;51,00
569;02/10/2022;14:11:59;11021,40;11,80;4639,40;4960,88;72,50;73,86
570;02/10/2022;14:13:29;10440,88;11,96;3317,29;5044,55;250,11;98,40
571;02/10/2022;14:14:59;10841,00;11,85;4341,28;5034,14;94,19;123,78
572;02/10/2022;14:16:29;11235,75;11,75;4617,88;4644,18;355,71;183,67
573;02/10/2022;14:17:59;10828,33;11,91;3815,00;5089,22;176,13;131,33
574;02/10/2022;14:19:29;9609,65;12,11;2747,67;5046,11;112,36;104,90
575;02/10/2022;14:20:59;8245,86;12,08;1957,13;4557,11;270,00;103,33
576;02/10/2022;14:22:29;9271,63;11,94;4305,89;3591,25;117,36;70,29
577;02/10/2022;14:23:59;8974,94;11,95;2748,00;4331,30;93,55;82,11
578;02/10/2022;14:25:29;7915,80;12,15;1868,56;3693,13;163,27;132,11
579;02/10/2022;14:26:59;6911,38;12,35;972,64;3627,22;138,94;235,33
580;02/10/2022;14:28:29;5919,80;12,61;250,33;3514,12;236,44;124,87
581;02/10/2022;14:29:59;5662,25;12,77;426,31;3556,89;219,33;112,00
582;02/10/2022;14:31:29;6766,12;12,68;852,60;4328,22;83,44;173,00
583;02/10/2022;14:32:59;6465,44;12,68;954,83;3564,10;186,56;162,30
584;02/10/2022;14:34:29;6956,81;12,63;1882,38;3579,13;81,29;64,13
585;02/10/2022;14:35:59;7345,62;12,50;2591,62;3408,50;198,50;88,56
586;02/10/2022;14:37:29;5603,41;12,80;2549,23;824,40;283,65;129,88
587;02/10/2022;14:38:59;5361,85;13,00;2539,69;785,71;138,87;204,11
588;02/10/2022;14:40:29;5282,63;13,20;2429,75;785,00;141,29;161,38
589;02/10/2022;14:41:59;7380,60;12,91;5659,29;614,38;56,80;41,00
590;02/10/2022;14:43:29;4710,56;13,26;2299,47;19,25;274,73;171,11
591;02/10/2022;14:44:59;3963,12;13,65;1013,36;605,00;314,63;255,11
592;02/10/2022;14:46:29;5060,63;13,78;2234,69;778,25;120,50;107,22
593;02/10/2022;14:47:59;6262,60;13,72;2515,53;2018,00;75,15;79,00
594;02/10/2022;14:49:29;8169,22;13,01;5475,20;2338,44;0,00;14,00
595;02/10/2022;14:50:59;9579,67;12,21;6246,19;2600,56;190,50;19,50
596;02/10/2022;14:52:29;11309,83;11,79;6273,13;3994,56;381,00;137,00
597;02/10/2022;14:53:59;9673,32;12,19;6395,69;798,56;204,72;266,78
598;02/10/2022;14:55:29;9917,19;12,11;6310,00;2061,89;49,25;60,33
599;02/10/2022;14:56:59;10322,67;11,97;6276,45;2516,67;89,42;84,13
600;02/10/2022;14:58:29;9371,63;12,19;5550,93;1867,67;211,44;120,38
601;02/10/2022;14:59:59;8382,35;12,49;2211,87;4211,67;288,39;119,67
602;02/10/2022;15:01:29;10325,88;12,01;4586,79;4931,22;28,33;10,00
603;02/10/2022;15:02:59;10140,63;12,02;3024,94;5037,78;202,92;287,80
604;02/10/2022;15:04:29;10909,13;11,77;4586,20;4970,00;73,29;83,78
605;02/10/2022;15:05:59;11227,44;11,70;4501,50;5031,33;146,57;98,44
606;02/10/2022;15:07:29;8792,89;12,13;1101,80;5121,00;301,33;140,67
607;02/10/2022;15:08:59;7552,56;12,38;745,67;4826,33;224,32;134,88
608;02/10/2022;15:10:29;5966,41;12,73;442,59;3641,22;162,67;128,63
609;02/10/2022;15:11:59;6295,88;12,79;885,20;3603,00;52,55;152,25
610;02/10/2022;15:13:29;6785,75;12,78;945,42;3607,88;124,45;161,18
611;02/10/2022;15:14:59;6760,56;12,78;936,67;3524,25;218,73;96,50
612;02/10/2022;15:16:29;7797,53;12,57;2409,29;3551,44;95,50;52,57
613;02/10/2022;15:17:59;7870,29;12,49;2515,31;3578,11;74,56;87,88
614;02/10/2022;15:19:29;7952,64;12,43;2505,00;3508,00;54,08;84,11
615;02/10/2022;15:20:59;7177,06;12,58;1084,47;3602,43;181,83;153,70
616;02/10/2022;15:22:29;7099,63;12,67;959,53;3584,56;241,06;206,88
617;02/10/2022;15:23:59;7694,77;12,63;947,59;4410,11;282,39;92,50
618;02/10/2022;15:25:29;7312,77;12,69;956,00;4373,78;99,31;103,78
619;02/10/2022;15:26:59;5108,86;13,17;1032,80;1282,13;242,12;155,67
620;02/10/2022;15:28:29;4589,00;13,52;1001,82;854,10;176,27;253,13
621;02/10/2022;15:29:59;5593,80;13,54;945,38;2622,11;127,87;76,63
622;02/10/2022;15:31:29;5278,92;13,69;985,15;2256,25;274,63;115,29
623;02/10/2022;15:32:59;5302,63;13,75;982,92;2499,89;120,74;94,86
624;02/10/2022;15:34:29;6145,11;13,77;956,46;3384,00;110,67;110,22
625;02/10/2022;15:35:59;7150,81;13,50;923,60;4863,00;32,11;173,11
626;02/10/2022;15:37:29;6674,81;13,30;2247,27;3168,25;146,22;84,14
627;02/10/2022;15:38:59;6275,18;13,48;3373,79;768,00;263,41;405,18
628;02/10/2022;15:40:29;7422,71;13,12;6108,06;360,88;0,00;25,00
629;02/10/2022;15:41:59;5735,11;13,67;2554,16;776,50;344,94;186,44
630;02/10/2022;15:43:29;4591,87;14,26;1056,73;863,00;242,00;279,50
631;02/10/2022;15:44:59;5107,00;14,45;1356,57;1873,00;145,83;113,56
632;02/10/2022;15:46:29;6785,71;14,33;2525,71;2560,11;249,94;74,71
633;02/10/2022;15:47:59;7490,13;13,77;3063,63;3576,00;69,09;41,83
634;02/10/2022;15:49:29;10654,35;12,42;6167,07;4773,44;29,68;83,67
635;02/10/2022;15:50:59;11831,78;11,69;6208,31;4962,44;59,35;125,50
636;02/10/2022;15:52:29;12779,95;11,48;6240,17;5002,67;89,03;205,11
637;02/10/2022;15:53:59;12970,35;11,50;6268,91;5012,71;118,70;101,38
638;02/10/2022;15:55:29;12467,24;11,57;5460,20;5062,14;148,38;111,22
639;02/10/2022;15:56:59;11676,78;11,69;4690,06;5075,44;100,35;101,11
640;02/10/2022;15:58:29;10563,25;11,84;3346,06;5108,89;188,00;126,67
641;02/10/2022;15:59:59;10442,88;11,88;4470,50;4270,89;93,50;194,44
642;02/10/2022;16:01:29;9962,06;11,96;4341,14;3639,13;218,19;119,71
643;02/10/2022;16:02:59;9997,87;11,99;4579,85;3542,00;192,17;99,00
644;02/10/2022;16:04:29;8896,25;12,15;3573,88;3555,78;229,27;97,67
645;02/10/2022;16:05:59;9678,08;12,04;4504,92;3557,00;68,40;126,89
646;02/10/2022;16:07:29;8713,41;12,22;2653,65;3772,00;164,82;169,00
647;02/10/2022;16:08:59;8447,50;12,31;2701,67;3764,67;208,47;199,22
648;02/10/2022;16:10:29;8196,06;12,41;2721,18;3515,11;160,38;108,00
649;02/10/2022;16:11:59;7045,88;12,64;1037,00;3597,89;165,31;124,71
650;02/10/2022;16:13:29;6820,19;12,80;972,71;3576,40;135,25;117,11
651;02/10/2022;16:14:59;6750,42;12,91;956,57;3601,38;118,93;108,00
652;02/10/2022;16:16:29;6957,29;12,95;944,00;3614,44;279,41;229,00
653;02/10/2022;16:17:59;6659,38;13,07;682,11;3657,88;222,82;123,75
654;02/10/2022;16:19:29;5994,69;13,26;233,50;3656,89;136,93;117,29
655;02/10/2022;16:20:59;6038,53;13,42;467,00;3666,40;142,44;119,22
656;02/10/2022;16:22:29;5655,20;13,65;700,50;3479,38;179,88;129,29
657;02/10/2022;16:23:59;4192,44;14,16;934,00;891,63;327,53;238,78
658;02/10/2022;16:25:29;4466,50;14,54;1215,13;605,22;266,88;197,33
659;02/10/2022;16:26:59;5379,07;14,77;2549,13;572,80;120,89;112,56
660;02/10/2022;16:28:29;5282,67;14,65;2598,75;762,67;69,90;82,63
661;02/10/2022;16:29:59;6603,53;14,50;2574,86;2052,38;63,75;52,50
662;02/10/2022;16:31:29;6504,00;14,08;2537,60;2527,17;102,75;118,33
663;02/10/2022;16:32:59;8019,33;13,47;2745,88;3813,78;157,89;124,38
664;02/10/2022;16:34:29;5868,89;13,34;951,36;3191,25;146,80;101,00
665;02/10/2022;16:35:59;4191,67;13,48;1780,56;758,33;114,20;147,33
666;02/10/2022;16:37:29;5744,94;13,17;2539,06;2057,78;6,50;28,75
667;02/10/2022;16:38:59;6541,33;12,89;2817,33;2522,62;84,40;54,14
668;02/10/2022;16:40:29;9174,11;12,33;6268,50;1855,11;99,29;157,22
669;02/10/2022;16:41:59;11610,94;11,76;6219,73;4557,67;0,00;26,00
670;02/10/2022;16:43:29;12479,89;11,53;6240,56;4964,89;0,00;78,89
