indice;Date;Time;FQI161;PIR161;FQI165;FQI169;FQI177;FQI173;FQI151
1;7/11/2022;0:00:00;6946,12;13,83;0,00;5032,11;115,00;168,33;1630,68
2;7/11/2022;0:01:29;8237,20;13,64;1921,36;4963,71;236,14;123,44;992,54
3;7/11/2022;0:02:59;9516,22;13,41;2566,76;5016,89;95,88;101,67;1735,02
4;7/11/2022;0:04:29;9725,13;13,32;2534,00;4549,70;191,77;110,20;2339,46
5;7/11/2022;0:05:59;9802,69;13,31;2535,29;5021,75;94,76;120,00;2030,89
6;7/11/2022;0:07:29;11939,28;12,95;5196,61;4950,44;70,50;108,67;1613,06
7;7/11/2022;0:08:59;12484,32;12,87;6374,83;3879,30;157,94;176,10;1896,14
8;7/11/2022;0:10:29;12197,92;12,88;6377,11;3546,00;98,07;121,89;2054,85
9;7/11/2022;0:11:59;8845,74;13,39;2304,33;3696,10;350,28;186,00;2309,03
10;7/11/2022;0:13:29;7432,80;13,71;973,25;3608,56;154,24;141,22;2555,54
11;7/11/2022;0:14:59;7914,93;13,80;1472,00;3558,89;222,19;186,25;2475,60
12;7/11/2022;0:16:29;9557,14;13,57;2535,19;4689,00;237,71;142,75;1952,49
13;7/11/2022;0:17:59;8706,67;13,71;2568,88;3742,44;192,71;150,56;2052,07
14;7/11/2022;0:19:29;8476,79;13,82;4053,56;2352,00;190,53;106,86;1773,84
15;7/11/2022;0:20:59;12039,24;13,02;6293,83;4919,50;104,25;59,00;662,65
16;7/11/2022;0:22:29;11489,94;13,27;6463,89;2857,11;208,50;161,56;1798,89
17;7/11/2022;0:23:59;9723,47;13,57;6419,40;814,67;190,59;141,11;2157,70
18;7/11/2022;0:25:29;8971,64;13,63;6388,61;566,67;99,33;120,00;1797,03
19;7/11/2022;0:26:59;8580,21;13,54;6346,67;0,00;140,00;103,00;1990,55
20;7/11/2022;0:28:29;7357,94;13,58;4900,06;257,44;305,67;164,17;1730,60
21;7/11/2022;0:29:59;8271,05;13,51;6015,94;514,89;209,09;76,78;1454,35
22;7/11/2022;0:31:29;7772,71;13,58;4586,82;772,33;176,89;191,22;2045,44
23;7/11/2022;0:32:59;5359,69;13,94;966,67;1419,40;200,38;198,22;2575,02
24;7/11/2022;0:34:29;7890,94;13,70;3166,18;2465,62;138,50;78,29;2042,35
25;7/11/2022;0:35:59;9234,00;13,40;4538,77;2607,11;118,75;108,33;1861,04
26;7/11/2022;0:37:29;7732,12;13,62;2537,59;2173,33;226,44;286,00;2508,76
27;7/11/2022;0:38:59;5103,87;14,03;1067,33;1594,67;222,53;166,44;2052,89
28;7/11/2022;0:40:29;4841,89;14,21;964,80;1449,13;195,31;123,88;2108,78
29;7/11/2022;0:41:59;5770,86;14,17;953,50;2696,44;70,74;220,56;1829,62
30;7/11/2022;0:43:29;5759,23;14,16;971,08;2825,67;188,22;130,78;1643,49
31;7/11/2022;0:44:59;4667,94;14,35;595,29;1957,56;155,25;123,87;1835,98
32;7/11/2022;0:46:29;6496,53;14,12;792,44;4318,89;80,50;37,00;1267,70
33;7/11/2022;0:47:59;7757,59;13,84;908,80;5026,25;0,00;218,11;1604,43
34;7/11/2022;0:49:29;7845,29;13,76;781,75;5049,44;224,82;142,50;1646,77
35;7/11/2022;0:50:59;7331,27;13,86;9,92;5082,75;126,00;123,75;1988,85
36;7/11/2022;0:52:29;7251,00;13,85;19,83;5050,44;158,00;126,67;1896,06
37;7/11/2022;0:53:59;7398,77;13,92;29,75;5054,25;147,44;238,33;1928,99
38;7/11/2022;0:55:29;7140,64;13,89;39,67;5028,33;111,19;147,56;1813,90
39;7/11/2022;0:56:59;7366,75;13,94;49,58;5045,00;190,80;124,75;1956,62
40;7/11/2022;0:58:29;7421,21;14,04;59,50;5049,37;124,65;162,50;2025,19
41;7/11/2022;0:59:59;7419,54;14,08;0,00;5041,89;192,00;203,44;1982,21
42;7/11/2022;1:01:29;6939,00;14,19;0,00;4795,22;155,73;164,11;1823,93
43;7/11/2022;1:02:59;5807,82;14,39;0,00;3615,63;222,67;136,25;1833,28
44;7/11/2022;1:04:29;5703,43;14,53;0,00;3601,63;133,60;197,25;1770,95
45;7/11/2022;1:05:59;5720,42;14,63;0,00;3670,50;195,44;179,71;1674,76
46;7/11/2022;1:07:29;5539,33;14,69;0,00;3564,38;129,22;166,11;1679,63
47;7/11/2022;1:08:59;4794,38;14,64;0,00;3326,78;149,91;138,33;1179,35
48;7/11/2022;1:10:29;4086,25;14,62;0,00;2207,44;152,13;204,63;1522,05
49;7/11/2022;1:11:59;3923,19;14,59;0,00;2167,50;174,17;154,78;1426,74
50;7/11/2022;1:13:29;5807,06;14,29;223,17;4214,38;197,00;117,10;1055,42
51;7/11/2022;1:14:59;5047,69;14,25;446,33;3528,89;164,53;130,38;777,56
52;7/11/2022;1:16:29;3258,00;14,55;669,50;901,25;265,40;222,00;1199,85
53;7/11/2022;1:17:59;3080,82;14,73;892,67;676,22;118,61;178,10;1215,22
54;7/11/2022;1:19:29;3792,41;14,67;1847,86;324,80;144,75;134,00;1341,00
55;7/11/2022;1:20:59;5042,88;14,57;2587,06;805,33;82,86;110,75;1456,87
56;7/11/2022;1:22:29;5905,00;14,31;2497,00;2042,56;49,79;152,63;1163,03
57;7/11/2022;1:23:59;6581,67;14,06;2526,69;2466,00;88,50;130,33;1370,14
58;7/11/2022;1:25:29;6658,88;13,98;2205,13;2658,22;126,06;152,89;1516,58
59;7/11/2022;1:26:59;6934,74;13,88;4285,14;1053,67;138,29;77,44;1380,20
60;7/11/2022;1:28:29;9038,29;13,57;6326,53;1172,89;0,00;228,22;1310,65
61;7/11/2022;1:29:59;10406,59;13,28;6359,69;2563,44;129,00;170,78;1183,68
62;7/11/2022;1:31:29;10873,79;13,14;6373,40;2767,00;201,75;165,56;1366,08
63;7/11/2022;1:32:59;10565,69;13,20;6416,40;2212,89;155,25;155,25;1625,90
64;7/11/2022;1:34:29;11427,39;13,07;6345,72;3339,11;137,71;154,33;1450,51
65;7/11/2022;1:35:59;12839,80;12,83;6265,69;4997,00;238,47;130,50;1208,15
66;7/11/2022;1:37:29;9673,33;13,30;2217,81;4620,90;279,19;226,63;2328,81
67;7/11/2022;1:38:59;9577,59;13,42;2940,67;4980,20;151,17;109,56;1396,00
68;7/11/2022;1:40:29;11300,20;13,14;4643,63;4989,22;117,15;148,78;1401,42
69;7/11/2022;1:41:59;10536,78;13,26;2939,31;5067,50;166,32;178,20;2185,45
70;7/11/2022;1:43:29;10019,39;13,43;2715,28;5059,67;293,67;159,56;1791,22
71;7/11/2022;1:44:59;10883,75;13,27;4422,19;4940,33;59,54;99,00;1362,69
72;7/11/2022;1:46:29;10782,40;13,25;3452,25;5070,44;171,62;181,22;1906,87
73;7/11/2022;1:47:59;11168,80;13,22;4353,59;4981,11;198,47;106,22;1529,41
74;7/11/2022;1:49:29;9571,94;13,45;1938,67;5084,89;267,11;197,44;2083,83
75;7/11/2022;1:50:59;8075,53;13,79;1768,93;3924,56;237,81;169,56;1974,68
76;7/11/2022;1:52:29;9729,68;13,58;4537,86;3535,00;146,60;141,56;1368,67
77;7/11/2022;1:53:59;8095,44;13,77;2229,41;3616,00;232,65;156,33;1861,05
78;7/11/2022;1:55:29;10509,06;13,40;5539,39;3597,67;288,71;115,63;967,67
79;7/11/2022;1:56:59;9126,47;13,71;2581,33;3643,44;256,06;225,67;2419,96
80;7/11/2022;1:58:29;8879,22;13,62;4887,31;3191,67;203,09;139,50;457,65
81;7/11/2022;1:59:59;6862,94;13,79;2184,62;2219,67;257,47;180,88;2020,30
82;7/11/2022;2:01:29;6428,53;13,87;2313,13;2210,00;222,08;158,86;1524,47
83;7/11/2022;2:02:59;5314,88;14,03;972,07;2157,00;273,67;176,80;1735,34
84;7/11/2022;2:04:29;5712,00;14,07;1525,29;2220,44;166,53;164,13;1635,61
85;7/11/2022;2:05:59;6461,60;13,94;2483,07;2174,33;187,11;124,25;1492,84
86;7/11/2022;2:07:29;5743,88;14,02;1941,88;1633,00;244,87;168,11;1756,01
87;7/11/2022;2:08:59;4129,53;14,29;979,00;814,78;351,44;182,22;1802,09
88;7/11/2022;2:10:29;4067,80;14,46;1038,67;860,60;274,94;174,71;1718,88
89;7/11/2022;2:11:59;3085,44;14,65;746,33;174,00;238,89;174,90;1751,31
90;7/11/2022;2:13:29;3356,15;14,81;140,84;814,38;287,53;158,62;1954,79
91;7/11/2022;2:14:59;3681,59;14,82;281,67;1483,40;106,07;167,00;1643,44
92;7/11/2022;2:16:29;4647,14;14,70;422,51;2594,14;237,87;127,50;1265,12
93;7/11/2022;2:17:59;4586,47;14,60;563,35;2544,70;129,71;222,56;1126,16
94;7/11/2022;2:19:29;4911,65;14,54;704,18;2098,89;255,22;161,67;1691,69
95;7/11/2022;2:20:59;3987,36;14,66;986,92;818,00;205,64;136,17;1840,62
96;7/11/2022;2:22:29;6020,72;14,41;1984,27;2249,13;80,11;251,22;1456,00
97;7/11/2022;2:23:59;7136,50;14,15;2562,13;2771,60;183,53;148,56;1470,68
98;7/11/2022;2:25:29;6920,69;14,01;2360,82;2771,88;124,73;104,14;1559,11
99;7/11/2022;2:26:59;7042,18;13,99;2573,62;2042,80;204,27;105,22;2116,27
100;7/11/2022;2:28:29;9961,50;13,47;3192,41;4912,00;115,11;113,14;1628,83
101;7/11/2022;2:29:59;11482,82;13,15;4185,38;5045,25;135,07;171,00;1946,13
102;7/11/2022;2:31:29;13248,38;12,87;6239,71;4960,89;241,86;55,63;1750,30
103;7/11/2022;2:32:59;13743,73;12,77;6353,50;5014,43;135,18;116,29;2124,34
104;7/11/2022;2:34:29;13871,93;12,78;6374,69;5025,70;164,56;123,75;2183,23
105;7/11/2022;2:35:59;13960,07;12,74;6357,93;5005,14;216,75;248,89;2131,35
106;7/11/2022;2:37:29;13927,85;12,75;6367,86;5017,25;161,73;125,67;2255,34
107;7/11/2022;2:38:59;12483,47;12,96;4579,13;5122,33;341,15;169,75;2271,11
108;7/11/2022;2:40:29;9211,53;13,44;961,20;5031,25;356,65;154,33;2708,10
109;7/11/2022;2:41:59;10210,20;13,21;3400,80;4928,91;114,67;132,20;1633,62
110;7/11/2022;2:43:29;11894,79;12,89;4651,40;5020,75;143,56;166,33;1912,74
111;7/11/2022;2:44:59;10306,12;13,10;3374,38;3945,11;339,59;194,78;2452,27
112;7/11/2022;2:46:29;10108,00;13,10;4517,28;3494,11;126,25;96,88;1873,49
113;7/11/2022;2:47:59;9737,63;13,16;3984,92;3650,00;283,47;137,33;1681,90
114;7/11/2022;2:49:29;7495,65;13,54;978,00;3597,44;265,65;292,89;2361,67
115;7/11/2022;2:50:59;9239,33;13,36;4300,06;3491,89;85,77;82,56;1279,06
116;7/11/2022;2:52:29;8797,33;13,36;4561,08;2230,56;261,17;125,89;1618,64
117;7/11/2022;2:53:59;8935,77;13,37;4706,93;2177,67;226,94;114,25;1709,98
118;7/11/2022;2:55:29;7805,61;13,58;3283,18;1948,11;296,61;238,13;2039,59
119;7/11/2022;2:56:59;4940,79;14,02;991,77;849,43;376,35;243,44;2479,79
120;7/11/2022;2:58:29;6885,63;13,98;2420,88;2016,22;145,42;100,14;2202,97
121;7/11/2022;2:59:59;8156,82;13,64;2253,38;4098,89;220,80;182,67;1401,09
122;7/11/2022;3:01:29;6147,32;13,97;2294,93;861,44;341,50;155,30;2494,14
123;7/11/2022;3:02:59;4416,50;14,26;1011,38;510,67;234,50;283,78;2376,18
124;7/11/2022;3:04:29;3493,89;14,59;635,20;753,80;332,18;164,67;1608,05
125;7/11/2022;3:05:59;3872,80;14,70;844,00;815,00;203,37;135,50;1874,93
126;7/11/2022;3:07:29;4359,44;14,73;960,25;812,11;167,25;133,29;2286,54
127;7/11/2022;3:08:59;5643,07;14,54;942,38;2404,00;231,47;127,56;1937,66
128;7/11/2022;3:10:29;5806,44;14,44;1704,58;2465,00;186,06;203,11;1247,68
129;7/11/2022;3:11:59;6865,56;14,18;2402,88;2754,60;165,39;90,89;1451,80
130;7/11/2022;3:13:29;6690,88;14,20;2605,44;2122,00;269,18;116,00;1578,26
131;7/11/2022;3:14:59;8681,17;13,81;2375,88;4886,33;133,86;105,33;1179,76
132;7/11/2022;3:16:29;8383,18;13,91;980,83;4829,33;300,47;304,00;1968,54
133;7/11/2022;3:17:59;8874,50;13,76;2010,60;4979,00;80,63;123,63;1680,65
134;7/11/2022;3:19:29;9479,38;13,62;2564,00;5028,43;150,06;111,38;1625,52
135;7/11/2022;3:20:59;9694,46;13,57;2528,33;5054,00;228,93;123,00;1760,19
136;7/11/2022;3:22:29;8982,77;13,76;1410,73;5118,22;301,81;200,50;1951,50
137;7/11/2022;3:23:59;8107,00;13,71;928,73;5017,25;135,78;200,78;1824,47
138;7/11/2022;3:25:29;8934,31;13,50;1766,17;4972,22;188,89;87,00;1920,03
139;7/11/2022;3:26:59;9415,82;13,36;2222,44;5019,89;125,67;104,25;1943,58
