indice;Date ;Time;FQI161;PIR161;FQI165;FQI169;FQI177;FQI173;FQI151
1;20/10/2022;0:00:00;10531,78;12,05;2842,06;5100,90;183,71;166,60;2238,51
2;20/10/2022;0:01:29;9619,50;12,31;2797,31;4632,89;210,88;131,44;1846,98
3;20/10/2022;0:02:59;8677,69;12,57;2785,22;3597,50;290,12;129,50;1875,34
4;20/10/2022;0:04:29;8287,43;12,71;2779,27;3500,11;134,27;124,14;1749,64
5;20/10/2022;0:05:59;8395,38;12,78;2888,00;3573,00;127,93;113,57;1692,88
6;20/10/2022;0:07:29;8552,47;12,61;6157,61;1120,00;166,18;79,11;1029,57
7;20/10/2022;0:08:59;7452,88;13,04;3818,41;907,78;279,61;178,33;2268,74
8;20/10/2022;0:10:29;6346,29;13,86;1987,93;1162,78;352,18;195,00;2648,41
9;20/10/2022;0:11:59;5874,43;14,53;1949,38;967,00;400,06;186,33;2371,67
10;20/10/2022;0:13:29;4538,44;15,11;1045,75;900,20;217,88;157,90;2216,71
11;20/10/2022;0:14:59;2880,00;15,25;703,31;98,75;442,56;167,60;1467,79
12;20/10/2022;0:16:29;2291,13;15,50;323,97;0,00;282,88;145,88;1538,41
13;20/10/2022;0:17:59;644,21;15,31;647,94;0,00;65,50;63,60;-132,82
14;20/10/2022;0:19:29;3052,21;15,40;971,91;0,00;338,81;146,56;1594,93
15;20/10/2022;0:20:59;2831,65;15,51;1115,00;0,00;163,87;110,56;1442,22
16;20/10/2022;0:22:29;3667,28;15,19;2524,78;0,00;120,82;56,80;964,88
17;20/10/2022;0:23:59;4455,67;15,12;2512,62;0,00;241,64;101,75;1599,66
18;20/10/2022;0:25:29;4353,53;15,17;2568,89;0,00;179,28;114,78;1490,59
19;20/10/2022;0:26:59;4711,53;15,10;2956,12;0,00;101,75;98,38;1555,28
20;20/10/2022;0:28:29;5639,94;14,92;4094,33;0,00;404,33;98,38;1042,90
21;20/10/2022;0:29:59;3491,05;15,39;1048,94;193,35;254,24;190,78;1803,76
22;20/10/2022;0:31:29;3424,17;15,12;1966,24;386,69;76,67;328,11;666,46
23;20/10/2022;0:32:59;4989,18;15,35;2617,60;580,04;291,24;149,00;1351,30
24;20/10/2022;0:34:29;4369,61;14,79;3845,71;773,39;166,11;47,60;-463,19
25;20/10/2022;0:35:59;7752,88;14,16;6341,79;966,74;82,60;92,00;269,75
26;20/10/2022;0:37:29;7955,92;14,15;6375,60;1160,08;165,20;97,43;157,61
27;20/10/2022;0:38:59;7775,23;13,94;6348,45;1353,43;137,09;83,00;-146,75
28;20/10/2022;0:40:29;7468,23;13,63;6339,87;1546,78;9,24;68,43;-496,08
29;20/10/2022;0:41:59;8413,35;12,99;6281,08;1740,13;18,48;25,50;348,17
30;20/10/2022;0:43:29;9554,74;12,34;6285,29;2434,78;27,71;51,00;755,95
31;20/10/2022;0:44:59;10296,60;12,13;6297,15;2546,78;177,79;125,63;1149,26
32;20/10/2022;0:46:29;10568,44;12,06;6339,53;2239,78;355,57;348,78;1284,79
33;20/10/2022;0:47:59;8757,33;12,57;5070,00;907,00;367,94;201,67;2210,72
34;20/10/2022;0:49:29;8491,81;12,69;5785,41;889,44;111,75;44,25;1660,96
35;20/10/2022;0:50:59;9527,47;12,32;5815,71;2560,89;226,17;91,33;833,37
36;20/10/2022;0:52:29;9180,20;12,43;4568,25;2764,89;210,17;119,13;1517,77
37;20/10/2022;0:53:59;7621,06;12,98;2943,94;1871,11;259,67;160,20;2386,14
38;20/10/2022;0:55:29;8315,31;12,78;2711,50;4245,11;123,00;35,33;1200,37
39;20/10/2022;0:56:59;8758,83;12,54;1972,28;5028,44;176,06;107,38;1474,68
40;20/10/2022;0:58:29;10485,24;12,12;4343,40;4982,40;18,00;81,17;1060,27
41;20/10/2022;0:59:59;8952,47;12,53;944,87;5070,56;210,32;290,33;2436,40
42;20/10/2022;1:01:29;8458,71;12,65;957,86;5025,13;223,63;235,89;2016,21
43;20/10/2022;1:02:59;8326,93;12,78;956,70;5032,13;123,21;121,00;2093,89
44;20/10/2022;1:04:29;8169,18;12,81;929,91;5010,63;162,31;104,00;1962,33
45;20/10/2022;1:05:59;7859,20;12,89;682,50;5048,75;243,07;125,43;1759,45
46;20/10/2022;1:07:29;7771,43;13,09;730,83;5002,89;172,58;113,22;1751,91
47;20/10/2022;1:08:59;7721,86;12,97;914,38;4967,11;204,75;91,88;1543,75
48;20/10/2022;1:10:29;8107,63;12,87;1480,64;4957,56;218,42;108,56;1342,45
49;20/10/2022;1:11:59;8743,20;12,56;2541,88;4971,50;38,69;41,00;1150,14
50;20/10/2022;1:13:29;9356,00;12,34;2567,85;4992,33;77,38;190,67;1527,78
51;20/10/2022;1:14:59;9795,00;12,20;2597,14;5014,44;202,00;265,87;1715,54
52;20/10/2022;1:16:29;9790,36;12,24;2596,00;5033,00;129,94;109,71;1921,71
53;20/10/2022;1:17:59;8827,56;12,53;1071,21;5045,67;247,53;144,50;2318,65
54;20/10/2022;1:19:29;7896,64;12,87;1622,60;3732,56;298,61;145,44;2097,43
55;20/10/2022;1:20:59;7698,59;12,97;2623,31;3247,67;181,64;131,00;1514,97
56;20/10/2022;1:22:29;6778,07;13,62;2730,38;904,78;328,75;185,89;2628,27
57;20/10/2022;1:23:59;6778,06;13,97;3585,80;273,33;320,17;125,56;2473,21
58;20/10/2022;1:25:29;7672,06;13,46;6301,35;581,38;49,44;85,67;654,22
59;20/10/2022;1:26:59;8367,33;12,93;6307,80;869,00;98,89;171,33;920,31
60;20/10/2022;1:28:29;9866,68;12,26;6269,00;2405,10;148,33;284,09;760,16
61;20/10/2022;1:29:59;10461,94;12,06;6299,75;2515,44;66,67;95,25;1484,83
62;20/10/2022;1:31:29;10050,69;12,18;6377,82;1675,89;217,21;140,57;1639,19
63;20/10/2022;1:32:59;9349,31;12,43;6388,69;788,14;259,12;125,71;1787,64
64;20/10/2022;1:34:29;7688,93;12,89;4595,47;807,33;341,27;174,00;1770,86
65;20/10/2022;1:35:59;9440,75;12,38;6265,20;1727,78;61,50;51,17;1335,11
66;20/10/2022;1:37:29;10183,92;12,14;6320,69;2014,78;185,50;88,38;1574,58
67;20/10/2022;1:38:59;8445,47;12,65;4707,13;1048,67;350,00;152,11;2187,57
68;20/10/2022;1:40:29;10104,76;12,19;6144,87;2680,22;168,00;97,71;1013,96
69;20/10/2022;1:41:59;8413,88;12,62;2301,00;2834,45;361,33;382,10;2534,99
70;20/10/2022;1:43:29;7429,44;13,10;2862,29;1534,56;299,65;171,22;2561,72
71;20/10/2022;1:44:59;7958,60;13,33;1836,77;2875,44;181,60;105,83;2958,95
72;20/10/2022;1:46:29;10966,00;12,08;5994,65;4903,11;99,00;58,57;-89,33
73;20/10/2022;1:47:59;10975,22;12,06;3822,67;5129,89;198,00;117,14;1707,52
74;20/10/2022;1:49:29;8861,78;12,55;1173,14;5089,11;302,78;152,63;2144,12
75;20/10/2022;1:50:59;8238,41;12,80;961,67;5035,44;235,87;132,63;1872,81
76;20/10/2022;1:52:29;7929,67;12,94;951,56;5016,71;140,55;119,57;1701,28
77;20/10/2022;1:53:59;7860,12;13,04;803,29;5014,00;260,15;134,86;1647,82
78;20/10/2022;1:55:29;7505,14;13,19;301,88;5032,12;214,29;421,71;1535,14
79;20/10/2022;1:56:59;7646,79;13,44;603,75;5036,44;147,31;163,40;1695,88
80;20/10/2022;1:58:29;7760,16;13,41;914,50;5025,90;203,88;98,75;1517,13
81;20/10/2022;1:59:59;7983,13;13,34;1424,77;4988,13;152,19;86,67;1331,38
82;20/10/2022;2:01:29;8330,33;12,90;2503,31;4935,38;113,70;29,60;748,35
83;20/10/2022;2:02:59;8878,94;12,55;2564,77;4980,44;182,31;59,20;1092,22
84;20/10/2022;2:04:29;9118,17;12,39;2589,47;5009,44;91,20;86,67;1341,39
85;20/10/2022;2:05:59;9206,35;12,43;2296,50;5050,63;121,25;115,38;1622,60
86;20/10/2022;2:07:29;7604,68;12,91;1011,31;3885,60;349,37;182,88;2175,53
87;20/10/2022;2:08:59;7911,64;13,06;2277,27;3551,78;128,94;355,78;1597,88
88;20/10/2022;2:10:29;7780,13;13,04;2590,00;3507,89;80,19;142,33;1459,72
89;20/10/2022;2:11:59;7871,21;12,95;2597,18;3574,00;210,21;92,38;1397,44
90;20/10/2022;2:13:29;7808,40;12,96;2625,54;3265,67;154,44;112,89;1649,86
91;20/10/2022;2:14:59;9046,53;12,52;5829,93;1803,00;54,25;59,17;1300,18
92;20/10/2022;2:16:29;9143,29;12,44;6339,25;744,67;201,36;117,56;1740,46
93;20/10/2022;2:17:59;8866,46;12,53;6383,20;225,00;135,40;121,38;2001,49
94;20/10/2022;2:19:29;9128,80;12,45;6348,44;709,20;195,59;88,88;1786,69
95;20/10/2022;2:20:59;9557,56;12,32;6304,73;1746,50;86,90;208,88;1210,55
96;20/10/2022;2:22:29;10572,18;12,06;5902,73;2453,60;224,71;247,78;1743,35
97;20/10/2022;2:23:59;10527,61;12,05;5945,55;2600,88;171,75;116,56;1692,88
98;20/10/2022;2:25:29;10539,24;12,07;4810,21;3538,90;277,13;153,20;1759,80
99;20/10/2022;2:26:59;11873,25;11,80;6312,25;3839,00;345,67;158,80;1217,53
100;20/10/2022;2:28:29;9982,11;12,28;6404,60;816,10;187,76;142,10;2431,55
101;20/10/2022;2:29:59;10301,19;12,16;6302,13;2037,67;46,25;67,00;1848,14
102;20/10/2022;2:31:29;10211,59;12,09;5265,19;2768,44;321,13;116,67;1740,16
103;20/10/2022;2:32:59;7442,31;12,98;1871,38;2161,00;356,59;224,44;2828,90
104;20/10/2022;2:34:29;8421,28;13,09;2527,60;3609,89;132,27;272,11;1879,41
105;20/10/2022;2:35:59;11568,44;11,90;6191,94;4912,56;101,88;67,44;294,63
106;20/10/2022;2:37:29;11589,65;11,85;4296,53;5093,44;203,75;134,88;1861,04
107;20/10/2022;2:38:59;10338,21;12,19;2591,69;5061,13;128,20;120,67;2436,53
108;20/10/2022;2:40:29;9659,88;12,32;2145,92;5072,44;278,50;128,89;2034,13
109;20/10/2022;2:41:59;11221,12;11,93;5435,41;4887,67;102,00;34,17;761,87
110;20/10/2022;2:43:29;11223,47;11,96;3842,94;5099,33;378,50;210,88;1691,82
111;20/10/2022;2:44:59;8797,61;12,51;964,36;5075,67;289,25;147,56;2320,78
112;20/10/2022;2:46:29;8252,00;12,76;954,15;5021,78;135,62;260,75;1879,70
113;20/10/2022;2:47:59;8101,93;12,84;944,91;5019,87;167,78;287,44;1681,93
114;20/10/2022;2:49:29;7971,92;12,90;945,20;5022,29;204,94;113,29;1686,21
115;20/10/2022;2:50:59;7652,44;13,08;686,50;5031,63;156,65;133,14;1644,52
116;20/10/2022;2:52:29;7451,75;13,35;279,89;5046,00;236,00;132,56;1757,30
117;20/10/2022;2:53:59;7259,89;13,53;559,78;5019,33;350,83;126,44;1203,50
118;20/10/2022;2:55:29;6785,53;13,67;839,67;4258,33;151,10;91,75;1444,68
119;20/10/2022;2:56:59;6738,94;13,70;950,53;3813,11;175,38;113,40;1686,52
120;20/10/2022;2:58:29;7169,56;13,56;1974,50;3546,40;192,14;53,80;1402,72
121;20/10/2022;2:59:59;7380,47;13,29;2565,29;3317,00;128,60;209,89;1159,70
122;20/10/2022;3:01:29;6955,14;13,38;2630,33;2204,38;146,29;285,67;1688,47
123;20/10/2022;3:02:59;6765,50;13,57;2778,61;1482,78;293,00;129,89;2081,22
124;20/10/2022;3:04:29;7667,56;13,24;6230,89;459,11;120,67;28,50;828,40
125;20/10/2022;3:05:59;7584,29;13,11;6346,77;1,50;241,33;89,56;905,13
126;20/10/2022;3:07:29;4686,00;13,94;1209,07;3,33;498,89;214,78;2759,93
127;20/10/2022;3:08:59;4586,06;14,48;1630,50;35,00;241,29;170,00;2509,26
128;20/10/2022;3:10:29;5154,77;14,90;2612,92;70,00;189,76;147,22;2134,86
129;20/10/2022;3:11:59;6365,88;14,55;4921,50;438,44;187,20;78,20;740,54
130;20/10/2022;3:13:29;8548,94;13,69;6280,47;1282,11;42,90;208,86;734,60
131;20/10/2022;3:14:59;9325,89;12,94;6281,00;2385,44;85,80;196,67;376,97
132;20/10/2022;3:16:29;9588,58;12,33;6284,71;2322,00;128,71;67,29;785,88
133;20/10/2022;3:17:59;11716,61;11,82;6231,63;4523,67;171,61;42,29;747,43
134;20/10/2022;3:19:29;12701,67;11,61;6249,79;5004,78;214,51;92,33;1140,26
135;20/10/2022;3:20:59;11991,83;11,79;4507,19;5076,50;257,41;155,89;1994,85
136;20/10/2022;3:22:29;12517,89;11,63;6232,44;4988,00;79,40;70,57;1147,48
137;20/10/2022;3:23:59;12956,88;11,55;6253,21;5006,00;158,80;100,29;1438,58
