indice;Date;Time;FQI161;PIR161;FQI165;FQI169;FQI177;FQI173;FQI151
1;31/10/2022;0:00:00;$2.866,31;$14,84;$60,00;$832,12;$129,72;$176,78;$1.667,69
2;31/10/2022;0:01:29;$4.785,24;$14,70;$0,00;$3.181,67;$127,57;$164,67;$1.311,33
3;31/10/2022;0:02:59;$4.296,05;$14,61;$0,00;$2.794,70;$84,29;$101,67;$1.315,40
4;31/10/2022;0:04:29;$5.301,62;$14,45;$0,00;$3.632,75;$90,44;$122,75;$1.455,67
5;31/10/2022;0:05:59;$3.857,18;$14,69;$0,00;$1.560,78;$193,67;$214,11;$1.888,62
6;31/10/2022;0:07:29;$2.597,15;$14,85;$0,00;$821,60;$113,80;$189,44;$1.472,31
7;31/10/2022;0:08:59;$2.824,19;$14,96;$0,00;$847,25;$140,61;$142,89;$1.693,44
8;31/10/2022;0:10:29;$4.074,65;$14,84;$0,00;$2.592,22;$80,67;$87,13;$1.314,63
9;31/10/2022;0:11:59;$4.953,41;$14,65;$0,00;$3.323,00;$156,00;$171,50;$1.302,91
10;31/10/2022;0:13:29;$4.103,39;$14,78;$0,00;$2.260,13;$113,56;$176,50;$1.553,20
11;31/10/2022;0:14:59;$3.959,72;$14,78;$0,00;$2.114,00;$95,94;$131,00;$1.618,78
12;31/10/2022;0:16:29;$3.113,89;$14,98;$0,00;$851,67;$142,53;$183,50;$1.936,19
13;31/10/2022;0:17:59;$2.540,82;$15,14;$0,00;$508,25;$153,31;$196,57;$1.682,69
14;31/10/2022;0:19:29;$2.535,89;$15,41;$0,00;$737,00;$154,78;$180,90;$1.463,21
15;31/10/2022;0:20:59;$2.125,50;$15,33;$0,00;$763,89;$60,67;$91,00;$1.209,94
16;31/10/2022;0:22:29;$2.820,87;$15,33;$0,00;$839,11;$138,73;$178,56;$1.664,47
17;31/10/2022;0:23:59;$3.291,56;$15,33;$0,00;$1.234,89;$94,15;$163,70;$1.798,82
18;31/10/2022;0:25:29;$4.008,77;$14,97;$0,00;$2.582,56;$45,50;$61,83;$1.318,88
19;31/10/2022;0:26:59;$4.984,13;$15,07;$0,00;$2.787,56;$133,00;$176,00;$1.887,57
20;31/10/2022;0:28:29;$5.263,37;$14,94;$0,00;$3.926,00;$76,86;$105,38;$1.155,14
21;31/10/2022;0:29:59;$6.217,78;$14,39;$0,00;$4.959,67;$52,71;$125,57;$1.079,83
22;31/10/2022;0:31:29;$7.360,29;$14,48;$0,00;$5.026,50;$105,42;$143,00;$2.085,38
23;31/10/2022;0:32:59;$6.817,53;$14,37;$0,00;$4.980,38;$14,33;$140,56;$1.682,27
24;31/10/2022;0:34:29;$6.774,13;$14,29;$0,00;$4.965,67;$84,38;$153,89;$1.570,19
25;31/10/2022;0:35:59;$6.394,00;$14,19;$0,00;$4.889,67;$353,00;$150,11;$1.001,22
26;31/10/2022;0:37:29;$5.464,39;$14,13;$2,57;$3.553,33;$82,08;$145,13;$1.681,28
27;31/10/2022;0:38:59;$5.637,63;$14,16;$5,13;$3.532,89;$122,50;$156,33;$1.820,77
28;31/10/2022;0:40:29;$5.407,23;$14,20;$7,70;$3.514,00;$91,36;$168,11;$1.626,06
29;31/10/2022;0:41:59;$5.535,70;$14,19;$10,27;$3.530,88;$116,08;$146,67;$1.731,81
30;31/10/2022;0:43:29;$5.332,44;$14,24;$12,83;$3.518,13;$105,59;$163,88;$1.532,02
31;31/10/2022;0:44:59;$5.279,67;$14,25;$15,40;$3.520,43;$107,31;$181,57;$1.454,95
32;31/10/2022;0:46:29;$5.331,17;$14,31;$17,97;$3.518,13;$114,36;$173,60;$1.507,12
33;31/10/2022;0:47:59;$5.178,57;$14,30;$20,53;$3.502,20;$97,88;$137,63;$1.420,34
