indice;Date;Time;FQI161;PIR161;FQI165;FQI169;FQI177;FQI173;FQI151
1;1/9/2022;0:00:00;9826,61;13,34;6458;1491,5;155,44;98,25;1623,42
2;1/9/2022;0:01:29;9185,89;13,59;6222,76;822,67;186,88;109,22;1844,36
3;1/9/2022;0:02:59;7699;13,79;4561,14;963,89;182,22;181;1810,75
4;1/9/2022;0:04:29;8430,44;13,81;4179,19;2558,25;133,06;138;1421,94
5;1/9/2022;0:05:59;7728,83;13,89;3612,87;2368,33;114,38;94;1539,25
6;1/9/2022;0:07:29;9097,61;13,53;4607,29;3234,33;79,2;46;1130,79
7;1/9/2022;0:08:59;9949,94;13,34;4394,44;4111,67;37,09;81,83;1324,91
8;1/9/2022;0:10:29;10173,24;13,07;4551;4199,63;74,18;112,14;1236,29
9;1/9/2022;0:11:59;11123,59;12,93;4270,12;5066;163,71;102;1521,76
10;1/9/2022;0:13:29;8348,31;13,32;938,43;5058,78;157,82;123;2070,28
11;1/9/2022;0:14:59;7462,5;13,48;615,17;5063,44;144,33;106,25;1533,31
12;1/9/2022;0:16:29;7122,4;13,58;0;5050,89;179,25;164,11;1728,15
13;1/9/2022;0:17:59;6901,43;13,58;0;5038,25;197,13;54,14;1611,91
14;1/9/2022;0:19:29;7046,81;13,66;0;5062,9;167,67;88,57;1727,67
15;1/9/2022;0:20:59;6797,92;13,67;301,38;5034,89;91,5;61,89;1308,26
16;1/9/2022;0:22:29;6882,87;13,65;602,76;5036,38;93,94;93,33;1056,46
17;1/9/2022;0:23:59;6322,67;13,81;904,14;4183,44;151,75;179,33;904
18;1/9/2022;0:25:29;5566,56;13,92;1205,52;3641,43;151,19;85,43;482,99
19;1/9/2022;0:26:59;5673,13;14,03;1506,9;3575;227,73;81,17;282,33
20;1/9/2022;0:28:29;5223,06;14,01;1808,29;3574,89;128,53;43,83;-332,48
21;1/9/2022;0:29:59;7136,89;13,84;2109,67;3555,44;76,83;134,56;1260,39
22;1/9/2022;0:31:29;7734,86;13,68;2568,15;3619,78;164,14;36,33;1346,45
23;1/9/2022;0:32:59;7970,41;13,54;2598,93;3664,89;177,17;79,75;1449,68
24;1/9/2022;0:34:29;8242,75;13,63;2531,57;3690,33;185,22;92,78;1742,85
25;1/9/2022;0:35:59;7886;13,61;2491,19;3650,67;79,4;119;1545,75
26;1/9/2022;0:37:29;8143,93;13,58;2606,94;3667,78;101,67;123,62;1643,92
27;1/9/2022;0:38:59;6484,93;13,86;2676,43;1922,56;183,61;111,3;1591,04
