indice;Date;Time;FQI161;PIR161;FQI165;FQI169;FQI177;FQI173;FQI151
1;28/10/2022;0:00:00;7017,76;13,92;0,00;5029,73;264,38;78,18;1645,48
2;28/10/2022;0:01:29;7201,50;13,79;0,00;5036,38;152,08;112,29;1900,76
3;28/10/2022;0:02:59;7175,73;13,73;0,00;5044,89;88,69;118,50;1923,66
4;28/10/2022;0:04:29;7154,88;13,72;0,00;5037,22;132,06;119,13;1866,47
5;28/10/2022;0:05:59;7547,00;13,67;0,00;5046,22;184,59;289,13;2027,06
6;28/10/2022;0:07:29;7434,47;13,68;0,00;5057,22;96,21;165,44;2115,59
7;28/10/2022;0:08:59;7472,80;13,68;0,00;5052,29;108,36;108,88;2203,28
8;28/10/2022;0:10:29;7554,54;13,69;0,00;5048,43;227,40;110,13;2168,58
9;28/10/2022;0:11:59;7428,71;13,68;0,00;5049,20;97,33;110,00;2172,18
10;28/10/2022;0:13:29;7418,23;13,79;0,00;5102,13;132,94;124,25;2058,92
11;28/10/2022;0:14:59;6802,18;13,89;0,00;4538,78;255,76;152,78;1854,86
12;28/10/2022;0:16:29;5850,50;14,08;0,00;3620,29;142,33;132,75;1955,13
13;28/10/2022;0:17:59;5650,11;14,20;0,00;3593,44;116,62;121,56;1818,49
14;28/10/2022;0:19:29;5645,92;14,20;0,00;3663,14;231,39;109,56;1641,83
15;28/10/2022;0:20:59;5560,50;14,30;0,00;3571,11;128,33;141,00;1720,06
16;28/10/2022;0:22:29;5574,33;14,30;0,00;3595,14;158,57;405,00;1415,62
17;28/10/2022;0:23:59;5350,53;14,35;0,00;3243,40;312,33;155,00;1639,79
18;28/10/2022;0:25:29;4240,17;14,59;0,00;2103,44;165,17;145,75;1825,81
19;28/10/2022;0:26:59;3140,29;14,85;0,00;848,13;233,11;153,11;1905,94
20;28/10/2022;0:28:29;2645,53;15,18;0,00;388,00;252,33;156,13;1849,07
21;28/10/2022;0:29:59;2521,19;15,28;0,00;784,38;151,06;120,88;1464,88
22;28/10/2022;0:31:29;2647,46;15,36;0,00;847,50;132,89;129,89;1537,18
23;28/10/2022;0:32:59;3813,24;15,10;0,00;2455,89;151,45;73,71;1132,18
24;28/10/2022;0:34:29;4280,47;15,06;0,00;2502,11;181,67;121,88;1474,82
25;28/10/2022;0:35:59;5345,44;14,67;0,00;4262,78;3,00;14,00;1065,67
26;28/10/2022;0:37:29;6545,00;14,46;0,00;4944,11;212,92;277,90;1110,07
27;28/10/2022;0:38:59;3301,72;14,89;0,00;1153,11;226,68;216,44;1705,48
28;28/10/2022;0:40:29;3322,80;14,82;0,00;1438,22;274,00;72,33;1538,24
29;28/10/2022;0:41:59;3995,88;14,66;0,00;2580,67;59,67;72,88;1282,67
30;28/10/2022;0:43:29;3712,07;14,59;0,00;2044,14;119,33;97,00;1451,60
31;28/10/2022;0:44:59;4290,06;14,63;0,00;2366,44;313,40;101,33;1508,88
32;28/10/2022;0:46:29;2555,87;14,77;0,00;796,11;131,00;113,00;1515,76
33;28/10/2022;0:47:59;2762,50;14,83;0,00;816,88;196,65;126,30;1622,68
34;28/10/2022;0:49:29;2583,00;14,91;0,00;796,78;219,41;106,89;1459,92
