indice;Date;Time;FQI161;PIR161;FQI165;FQI169;FQI177;FQI173;FQI151
1;30/10/2022;0:00:00;8656,72;13,50;6165,27;784,00;197,83;118,50;1391,12
2;30/10/2022;0:01:29;10266,88;13,29;4671,79;4128,11;290,50;116,50;1059,99
3;30/10/2022;0:02:59;12551,94;12,84;6314,44;4975,22;145,92;65,20;1051,17
4;30/10/2022;0:04:29;12754,59;12,94;6408,81;3931,89;146,13;188,89;2078,86
5;30/10/2022;0:05:59;12212,41;13,03;6386,79;3570,60;120,18;198,89;1935,96
6;30/10/2022;0:07:29;12063,93;13,05;6374,57;3555,11;230,18;149,78;1754,30
7;30/10/2022;0:08:59;10969,71;13,22;4866,75;3661,75;142,71;129,50;2169,00
8;30/10/2022;0:10:29;9102,00;13,50;3197,44;3575,89;167,28;144,22;2017,17
9;30/10/2022;0:11:59;8807,92;13,70;2768,33;3631,29;255,24;129,89;2023,18
10;30/10/2022;0:13:29;7662,80;13,93;2797,36;2744,13;187,07;149,44;1784,81
11;30/10/2022;0:14:59;5496,88;14,40;2089,33;833,89;177,12;150,50;2246,04
12;30/10/2022;0:16:29;5619,94;14,52;2746,31;814,11;251,11;126,56;1681,86
13;30/10/2022;0:17:59;4054,87;14,85;999,13;860,13;180,88;150,00;1864,73
14;30/10/2022;0:19:29;3460,21;14,96;955,37;797,11;100,40;114,50;1492,83
15;30/10/2022;0:20:59;3161,94;14,90;745,40;789,11;260,56;109,44;1257,43
16;30/10/2022;0:22:29;2371,06;14,89;462,46;783,44;118,06;114,86;892,23
17;30/10/2022;0:23:59;3070,35;14,81;924,92;767,56;174,83;107,38;1095,67
18;30/10/2022;0:25:29;3288,67;14,68;923,50;769,78;214,31;100,50;1280,58
19;30/10/2022;0:26:59;3400,81;14,66;934,71;785,11;140,89;117,50;1422,59
20;30/10/2022;0:28:29;6154,29;14,22;4841,81;545,89;60,00;60,33;646,26
21;30/10/2022;0:29:59;4537,07;14,32;1632,13;862,57;334,69;151,63;1556,05
22;30/10/2022;0:31:29;3526,57;14,46;938,83;799,60;114,57;122,43;1551,14
23;30/10/2022;0:32:59;4538,69;14,56;922,18;1364,50;128,06;101,80;2022,15
24;30/10/2022;0:34:29;6038,06;14,28;1277,00;3530,11;157,92;63,29;1009,75
25;30/10/2022;0:35:59;7221,90;13,90;2504,18;3590,55;0,00;51,00;1076,18
26;30/10/2022;0:37:29;7921,50;13,73;2571,64;3641,50;174,43;85,43;1448,51
27;30/10/2022;0:38:59;7137,65;13,77;2531,50;2693,20;190,22;119,50;1603,22
28;30/10/2022;0:40:29;6620,56;13,91;2542,86;1984,88;117,36;124,50;1850,97
29;30/10/2022;0:41:59;5698,27;14,10;2618,00;1017,33;238,47;131,57;1692,89
30;30/10/2022;0:43:29;5086,65;14,22;973,72;2057,80;166,75;118,00;1770,38
31;30/10/2022;0:44:59;4050,13;14,50;989,87;1001,60;182,94;148,88;1726,85
32;30/10/2022;0:46:29;3492,27;14,71;965,00;485,50;246,33;130,56;1664,88
33;30/10/2022;0:47:59;3154,38;14,96;984,00;360,81;192,24;141,67;1475,67
34;30/10/2022;0:49:29;3117,07;14,97;937,92;721,63;77,14;88,44;1291,94
35;30/10/2022;0:50:59;3811,35;14,89;934,15;1191,78;163,50;82,30;1439,62
36;30/10/2022;0:52:29;4853,21;14,69;915,92;2513,44;46,40;62,57;1314,88
37;30/10/2022;0:53:59;5325,64;14,69;944,92;2619,56;106,56;112,50;1542,10
38;30/10/2022;0:55:29;4853,41;14,70;1937,28;936,11;307,94;116,50;1555,58
39;30/10/2022;0:56:59;5126,73;14,74;2550,38;801,22;106,36;119,78;1548,99
40;30/10/2022;0:58:29;5308,86;14,64;2512,46;1242,44;40,11;78,88;1434,96
41;30/10/2022;0:59:59;6796,33;14,39;4159,17;1223,78;208,33;111,00;1094,06
42;30/10/2022;1:01:29;10234,56;13,47;6275,00;3532,71;24,33;16,64;385,87
43;30/10/2022;1:02:59;12008,50;13,09;6252,71;4545,80;48,67;33,29;1128,03
44;30/10/2022;1:04:29;12926,29;12,94;6363,57;5004,00;73,00;106,75;1378,96
45;30/10/2022;1:05:59;13050,92;12,88;6347,91;5011,22;125,13;106,63;1460,03
46;30/10/2022;1:07:29;11339,28;13,09;4990,76;4174,67;242,33;159,22;1772,29
47;30/10/2022;1:08:59;10794,65;13,05;5788,18;3460,00;117,64;75,86;1352,97
48;30/10/2022;1:10:29;10209,29;13,11;4587,17;3593,20;147,74;128,00;1753,19
49;30/10/2022;1:11:59;9930,67;13,15;4473,00;3639,75;156,61;116,44;1544,86
50;30/10/2022;1:13:29;8457,73;13,39;2769,25;3561,10;156,58;138,75;1832,05
51;30/10/2022;1:14:59;9131,36;13,35;3308,54;4058,50;84,78;83,83;1595,71
52;30/10/2022;1:16:29;10441,56;13,13;3911,00;5063,63;66,00;120,17;1280,76
53;30/10/2022;1:17:59;7534,11;13,53;1110,50;4056,33;215,00;158,33;1993,94
54;30/10/2022;1:19:29;6473,18;13,79;765,00;3615,33;155,13;136,33;1801,38
55;30/10/2022;1:20:59;5714,33;13,99;451,00;3605,62;136,06;128,25;1393,40
56;30/10/2022;1:22:29;6252,44;14,00;938,40;3562,50;80,93;109,63;1560,99
57;30/10/2022;1:23:59;6394,36;14,01;995,86;3623,11;87,40;113,00;1574,99
58;30/10/2022;1:25:29;7460,88;13,83;2491,31;3560,67;9,00;73,89;1326,01
59;30/10/2022;1:26:59;7684,13;13,73;2570,67;3559,78;53,00;93,14;1407,55
60;30/10/2022;1:28:29;7706,67;13,68;2499,89;3506,78;77,33;104,57;1518,10
61;30/10/2022;1:29:59;7866,60;13,67;2564,07;3593,57;89,93;107,37;1511,65
62;30/10/2022;1:31:29;7283,83;13,79;2704,88;2576,44;145,78;135,44;1721,29
