indice;Date;Time;FQI161;PIR161;FQI165;FQI169;FQI177;FQI173;FQI151
1;5/10/2022;0:00:00;11899,00;11,76;4610,41;5061,56;136,21;118,50;1972,32
2;5/10/2023;0:01:29;10911,78;11,90;3367,56;5080,89;202,67;114,67;2145,99
3;5/10/2024;0:02:59;12337,22;11,67;5662,56;4965,89;102,23;46,33;1560,21
4;5/10/2025;0:04:29;12669,50;11,60;5666,18;4551,80;84,38;68,22;2298,92
5;5/10/2026;0:05:59;13150,14;11,52;6215,17;5019,11;130,59;181,00;1604,28
6;5/10/2027;0:07:29;10032,74;12,01;2884,61;4227,44;327,76;172,67;2420,25
7;5/10/2028;0:08:59;8643,00;12,28;2349,50;3581,88;135,27;113,00;2463,36
8;5/10/2029;0:10:29;7883,63;12,45;1913,67;3504,38;258,18;124,63;2082,78
9;5/10/2030;0:11:59;6982,88;12,69;911,64;3607,67;188,50;137,10;2137,97
10;5/10/2031;0:13:29;6229,07;12,91;105,00;3608,89;189,88;207,56;2117,75
11;5/10/2032;0:14:59;4465,94;13,38;0,00;1353,63;392,67;156,75;2562,90
12;5/10/2033;0:16:29;3708,23;13,82;0,00;831,30;223,53;135,09;2518,31
13;5/10/2034;0:17:59;3815,24;14,19;683,00;725,50;223,87;143,63;2039,24
14;5/10/2035;0:19:29;4046,13;14,57;981,60;317,20;322,29;179,22;2245,81
15;5/10/2036;0:20:59;5408,87;14,66;2385,71;794,75;131,35;165,80;1931,26
16;5/10/2037;0:22:29;6909,69;14,46;2542,77;2576,44;104,10;78,80;1607,57
17;5/10/2038;0:23:59;8171,94;13,74;2469,24;5000,22;174,10;87,90;440,48
18;5/10/2039;0:25:29;7724,20;13,71;2613,54;2774,00;348,20;175,80;1812,66
19;5/10/2040;0:26:59;6234,12;14,42;2192,62;899,00;306,40;301,11;2534,98
20;5/10/2041;0:28:29;6752,29;14,17;3042,08;2308,38;231,71;155,50;1014,64
21;5/10/2042;0:29:59;7560,56;14,34;2286,88;2583,00;194,22;120,13;2376,33
22;5/10/2043;0:31:29;5874,26;14,26;915,53;3196,40;192,79;184,20;1385,34
23;5/10/2044;0:32:59;5154,41;14,24;1910,92;772,62;145,67;78,12;2247,07
24;5/10/2045;0:34:29;6260,44;13,97;2470,65;1900,44;54,50;156,33;1678,51
