indice;Date;Time;FQI161;PIR161;FQI165;FQI169;FQI177;FQI173;FQI151
1;2/11/2022;0:00:00;8570,11;13,40;1026,69;5061,30;162,78;342,13;1977,22
2;2/11/2022;0:01:29;8322,00;13,52;1157,47;5058,50;106,25;284,60;1715,18
3;2/11/2022;0:02:59;9364,71;13,38;2815,94;4989,10;116,00;98,00;1345,67
4;2/11/2022;0:04:29;9393,44;13,32;2052,07;5050,13;337,50;112,88;1840,88
5;2/11/2022;0:05:59;9671,94;13,27;2814,60;5024,00;113,59;101,88;1617,87
6;2/11/2022;0:07:29;8534,94;13,48;1126,94;4527,11;167,50;159,67;2553,72
7;2/11/2022;0:08:59;7936,22;13,63;659,15;5079,00;137,47;165,60;1895,00
8;2/11/2022;0:10:29;7307,88;13,77;457,40;5055,71;222,06;131,00;1441,70
9;2/11/2022;0:11:59;7943,12;13,75;914,80;5032,89;201,00;114,00;1680,44
10;2/11/2022;0:13:29;8216,18;13,69;1349,42;5007,44;74,00;108,29;1677,03
11;2/11/2022;0:14:59;9501,00;13,51;2552,00;4992,25;65,61;332,11;1559,03
12;2/11/2022;0:16:29;9679,50;13,43;2605,58;5039,22;131,21;133,11;1770,37
13;2/11/2022;0:17:59;9584,92;13,48;2636,81;4664,78;328,44;136,00;1818,90
14;2/11/2022;0:19:29;8773,12;13,71;2577,25;3603,00;169,61;139,86;2283,40
15;2/11/2022;0:20:59;9587,05;13,55;4246,71;3468,33;115,40;93,29;1663,32
16;2/11/2022;0:22:29;11311,06;13,23;6403,31;3210,56;188,67;119,57;1388,96
17;2/11/2022;0:23:59;10022,35;13,51;6452,08;790,00;209,95;141,89;2428,44
18;2/11/2022;0:25:29;9528,71;13,68;6419,53;229,60;307,12;140,86;2431,60
19;2/11/2022;0:26:59;9631,27;13,77;6389,37;660,75;91,53;128,63;2360,98
20;2/11/2022;0:28:29;8938,88;13,62;6329,53;684,00;24,67;107,75;1792,93
