indice,Date,Time,QLF5,PLF5
461,9/14/2023,14 09 2023 07:40:00,18.00,14.80
462,9/14/2023,14 09 2023 07:41:00,18.00,14.80
463,9/14/2023,14 09 2023 07:42:00,18.00,14.60
464,9/14/2023,14 09 2023 07:43:00,18.00,14.50
465,9/14/2023,14 09 2023 07:44:00,0.00,14.50
466,9/14/2023,14 09 2023 07:45:00,0.00,14.60
467,9/14/2023,14 09 2023 07:46:00,0.00,14.40
468,9/14/2023,14 09 2023 07:47:00,0.00,14.60
469,9/14/2023,14 09 2023 07:48:00,0.00,13.80
470,9/14/2023,14 09 2023 07:49:00,0.00,14.20
471,9/14/2023,14 09 2023 07:50:00,0.00,14.30
472,9/14/2023,14 09 2023 07:51:00,0.00,14.10
473,9/14/2023,14 09 2023 07:52:00,0.00,14.30
474,9/14/2023,14 09 2023 07:53:00,0.00,14.50
475,9/14/2023,14 09 2023 07:54:00,0.00,14.60
476,9/14/2023,14 09 2023 07:55:00,0.00,14.70
477,9/14/2023,14 09 2023 07:56:00,0.00,14.70
478,9/14/2023,14 09 2023 07:57:00,0.00,14.70
479,9/14/2023,14 09 2023 07:58:00,0.00,14.70
480,9/14/2023,14 09 2023 07:59:00,0.00,14.70
481,9/14/2023,14 09 2023 08:00:00,0.00,14.70
482,9/14/2023,14 09 2023 08:01:00,0.00,14.80
483,9/14/2023,14 09 2023 08:02:00,0.00,14.70
484,9/14/2023,14 09 2023 08:03:00,0.00,14.70
485,9/14/2023,14 09 2023 08:04:00,0.00,14.60
486,9/14/2023,14 09 2023 08:05:00,0.00,14.70
487,9/14/2023,14 09 2023 08:06:00,0.00,14.70
488,9/14/2023,14 09 2023 08:07:00,1.00,14.70
489,9/14/2023,14 09 2023 08:08:00,19.00,13.90
490,9/14/2023,14 09 2023 08:09:00,15.00,14.30
491,9/14/2023,14 09 2023 08:10:00,20.00,13.20
492,9/14/2023,14 09 2023 08:11:00,18.00,14.20
493,9/14/2023,14 09 2023 08:12:00,498.00,14.00
494,9/14/2023,14 09 2023 08:13:00,118.00,14.20
495,9/14/2023,14 09 2023 08:14:00,118.00,14.30
496,9/14/2023,14 09 2023 08:15:00,118.00,14.00
497,9/14/2023,14 09 2023 08:16:00,118.00,13.90
498,9/14/2023,14 09 2023 08:17:00,78.00,13.80
499,9/14/2023,14 09 2023 08:18:00,78.00,13.80
500,9/14/2023,14 09 2023 08:19:00,78.00,13.70
501,9/14/2023,14 09 2023 08:20:00,78.00,13.70
502,9/14/2023,14 09 2023 08:21:00,78.00,13.20
503,9/14/2023,14 09 2023 08:22:00,97.00,13.20
504,9/14/2023,14 09 2023 08:23:00,78.00,13.30
505,9/14/2023,14 09 2023 08:24:00,78.00,13.40
506,9/14/2023,14 09 2023 08:25:00,78.00,13.30
507,9/14/2023,14 09 2023 08:26:00,78.00,13.30
508,9/14/2023,14 09 2023 08:27:00,78.00,13.30
509,9/14/2023,14 09 2023 08:28:00,78.00,13.30
510,9/14/2023,14 09 2023 08:29:00,78.00,13.30
511,9/14/2023,14 09 2023 08:30:00,79.00,13.30
512,9/14/2023,14 09 2023 08:31:00,78.00,13.30
513,9/14/2023,14 09 2023 08:32:00,0.00,13.30
514,9/14/2023,14 09 2023 08:33:00,0.00,13.20
515,9/14/2023,14 09 2023 08:34:00,0.00,12.70
516,9/14/2023,14 09 2023 08:35:00,0.00,12.60
517,9/14/2023,14 09 2023 08:36:00,0.00,12.30
518,9/14/2023,14 09 2023 08:37:00,0.00,12.20
519,9/14/2023,14 09 2023 08:38:00,0.00,12.70
520,9/14/2023,14 09 2023 08:39:00,0.00,13.30
521,9/14/2023,14 09 2023 08:40:00,0.00,13.50
522,9/14/2023,14 09 2023 08:41:00,0.00,13.80
523,9/14/2023,14 09 2023 08:42:00,0.00,13.70
524,9/14/2023,14 09 2023 08:43:00,0.00,13.40
525,9/14/2023,14 09 2023 08:44:00,0.00,13.10
526,9/14/2023,14 09 2023 08:45:00,0.00,13.00
527,9/14/2023,14 09 2023 08:46:00,0.00,13.10
528,9/14/2023,14 09 2023 08:47:00,0.00,12.90
529,9/14/2023,14 09 2023 08:48:00,0.00,13.30
530,9/14/2023,14 09 2023 08:49:00,0.00,13.30
531,9/14/2023,14 09 2023 08:50:00,0.00,13.30
532,9/14/2023,14 09 2023 08:51:00,1.00,14.10
533,9/14/2023,14 09 2023 08:52:00,1.00,14.50
534,9/14/2023,14 09 2023 08:53:00,1.00,14.50
535,9/14/2023,14 09 2023 08:54:00,1.00,14.50
536,9/14/2023,14 09 2023 08:55:00,500.00,14.20
537,9/14/2023,14 09 2023 08:56:00,319.00,14.30
538,9/14/2023,14 09 2023 08:57:00,319.00,14.00
539,9/14/2023,14 09 2023 08:58:00,318.00,13.80
540,9/14/2023,14 09 2023 08:59:00,78.00,13.20
541,9/14/2023,14 09 2023 09:00:00,48.00,13.20
542,9/14/2023,14 09 2023 09:01:00,48.00,13.20
543,9/14/2023,14 09 2023 09:02:00,48.00,13.20
544,9/14/2023,14 09 2023 09:03:00,48.00,13.20
545,9/14/2023,14 09 2023 09:04:00,49.00,13.10
546,9/14/2023,14 09 2023 09:05:00,49.00,12.80
547,9/14/2023,14 09 2023 09:06:00,49.00,12.40
548,9/14/2023,14 09 2023 09:07:00,48.00,12.60
549,9/14/2023,14 09 2023 09:08:00,48.00,12.40
550,9/14/2023,14 09 2023 09:09:00,48.00,12.20
551,9/14/2023,14 09 2023 09:10:00,48.00,12.20
552,9/14/2023,14 09 2023 09:11:00,48.00,12.70
553,9/14/2023,14 09 2023 09:12:00,48.00,12.90
554,9/14/2023,14 09 2023 09:13:00,46.00,12.90
555,9/14/2023,14 09 2023 09:14:00,48.00,13.00
556,9/14/2023,14 09 2023 09:15:00,48.00,12.60
557,9/14/2023,14 09 2023 09:16:00,48.00,12.50
558,9/14/2023,14 09 2023 09:17:00,0.00,12.50
559,9/14/2023,14 09 2023 09:18:00,0.00,12.50
560,9/14/2023,14 09 2023 09:19:00,0.00,12.70
561,9/14/2023,14 09 2023 09:20:00,0.00,12.80
562,9/14/2023,14 09 2023 09:21:00,0.00,13.00
563,9/14/2023,14 09 2023 09:22:00,0.00,13.40
564,9/14/2023,14 09 2023 09:23:00,0.00,13.20
565,9/14/2023,14 09 2023 09:24:00,0.00,13.00
566,9/14/2023,14 09 2023 09:25:00,0.00,12.90
567,9/14/2023,14 09 2023 09:26:00,0.00,13.20
568,9/14/2023,14 09 2023 09:27:00,0.00,13.30
569,9/14/2023,14 09 2023 09:28:00,0.00,13.10
570,9/14/2023,14 09 2023 09:29:00,0.00,13.20
571,9/14/2023,14 09 2023 09:30:00,0.00,12.70
572,9/14/2023,14 09 2023 09:31:00,0.00,12.90
573,9/14/2023,14 09 2023 09:32:00,0.00,13.40
574,9/14/2023,14 09 2023 09:33:00,0.00,13.00
575,9/14/2023,14 09 2023 09:34:00,0.00,13.00
576,9/14/2023,14 09 2023 09:35:00,1.00,13.10
577,9/14/2023,14 09 2023 09:36:00,1.00,13.00
578,9/14/2023,14 09 2023 09:37:00,1.00,13.00
579,9/14/2023,14 09 2023 09:38:00,1.00,14.10
580,9/14/2023,14 09 2023 09:39:00,0.00,14.40
581,9/14/2023,14 09 2023 09:40:00,0.00,14.50
582,9/14/2023,14 09 2023 09:41:00,0.00,14.50
583,9/14/2023,14 09 2023 09:42:00,498.00,14.30
584,9/14/2023,14 09 2023 09:43:00,380.00,13.40
585,9/14/2023,14 09 2023 09:44:00,380.00,13.40
586,9/14/2023,14 09 2023 09:45:00,333.00,12.80
587,9/14/2023,14 09 2023 09:46:00,308.00,12.40
588,9/14/2023,14 09 2023 09:47:00,300.00,12.20
589,9/14/2023,14 09 2023 09:48:00,295.00,12.10
590,9/14/2023,14 09 2023 09:49:00,293.00,12.10
591,9/14/2023,14 09 2023 09:50:00,292.00,12.00
592,9/14/2023,14 09 2023 09:51:00,245.00,11.50
593,9/14/2023,14 09 2023 09:52:00,200.00,11.80
594,9/14/2023,14 09 2023 09:53:00,294.00,11.90
595,9/14/2023,14 09 2023 09:54:00,283.00,11.70
596,9/14/2023,14 09 2023 09:55:00,230.00,11.80
597,9/14/2023,14 09 2023 09:56:00,196.00,12.90
598,9/14/2023,14 09 2023 09:57:00,184.00,12.20
599,9/14/2023,14 09 2023 09:58:00,200.00,12.50
600,9/14/2023,14 09 2023 09:59:00,200.00,12.80
601,9/14/2023,14 09 2023 10:00:00,198.00,13.10
602,9/14/2023,14 09 2023 10:01:00,198.00,13.20
603,9/14/2023,14 09 2023 10:02:00,198.00,13.10
604,9/14/2023,14 09 2023 10:03:00,198.00,13.00
605,9/14/2023,14 09 2023 10:04:00,198.00,12.90
606,9/14/2023,14 09 2023 10:05:00,197.00,12.80
607,9/14/2023,14 09 2023 10:06:00,0.00,14.20
608,9/14/2023,14 09 2023 10:07:00,0.00,13.60
609,9/14/2023,14 09 2023 10:08:00,0.00,14.00
610,9/14/2023,14 09 2023 10:09:00,0.00,13.90
611,9/14/2023,14 09 2023 10:10:00,0.00,13.00
612,9/14/2023,14 09 2023 10:11:00,0.00,12.50
613,9/14/2023,14 09 2023 10:12:00,0.00,12.90
614,9/14/2023,14 09 2023 10:13:00,0.00,13.60
615,9/14/2023,14 09 2023 10:14:00,0.00,13.20
616,9/14/2023,14 09 2023 10:15:00,0.00,12.90
617,9/14/2023,14 09 2023 10:16:00,0.00,13.00
618,9/14/2023,14 09 2023 10:17:00,0.00,12.40
619,9/14/2023,14 09 2023 10:18:00,0.00,12.50
620,9/14/2023,14 09 2023 10:19:00,0.00,13.30
621,9/14/2023,14 09 2023 10:20:00,0.00,14.00
622,9/14/2023,14 09 2023 10:21:00,0.00,14.40
623,9/14/2023,14 09 2023 10:22:00,0.00,14.50
624,9/14/2023,14 09 2023 10:23:00,1.00,14.50
625,9/14/2023,14 09 2023 10:24:00,1.00,14.60
626,9/14/2023,14 09 2023 10:25:00,1.00,14.50
627,9/14/2023,14 09 2023 10:26:00,414.00,13.50
628,9/14/2023,14 09 2023 10:27:00,501.00,13.30
629,9/14/2023,14 09 2023 10:28:00,237.00,13.50
630,9/14/2023,14 09 2023 10:29:00,117.00,13.50
631,9/14/2023,14 09 2023 10:30:00,198.00,13.50
632,9/14/2023,14 09 2023 10:31:00,198.00,13.50
633,9/14/2023,14 09 2023 10:32:00,198.00,13.50
634,9/14/2023,14 09 2023 10:33:00,158.00,13.70
635,9/14/2023,14 09 2023 10:34:00,158.00,13.80
636,9/14/2023,14 09 2023 10:35:00,158.00,14.10
637,9/14/2023,14 09 2023 10:36:00,118.00,13.90
638,9/14/2023,14 09 2023 10:37:00,98.00,13.90
639,9/14/2023,14 09 2023 10:38:00,58.00,13.90
640,9/14/2023,14 09 2023 10:39:00,58.00,14.00
641,9/14/2023,14 09 2023 10:40:00,58.00,14.00
642,9/14/2023,14 09 2023 10:41:00,58.00,14.00
643,9/14/2023,14 09 2023 10:42:00,58.00,14.10
644,9/14/2023,14 09 2023 10:43:00,55.00,14.00
645,9/14/2023,14 09 2023 10:44:00,98.00,14.10
646,9/14/2023,14 09 2023 10:45:00,92.00,14.10
647,9/14/2023,14 09 2023 10:46:00,58.00,14.40
648,9/14/2023,14 09 2023 10:47:00,111.00,14.40
649,9/14/2023,14 09 2023 10:48:00,0.00,14.50
650,9/14/2023,14 09 2023 10:49:00,0.00,14.30
651,9/14/2023,14 09 2023 10:50:00,0.00,14.30
652,9/14/2023,14 09 2023 10:51:00,0.00,14.00
653,9/14/2023,14 09 2023 10:52:00,0.00,14.00
654,9/14/2023,14 09 2023 10:53:00,0.00,14.30
655,9/14/2023,14 09 2023 10:54:00,0.00,14.40
656,9/14/2023,14 09 2023 10:55:00,0.00,14.10
657,9/14/2023,14 09 2023 10:56:00,0.00,14.20
658,9/14/2023,14 09 2023 10:57:00,0.00,14.00
659,9/14/2023,14 09 2023 10:58:00,0.00,13.90
660,9/14/2023,14 09 2023 10:59:00,0.00,14.00
661,9/14/2023,14 09 2023 11:00:00,0.00,14.00
662,9/14/2023,14 09 2023 11:01:00,0.00,14.00
663,9/14/2023,14 09 2023 11:02:00,0.00,14.00
664,9/14/2023,14 09 2023 11:03:00,0.00,14.00
665,9/14/2023,14 09 2023 11:04:00,0.00,13.90
666,9/14/2023,14 09 2023 11:05:00,0.00,13.90
667,9/14/2023,14 09 2023 11:06:00,0.00,14.20
668,9/14/2023,14 09 2023 11:07:00,0.00,13.90
669,9/14/2023,14 09 2023 11:08:00,0.00,13.60
670,9/14/2023,14 09 2023 11:09:00,0.00,14.00
671,9/14/2023,14 09 2023 11:10:00,0.00,14.00
672,9/14/2023,14 09 2023 11:11:00,1.00,14.30
673,9/14/2023,14 09 2023 11:12:00,1.00,14.30
674,9/14/2023,14 09 2023 11:13:00,1.00,14.40
675,9/14/2023,14 09 2023 11:14:00,1.00,14.20
676,9/14/2023,14 09 2023 11:15:00,497.00,14.10
677,9/14/2023,14 09 2023 11:16:00,498.00,12.80
678,9/14/2023,14 09 2023 11:17:00,0.00,13.70
679,9/14/2023,14 09 2023 11:18:00,0.00,14.30
680,9/14/2023,14 09 2023 11:19:00,0.00,14.20
681,9/14/2023,14 09 2023 11:20:00,479.00,13.30
682,9/14/2023,14 09 2023 11:21:00,509.00,13.20
683,9/14/2023,14 09 2023 11:22:00,498.00,13.20
684,9/14/2023,14 09 2023 11:23:00,159.00,11.50
685,9/14/2023,14 09 2023 11:24:00,158.00,11.60
686,9/14/2023,14 09 2023 11:25:00,78.00,11.50
687,9/14/2023,14 09 2023 11:26:00,58.00,11.50
688,9/14/2023,14 09 2023 11:27:00,38.00,11.50
689,9/14/2023,14 09 2023 11:28:00,38.00,11.80
690,9/14/2023,14 09 2023 11:29:00,39.00,11.90
691,9/14/2023,14 09 2023 11:30:00,38.00,12.00
692,9/14/2023,14 09 2023 11:31:00,38.00,13.60
693,9/14/2023,14 09 2023 11:32:00,58.00,14.10
694,9/14/2023,14 09 2023 11:33:00,59.00,13.60
695,9/14/2023,14 09 2023 11:34:00,59.00,12.70
696,9/14/2023,14 09 2023 11:35:00,58.00,13.30
697,9/14/2023,14 09 2023 11:36:00,0.00,13.30
698,9/14/2023,14 09 2023 11:37:00,0.00,13.40
699,9/14/2023,14 09 2023 11:38:00,0.00,13.30
700,9/14/2023,14 09 2023 11:39:00,0.00,13.20
701,9/14/2023,14 09 2023 11:40:00,0.00,13.40
702,9/14/2023,14 09 2023 11:41:00,0.00,13.30
703,9/14/2023,14 09 2023 11:42:00,0.00,13.20
704,9/14/2023,14 09 2023 11:43:00,0.00,13.20
705,9/14/2023,14 09 2023 11:44:00,0.00,13.90
706,9/14/2023,14 09 2023 11:45:00,0.00,14.00
707,9/14/2023,14 09 2023 11:46:00,0.00,13.80
708,9/14/2023,14 09 2023 11:47:00,0.00,13.80
709,9/14/2023,14 09 2023 11:48:00,0.00,14.10
710,9/14/2023,14 09 2023 11:49:00,0.00,14.40
711,9/14/2023,14 09 2023 11:50:00,0.00,14.20
712,9/14/2023,14 09 2023 11:51:00,0.00,14.10
713,9/14/2023,14 09 2023 11:52:00,0.00,14.40
714,9/14/2023,14 09 2023 11:53:00,0.00,14.10
715,9/14/2023,14 09 2023 11:54:00,0.00,13.90
716,9/14/2023,14 09 2023 11:55:00,0.00,14.00
717,9/14/2023,14 09 2023 11:56:00,1.00,14.80
718,9/14/2023,14 09 2023 11:57:00,1.00,14.90
719,9/14/2023,14 09 2023 11:58:00,1.00,14.90
720,9/14/2023,14 09 2023 11:59:00,1.00,15.00
721,9/14/2023,14 09 2023 12:00:00,1.00,15.00
722,9/14/2023,14 09 2023 12:01:00,702.00,14.70
723,9/14/2023,14 09 2023 12:02:00,697.00,14.50
724,9/14/2023,14 09 2023 12:03:00,679.00,14.00
725,9/14/2023,14 09 2023 12:04:00,208.00,14.20
726,9/14/2023,14 09 2023 12:05:00,208.00,14.20
727,9/14/2023,14 09 2023 12:06:00,208.00,14.10
728,9/14/2023,14 09 2023 12:07:00,128.00,13.40
729,9/14/2023,14 09 2023 12:08:00,118.00,13.80
730,9/14/2023,14 09 2023 12:09:00,116.00,13.80
731,9/14/2023,14 09 2023 12:10:00,258.00,14.20
732,9/14/2023,14 09 2023 12:11:00,259.00,14.30
733,9/14/2023,14 09 2023 12:12:00,258.00,14.30
734,9/14/2023,14 09 2023 12:13:00,258.00,13.80
735,9/14/2023,14 09 2023 12:14:00,258.00,14.00
736,9/14/2023,14 09 2023 12:15:00,258.00,14.10
737,9/14/2023,14 09 2023 12:16:00,258.00,14.10
738,9/14/2023,14 09 2023 12:17:00,258.00,14.10
739,9/14/2023,14 09 2023 12:18:00,258.00,14.30
740,9/14/2023,14 09 2023 12:19:00,0.00,14.50
741,9/14/2023,14 09 2023 12:20:00,0.00,14.60
742,9/14/2023,14 09 2023 12:21:00,0.00,14.60
743,9/14/2023,14 09 2023 12:22:00,0.00,14.60
744,9/14/2023,14 09 2023 12:23:00,0.00,14.40
745,9/14/2023,14 09 2023 12:24:00,0.00,14.30
746,9/14/2023,14 09 2023 12:25:00,0.00,14.30
747,9/14/2023,14 09 2023 12:26:00,0.00,14.40
748,9/14/2023,14 09 2023 12:27:00,0.00,14.40
749,9/14/2023,14 09 2023 12:28:00,0.00,14.50
750,9/14/2023,14 09 2023 12:29:00,0.00,14.50
751,9/14/2023,14 09 2023 12:30:00,0.00,14.50
752,9/14/2023,14 09 2023 12:31:00,0.00,14.50
753,9/14/2023,14 09 2023 12:32:00,0.00,14.50
754,9/14/2023,14 09 2023 12:33:00,0.00,14.30
755,9/14/2023,14 09 2023 12:34:00,0.00,14.20
756,9/14/2023,14 09 2023 12:35:00,0.00,14.50
757,9/14/2023,14 09 2023 12:36:00,0.00,14.50
758,9/14/2023,14 09 2023 12:37:00,0.00,14.50
759,9/14/2023,14 09 2023 12:38:00,0.00,14.50
760,9/14/2023,14 09 2023 12:39:00,0.00,14.50
761,9/14/2023,14 09 2023 12:40:00,0.00,14.50
762,9/14/2023,14 09 2023 12:41:00,0.00,13.50
763,9/14/2023,14 09 2023 12:42:00,1.00,13.80
764,9/14/2023,14 09 2023 12:43:00,499.00,13.20
765,9/14/2023,14 09 2023 12:44:00,499.00,13.70
766,9/14/2023,14 09 2023 12:45:00,498.00,13.90
767,9/14/2023,14 09 2023 12:46:00,498.00,13.80
768,9/14/2023,14 09 2023 12:47:00,156.00,13.60
769,9/14/2023,14 09 2023 12:48:00,158.00,13.70
770,9/14/2023,14 09 2023 12:49:00,158.00,13.40
771,9/14/2023,14 09 2023 12:50:00,158.00,13.40
772,9/14/2023,14 09 2023 12:51:00,158.00,13.30
773,9/14/2023,14 09 2023 12:52:00,158.00,13.90
774,9/14/2023,14 09 2023 12:53:00,158.00,14.10
775,9/14/2023,14 09 2023 12:54:00,158.00,14.20
776,9/14/2023,14 09 2023 12:55:00,98.00,14.10
777,9/14/2023,14 09 2023 12:56:00,98.00,14.10
778,9/14/2023,14 09 2023 12:57:00,98.00,14.10
779,9/14/2023,14 09 2023 12:58:00,98.00,14.10
780,9/14/2023,14 09 2023 12:59:00,105.00,13.80
781,9/14/2023,14 09 2023 13:00:00,104.00,13.30
782,9/14/2023,14 09 2023 13:01:00,198.00,13.50
783,9/14/2023,14 09 2023 13:02:00,198.00,13.60
784,9/14/2023,14 09 2023 13:03:00,198.00,13.70
785,9/14/2023,14 09 2023 13:04:00,198.00,13.70
786,9/14/2023,14 09 2023 13:05:00,199.00,13.70
787,9/14/2023,14 09 2023 13:06:00,0.00,13.50
788,9/14/2023,14 09 2023 13:07:00,0.00,13.30
789,9/14/2023,14 09 2023 13:08:00,0.00,13.40
790,9/14/2023,14 09 2023 13:09:00,0.00,13.40
791,9/14/2023,14 09 2023 13:10:00,0.00,13.80
792,9/14/2023,14 09 2023 13:11:00,0.00,13.90
793,9/14/2023,14 09 2023 13:12:00,0.00,14.00
794,9/14/2023,14 09 2023 13:13:00,0.00,13.80
795,9/14/2023,14 09 2023 13:14:00,0.00,13.60
796,9/14/2023,14 09 2023 13:15:00,0.00,13.50
797,9/14/2023,14 09 2023 13:16:00,0.00,13.40
798,9/14/2023,14 09 2023 13:17:00,0.00,13.40
799,9/14/2023,14 09 2023 13:18:00,0.00,13.40
800,9/14/2023,14 09 2023 13:19:00,0.00,13.40
801,9/14/2023,14 09 2023 13:20:00,0.00,13.20
802,9/14/2023,14 09 2023 13:21:00,0.00,13.50
803,9/14/2023,14 09 2023 13:22:00,0.00,13.40
804,9/14/2023,14 09 2023 13:23:00,0.00,13.50
805,9/14/2023,14 09 2023 13:24:00,0.00,13.80
806,9/14/2023,14 09 2023 13:25:00,0.00,13.90
807,9/14/2023,14 09 2023 13:26:00,0.00,14.00
808,9/14/2023,14 09 2023 13:27:00,0.00,14.60
809,9/14/2023,14 09 2023 13:28:00,1.00,15.40
810,9/14/2023,14 09 2023 13:29:00,1.00,15.50
811,9/14/2023,14 09 2023 13:30:00,1.00,15.40
812,9/14/2023,14 09 2023 13:31:00,1.00,15.30
813,9/14/2023,14 09 2023 13:32:00,0.00,15.40
814,9/14/2023,14 09 2023 13:33:00,0.00,14.70
815,9/14/2023,14 09 2023 13:34:00,1.00,15.20
816,9/14/2023,14 09 2023 13:35:00,439.00,15.10
817,9/14/2023,14 09 2023 13:36:00,438.00,15.00
818,9/14/2023,14 09 2023 13:37:00,157.00,14.70
819,9/14/2023,14 09 2023 13:38:00,158.00,14.70
820,9/14/2023,14 09 2023 13:39:00,158.00,14.70
821,9/14/2023,14 09 2023 13:40:00,158.00,14.70
822,9/14/2023,14 09 2023 13:41:00,158.00,14.60
823,9/14/2023,14 09 2023 13:42:00,158.00,14.50
824,9/14/2023,14 09 2023 13:43:00,158.00,14.70
825,9/14/2023,14 09 2023 13:44:00,158.00,14.80
826,9/14/2023,14 09 2023 13:45:00,158.00,14.70
827,9/14/2023,14 09 2023 13:46:00,158.00,14.70
828,9/14/2023,14 09 2023 13:47:00,160.00,14.70
829,9/14/2023,14 09 2023 13:48:00,158.00,13.80
830,9/14/2023,14 09 2023 13:49:00,158.00,14.10
831,9/14/2023,14 09 2023 13:50:00,98.00,13.70
832,9/14/2023,14 09 2023 13:51:00,94.00,12.70
833,9/14/2023,14 09 2023 13:52:00,98.00,13.70
834,9/14/2023,14 09 2023 13:53:00,0.00,14.20
835,9/14/2023,14 09 2023 13:54:00,0.00,14.50
836,9/14/2023,14 09 2023 13:55:00,0.00,14.60
837,9/14/2023,14 09 2023 13:56:00,0.00,14.50
838,9/14/2023,14 09 2023 13:57:00,0.00,14.00
839,9/14/2023,14 09 2023 13:58:00,0.00,13.90
840,9/14/2023,14 09 2023 13:59:00,0.00,14.10
841,9/14/2023,14 09 2023 14:00:00,0.00,14.30
842,9/14/2023,14 09 2023 14:01:00,0.00,14.00
843,9/14/2023,14 09 2023 14:02:00,0.00,14.30
844,9/14/2023,14 09 2023 14:03:00,0.00,14.40
845,9/14/2023,14 09 2023 14:04:00,0.00,14.40
846,9/14/2023,14 09 2023 14:05:00,0.00,14.10
847,9/14/2023,14 09 2023 14:06:00,0.00,14.00
848,9/14/2023,14 09 2023 14:07:00,0.00,14.10
849,9/14/2023,14 09 2023 14:08:00,0.00,14.30
850,9/14/2023,14 09 2023 14:09:00,0.00,14.30
851,9/14/2023,14 09 2023 14:10:00,0.00,14.30
852,9/14/2023,14 09 2023 14:11:00,0.00,14.30
853,9/14/2023,14 09 2023 14:12:00,0.00,13.90
854,9/14/2023,14 09 2023 14:13:00,0.00,13.90
855,9/14/2023,14 09 2023 14:14:00,0.00,14.00
856,9/14/2023,14 09 2023 14:15:00,1.00,14.20
857,9/14/2023,14 09 2023 14:16:00,1.00,14.10
858,9/14/2023,14 09 2023 14:17:00,1.00,14.20
859,9/14/2023,14 09 2023 14:18:00,0.00,14.50
860,9/14/2023,14 09 2023 14:19:00,0.00,14.50
861,9/14/2023,14 09 2023 14:20:00,0.00,14.50
862,9/14/2023,14 09 2023 14:21:00,13.00,14.10
863,9/14/2023,14 09 2023 14:22:00,2.00,14.60
864,9/14/2023,14 09 2023 14:23:00,2.00,14.70
865,9/14/2023,14 09 2023 14:24:00,499.00,14.50
866,9/14/2023,14 09 2023 14:25:00,498.00,14.30
867,9/14/2023,14 09 2023 14:26:00,155.00,14.10
868,9/14/2023,14 09 2023 14:27:00,158.00,14.10
869,9/14/2023,14 09 2023 14:28:00,158.00,14.10
870,9/14/2023,14 09 2023 14:29:00,158.00,14.10
871,9/14/2023,14 09 2023 14:30:00,158.00,13.70
872,9/14/2023,14 09 2023 14:31:00,158.00,13.70
873,9/14/2023,14 09 2023 14:32:00,158.00,13.60
874,9/14/2023,14 09 2023 14:33:00,158.00,13.80
875,9/14/2023,14 09 2023 14:34:00,158.00,13.90
876,9/14/2023,14 09 2023 14:35:00,158.00,13.90
877,9/14/2023,14 09 2023 14:36:00,158.00,13.10
878,9/14/2023,14 09 2023 14:37:00,158.00,13.30
879,9/14/2023,14 09 2023 14:38:00,158.00,13.80
880,9/14/2023,14 09 2023 14:39:00,158.00,13.00
881,9/14/2023,14 09 2023 14:40:00,158.00,12.80
882,9/14/2023,14 09 2023 14:41:00,158.00,12.50
883,9/14/2023,14 09 2023 14:42:00,160.00,12.20
884,9/14/2023,14 09 2023 14:43:00,158.00,12.80
885,9/14/2023,14 09 2023 14:44:00,158.00,12.90
886,9/14/2023,14 09 2023 14:45:00,0.00,12.70
887,9/14/2023,14 09 2023 14:46:00,0.00,11.90
888,9/14/2023,14 09 2023 14:47:00,0.00,11.60
889,9/14/2023,14 09 2023 14:48:00,0.00,12.30
890,9/14/2023,14 09 2023 14:49:00,0.00,12.50
891,9/14/2023,14 09 2023 14:50:00,0.00,13.80
892,9/14/2023,14 09 2023 14:51:00,0.00,14.20
893,9/14/2023,14 09 2023 14:52:00,0.00,14.30
894,9/14/2023,14 09 2023 14:53:00,0.00,14.30
895,9/14/2023,14 09 2023 14:54:00,0.00,14.30
896,9/14/2023,14 09 2023 14:55:00,0.00,14.30
897,9/14/2023,14 09 2023 14:56:00,0.00,13.80
898,9/14/2023,14 09 2023 14:57:00,0.00,13.30
899,9/14/2023,14 09 2023 14:58:00,0.00,14.10
900,9/14/2023,14 09 2023 14:59:00,0.00,14.20
901,9/14/2023,14 09 2023 15:00:00,0.00,14.50
902,9/14/2023,14 09 2023 15:01:00,0.00,13.90
903,9/14/2023,14 09 2023 15:02:00,0.00,13.70
904,9/14/2023,14 09 2023 15:03:00,0.00,13.60
905,9/14/2023,14 09 2023 15:04:00,1.00,13.90
906,9/14/2023,14 09 2023 15:05:00,1.00,14.20
907,9/14/2023,14 09 2023 15:06:00,1.00,14.20
908,9/14/2023,14 09 2023 15:07:00,1.00,14.20
909,9/14/2023,14 09 2023 15:08:00,1.00,14.20
910,9/14/2023,14 09 2023 15:09:00,1.00,14.00
911,9/14/2023,14 09 2023 15:10:00,1.00,14.60
912,9/14/2023,14 09 2023 15:11:00,498.00,14.50
913,9/14/2023,14 09 2023 15:12:00,498.00,14.30
914,9/14/2023,14 09 2023 15:13:00,158.00,14.10
915,9/14/2023,14 09 2023 15:14:00,158.00,14.20
916,9/14/2023,14 09 2023 15:15:00,158.00,14.20
917,9/14/2023,14 09 2023 15:16:00,162.00,14.20
918,9/14/2023,14 09 2023 15:17:00,158.00,14.40
919,9/14/2023,14 09 2023 15:18:00,158.00,14.40
920,9/14/2023,14 09 2023 15:19:00,158.00,14.40
921,9/14/2023,14 09 2023 15:20:00,160.00,14.10
922,9/14/2023,14 09 2023 15:21:00,167.00,11.40
923,9/14/2023,14 09 2023 15:22:00,158.00,12.50
924,9/14/2023,14 09 2023 15:23:00,157.00,12.30
925,9/14/2023,14 09 2023 15:24:00,159.00,12.00
926,9/14/2023,14 09 2023 15:25:00,158.00,12.50
