indice;Date;Time;FQI161;PIR161;FQI165;FQI169;FQI177;FQI173;FQI151
1;11/10/2022;0:00:00;1834,73;15,28;0,00;0,00;118,13;45,67;1670,94
2;11/10/2022;0:01:29;1969,08;15,55;0,00;0,00;108,73;57,33;1803,01
3;11/10/2022;0:02:59;804,33;15,20;0,00;0,00;106,09;55,06;643,18
4;11/10/2022;0:04:29;2793,78;15,60;0,00;0,00;212,19;110,11;2471,48
5;11/10/2022;0:05:59;1529,27;15,71;0,00;0,00;64,40;11,50;1453,37
6;11/10/2022;0:07:29;1,00;15,27;0,00;0,00;78,44;56,25;-133,69
7;11/10/2022;0:08:59;2487,94;15,55;0,00;0,00;156,89;112,50;2218,56
8;11/10/2022;0:10:29;1608,62;15,70;0,00;0,00;70,83;33,00;1504,78
9;11/10/2022;0:11:59;641,67;15,29;0,00;0,00;24,23;16,02;601,42
10;11/10/2022;0:13:29;1829,57;15,34;0,00;0,00;48,46;32,04;1749,07
11;11/10/2022;0:14:59;1537,75;15,44;0,00;0,00;72,69;48,07;1417,00
12;11/10/2022;0:16:29;901,22;15,09;0,00;0,00;96,91;64,09;740,22
13;11/10/2022;0:17:59;2239,88;15,38;0,00;0,00;121,14;80,11;2038,62
14;11/10/2022;0:19:29;1339,00;15,39;0,00;0,00;32,00;0,00;1307,00
15;11/10/2022;0:20:59;1221,70;15,05;0,00;0,00;0,00;8,50;1213,20
16;11/10/2022;0:22:29;2157,40;15,36;44,93;0,00;100,54;67,13;1944,80
17;11/10/2022;0:23:59;1411,06;15,42;89,87;0,00;0,00;9,27;1311,93
18;11/10/2022;0:25:29;744,62;15,22;134,80;0,00;48,64;18,53;542,66
19;11/10/2022;0:26:59;1893,31;15,31;179,73;0,00;97,27;27,80;1588,51
20;11/10/2022;0:28:29;1526,81;15,40;224,67;0,00;51,00;10,50;1240,65
21;11/10/2022;0:29:59;1294,33;15,22;269,60;0,00;35,00;21,00;968,73
22;11/10/2022;0:31:29;1959,89;15,43;314,53;0,00;101,00;65,80;1478,56
23;11/10/2022;0:32:59;986,00;15,34;359,47;0,00;50,50;23,80;552,23
24;11/10/2022;0:34:29;1936,14;15,42;404,40;0,00;101,00;47,60;1383,14
25;11/10/2022;0:35:59;1376,07;15,49;449,33;0,00;48,75;0,00;877,98
26;11/10/2022;0:37:29;1730,50;15,33;494,27;0,00;26,50;12,31;1197,42
27;11/10/2022;0:38:59;1813,60;15,52;539,20;0,00;87,29;24,62;1162,50
28;11/10/2022;0:40:29;1010,71;15,45;584,13;0,00;15,50;36,93;374,15
29;11/10/2022;0:41:59;1678,50;15,36;629,07;0,00;31,00;49,24;969,20
30;11/10/2022;0:43:29;1768,13;15,53;674,00;0,00;74,56;61,55;958,03
31;11/10/2022;0:44:59;1218,00;15,45;0,00;0,00;66,04;73,86;1078,10
32;11/10/2022;0:46:29;2124,94;15,55;0,00;0,00;132,08;86,17;1906,69
33;11/10/2022;0:47:59;1548,22;15,54;0,00;0,00;80,25;53,00;1414,97
34;11/10/2022;0:49:29;2396,50;15,52;0,00;0,00;152,57;110,60;2133,33
35;11/10/2022;0:50:59;1873,72;15,92;0,00;0,00;104,64;72,13;1696,96
36;11/10/2022;0:52:29;1375,36;15,41;0,00;0,00;72,50;63,50;1239,36
37;11/10/2022;0:53:59;2750,73;15,28;0,00;0,00;145,00;127,00;2478,73
38;11/10/2022;0:55:29;2097,69;15,87;0,00;0,00;157,13;98,67;1841,90
39;11/10/2022;0:56:59;1416,03;15,36;0,00;0,00;92,00;86,60;1237,43
40;11/10/2022;0:58:29;2832,07;15,48;0,00;0,00;184,00;173,20;2474,87
41;11/10/2022;0:59:59;1552,30;15,77;0,00;0,00;50,75;39,33;1462,22
42;11/10/2022;1:01:29;1,00;15,32;0,00;0,00;21,03;34,63;-54,66
43;11/10/2022;1:02:59;1980,00;15,16;0,00;0,00;42,07;69,25;1868,68
44;11/10/2022;1:04:29;1727,07;15,41;0,00;0,00;63,10;41,00;1622,97
45;11/10/2022;1:05:59;914,89;15,19;0,00;0,00;84,13;44,50;786,26
46;11/10/2022;1:07:29;2054,50;15,18;0,00;0,00;105,17;89,00;1860,33
47;11/10/2022;1:08:59;1744,12;15,43;0,00;0,00;76,20;36,00;1631,92
48;11/10/2022;1:10:29;811,43;15,34;0,00;0,00;3,00;15,50;792,93
