indice;Date;Time;FQI161;PIR161;FQI165;FQI169;FQI177;FQI173;FQI151
1;3/11/2022;0:00:00;3859,78;14,65;562,00;1594,10;5,00;139,90;1558,78
2;3/11/2022;0:01:29;4898,11;14,50;907,80;2531,89;205,81;193,11;1059,50
3;3/11/2022;0:02:59;4712,15;14,35;958,80;2202,00;104,25;115,22;1331,88
4;3/11/2022;0:04:29;4526,21;14,44;1540,36;757,22;182,87;132,83;1912,92
5;3/11/2022;0:05:59;5462,21;14,24;2516,36;808,33;117,36;101,67;1918,49
6;3/11/2022;0:07:29;6372,39;14,16;2527,35;1369,11;77,73;118,67;2279,53
7;3/11/2022;0:08:59;8387,41;13,75;3621,47;2724,50;101,80;85,70;1853,94
8;3/11/2022;0:10:29;9562,38;13,51;5561,82;2130,33;74,43;182,88;1612,91
9;3/11/2022;0:11:59;9061,94;13,52;2760,94;3812,70;176,92;133,56;2177,82
10;3/11/2022;0:13:29;8195,69;13,68;973,25;4501,63;250,35;138,44;2332,01
11;3/11/2022;0:14:59;9387,94;13,53;2496,19;4908,00;0,00;119,11;1864,64
12;3/11/2022;0:16:29;9655,00;13,40;2541,76;4934,78;178,33;127,00;1873,12
13;3/11/2022;0:17:59;12173,33;13,03;5520,53;4862,44;17,50;80,44;1692,42
14;3/11/2022;0:19:29;13350,53;12,81;6352,27;4909,00;253,71;167,67;1667,88
15;3/11/2022;0:20:59;13692,64;12,74;6364,59;5005,78;92,67;121,00;2108,61
16;3/11/2022;0:22:29;13790,27;12,69;6367,46;5001,56;72,93;127,14;2221,18
17;3/11/2022;0:23:59;13775,73;12,68;6371,15;4990,50;198,88;145,22;2069,98
18;3/11/2022;0:25:29;13222,31;12,75;5830,06;5026,44;130,27;174,71;2060,82
19;3/11/2022;0:26:59;12367,73;12,95;4594,12;5026,00;256,18;183,11;2308,33
20;3/11/2022;0:28:29;11079,39;13,20;3570,43;4981,89;214,83;186,00;2126,24
21;3/11/2022;0:29:59;11571,94;13,08;4443,59;4991,88;323,83;124,56;1688,09
22;3/11/2022;0:31:29;11550,71;13,12;4494,64;5007,67;177,39;128,67;1742,35
23;3/11/2022;0:32:59;10797,21;13,25;4581,67;3971,22;134,47;145,00;1964,85
24;3/11/2022;0:34:29;11267,75;13,22;4641,65;4323,22;196,50;136,11;1970,27
25;3/11/2022;0:35:59;10682,06;13,30;2938,79;5019,00;137,23;183,89;2403,15
26;3/11/2022;0:37:29;9760,75;13,48;2818,43;4313,75;272,61;190,63;2165,34
27;3/11/2022;0:38:59;7775,00;13,84;2826,93;2215,50;174,06;160,20;2398,31
28;3/11/2022;0:40:29;6949,24;13,97;2437,38;2057,00;156,31;435,22;1863,32
29;3/11/2022;0:41:59;5678,94;14,11;2274,86;768,89;229,78;171,40;2234,02
30;3/11/2022;0:43:29;4418,00;14,30;1200,73;804,88;143,06;229,63;2039,71
31;3/11/2022;0:44:59;3896,85;14,48;1005,25;427,67;255,38;193,75;2014,80
32;3/11/2022;0:46:29;3444,50;14,63;1002,79;73,00;157,25;137,75;2073,71
33;3/11/2022;0:47:59;3690,00;14,58;974,29;697,86;69,80;115,78;1832,28
34;3/11/2022;0:49:29;4551,29;14,54;969,86;1156,44;210,76;217,88;1996,34
35;3/11/2022;0:50:59;5386,93;14,34;950,13;2514,56;57,67;134,89;1729,70
36;3/11/2022;0:52:29;5621,80;14,22;913,20;2640,22;115,33;110,50;1842,54
37;3/11/2022;0:53:59;4477,00;14,42;1048,00;985,67;357,50;162,78;1923,06
38;3/11/2022;0:55:29;4505,44;14,42;1948,56;687,33;84,08;98,11;1687,36
39;3/11/2022;0:56:59;6122,82;14,30;3124,88;1445,33;159,92;112,56;1280,13
40;3/11/2022;0:58:29;5580,67;14,26;966,22;2808,63;160,44;207,11;1438,27
41;3/11/2022;0:59:59;4833,35;14,41;584,50;2300,33;161,11;145,33;1642,08
42;3/11/2022;1:01:29;5121,35;14,42;443,67;3420,50;172,00;82,56;1002,63
43;3/11/2022;1:02:59;6717,06;14,19;887,33;4390,70;137,80;87,11;1214,12
44;3/11/2022;1:04:29;7453,09;13,99;938,00;5021,11;126,71;128,11;1239,16
45;3/11/2022;1:05:59;7866,29;13,83;1212,38;5030,11;253,42;114,38;1256,01
46;3/11/2022;1:07:29;8309,69;13,76;1579,08;5017,63;85,15;208,13;1419,70
47;3/11/2022;1:08:59;9077,00;13,59;2558,73;5022,10;18,50;125,00;1352,67
48;3/11/2022;1:10:29;9420,00;13,53;2512,86;5035,67;227,06;126,13;1518,29
49;3/11/2022;1:11:59;9551,80;13,54;2572,88;5065,44;101,69;134,63;1677,17
