indice;Fecha ;Tmie;FQI161;PIR161;FQI165;FQI169;FQI177;FQI173;FIQ151
907;4/10/2022;22:38:59;7544,75;12,45;582,56;5031,33;166,53;90,44;1673,89
908;4/10/2022;22:40:29;7269,67;12,48;382,09;5037,22;133,55;92,00;1624,81
909;4/10/2022;22:41:59;7551,86;12,45;764,18;5026,13;114,07;79,13;1568,36
910;4/10/2022;22:43:29;7931,44;12,39;859,36;5015,33;143,88;88,89;1823,98
911;4/10/2022;22:44:59;9037,00;12,19;2468,87;4980,60;12,00;54,00;1521,53
912;4/10/2022;22:46:29;9465,94;12,07;2583,09;5019,75;123,13;79,60;1660,36
913;4/10/2022;22:47:59;9514,13;12,03;2478,29;5025,00;212,25;87,56;1711,04
914;4/10/2022;22:49:29;9520,73;12,05;2544,56;5032,67;189,53;92,57;1661,40
915;4/10/2022;22:50:59;10500,82;11,94;3941,38;4969,88;75,67;68,38;1445,52
916;4/10/2022;22:52:29;9546,55;12,07;3150,63;3866,89;300,59;156,25;2072,20
917;4/10/2022;22:53:59;7267,50;12,50;925,54;3598,22;175,29;123,44;2445,00
918;4/10/2022;22:55:29;8171,29;12,55;2166,15;3469,67;148,65;81,88;2304,95
919;4/10/2022;22:56:59;8150,44;12,66;2501,35;3388,70;235,78;119,70;1904,91
920;4/10/2022;22:58:29;6971,59;12,93;3581,59;730,00;207,36;120,29;2332,36
921;4/10/2022;22:59:59;8371,78;12,78;5767,17;690,67;166,62;75,00;1672,33
922;4/10/2022;23:01:29;8809,82;12,49;6313,89;694,83;123,25;67,83;1610,02
923;4/10/2022;23:02:59;9160,81;12,42;6342,06;731,13;96,38;97,50;1893,74
924;4/10/2022;23:04:29;9128,73;12,40;6343,53;724,25;131,53;96,75;1832,67
925;4/10/2022;23:05:59;9053,19;12,40;6348,93;739,63;160,59;105,60;1698,44
926;4/10/2022;23:07:29;7444,77;12,45;4768,87;789,11;205,64;123,63;1557,52
927;4/10/2022;23:08:59;7811,18;12,36;4837,59;843,22;87,10;66,13;1977,14
928;4/10/2022;23:10:29;8842,72;12,19;4603,47;2472,78;168,00;104,80;1493,67
929;4/10/2022;23:11:59;7440,65;12,40;4335,38;747,00;176,72;102,89;2078,65
930;4/10/2022;23:13:29;7541,73;12,42;4609,81;725,00;219,94;79,13;1907,86
931;4/10/2022;23:14:59;6772,33;12,55;3589,20;781,67;282,44;115,78;2003,25
932;4/10/2022;23:16:29;5866,31;12,76;2757,47;773,44;201,53;113,89;2019,98
933;4/10/2022;23:17:59;4905,56;13,00;2035,64;213,67;250,12;135,22;2270,91
934;4/10/2022;23:19:29;5090,44;13,16;2455,23;542,44;206,00;88,00;1798,76
935;4/10/2022;23:20:59;4178,85;13,58;985,33;564,43;195,78;267,33;2165,97
936;4/10/2022;23:22:29;3787,75;13,84;630,33;922,33;247,40;141,44;1846,24
937;4/10/2022;23:23:59;3509,87;14,13;703,00;815,56;217,72;127,57;1646,02
938;4/10/2022;23:25:29;5527,65;14,13;949,00;2369,67;85,86;70,13;2053,00
939;4/10/2022;23:26:59;6232,88;13,93;2102,36;2470,11;94,43;55,80;1510,19
940;4/10/2022;23:28:29;7240,12;13,60;2539,20;3003,56;125,60;161,89;1409,87
941;4/10/2022;23:29:59;7286,40;13,18;2494,50;3462,56;26,00;62,86;1240,49
942;4/10/2022;23:31:29;5700,50;13,31;2567,58;920,71;242,59;119,89;1849,73
943;4/10/2022;23:32:59;5370,29;13,44;2602,92;769,00;146,41;102,50;1749,45
944;4/10/2022;23:34:29;4829,94;13,56;1706,43;807,63;169,27;116,11;2030,51
945;4/10/2022;23:35:59;4377,60;13,90;990,43;831,13;289,28;256,75;2010,02
946;4/10/2022;23:37:29;4265,53;14,26;1048,79;848,67;227,38;177,67;1963,03
947;4/10/2022;23:38:59;5358,42;14,54;2506,56;819,67;163,53;109,78;1758,88
948;4/10/2022;23:40:29;5489,00;14,63;2555,57;796,56;268,88;98,78;1769,21
949;4/10/2022;23:41:59;6083,88;14,72;2475,53;1537,33;196,88;70,67;1803,46
950;4/10/2022;23:43:29;7337,78;13,83;5194,00;2472,00;63,83;63,67;-455,72
951;4/10/2022;23:44:59;9529,61;13,10;5600,31;2767,00;0,00;105,33;1056,97
952;4/10/2022;23:46:29;8952,83;12,66;6283,39;1873,50;0,00;0,00;795,95
953;4/10/2022;23:47:59;11035,50;12,00;6228,00;4112,22;37,86;42,60;614,82
954;4/10/2022;23:49:29;12591,07;11,65;6233,64;5010,44;75,71;85,20;1186,07
955;4/10/2022;23:50:59;12898,60;11,56;6249,50;5025,29;113,57;176,89;1333,35
956;4/10/2022;23:52:29;13425,53;11,63;6308,82;5063,38;151,43;145,44;1756,47
957;4/10/2022;23:53:59;11426,93;11,93;6093,67;3160,78;267,65;138,89;1765,95
958;4/10/2022;23:55:29;11728,06;11,79;5439,88;4916,67;91,33;53,75;1226,42
959;4/10/2022;23:56:59;12313,00;11,69;5543,12;5052,44;186,50;100,57;1430,37
960;4/10/2022;23:58:29;11706,19;11,76;4446,33;5048,33;182,53;180,50;1848,49
