indice;Fecha ;Tmie;FQI161;PIR161;FQI165;FQI169;FQI177;FQI173;FIQ151
1;4/10/2022;0:00:00;7725,00;13,13;790,00;5016,56;163,47;122,20;1632,77
2;4/10/2022;0:01:29;8041,20;13,06;1350,00;4891,89;218,50;105,11;1475,70
3;4/10/2022;0:02:59;8134,31;12,99;2574,75;3825,75;161,13;106,22;1466,46
4;4/10/2022;0:04:29;7938,50;12,84;2585,77;3798,25;121,61;87,00;1345,87
5;4/10/2022;0:05:59;7716,13;12,66;2514,64;3778,50;150,29;73,11;1199,58
6;4/10/2022;0:07:29;7553,37;12,49;2522,69;3570,44;30,13;83,25;1346,86
7;4/10/2022;0:08:59;7765,59;12,38;2569,31;3585,38;95,88;94,75;1420,27
8;4/10/2022;0:10:29;8711,79;12,22;3791,00;3602,00;181,36;65,14;1072,29
9;4/10/2022;0:11:59;10468,50;11,90;4180,61;5073,33;202,14;155,20;857,21
10;4/10/2022;0:13:29;8285,07;12,25;934,54;5067,67;219,73;130,67;1932,47
11;4/10/2022;0:14:59;7590,78;12,40;2389,78;3232,00;270,50;133,60;1564,90
12;4/10/2022;0:16:29;5610,06;12,80;2557,19;816,71;206,87;138,50;1890,79
13;4/10/2022;0:17:59;5522,65;12,95;2590,88;754,89;225,50;105,25;1846,13
14;4/10/2022;0:19:29;7777,27;12,64;6061,88;667,33;78,00;41,00;929,06
15;4/10/2022;0:20:59;8252,07;12,41;6324,93;711,44;46,39;79,50;1089,81
16;4/10/2022;0:22:29;10049,33;12,03;6265,06;2888,78;92,78;76,40;726,32
17;4/10/2022;0:23:59;11503,56;11,78;4982,15;5080,11;339,33;142,83;959,12
18;4/10/2022;0:25:29;9726,05;12,02;5787,93;1606,11;218,00;119,25;1994,76
19;4/10/2022;0:26:59;9092,43;12,20;6348,50;770,13;221,39;117,86;1634,56
20;4/10/2022;0:28:29;7814,43;12,41;4943,47;801,63;183,13;137,63;1748,58
21;4/10/2022;0:29:59;7312,00;12,59;4549,69;785,11;201,44;124,25;1651,51
22;4/10/2022;0:31:29;7177,83;12,66;4545,63;764,43;193,63;106,38;1567,78
23;4/10/2022;0:32:59;7095,12;12,76;4531,86;787,89;140,87;113,25;1521,25
24;4/10/2022;0:34:29;5820,47;13,02;2785,29;815,88;240,31;139,67;1839,33
25;4/10/2022;0:35:59;5617,12;13,27;2637,00;834,40;229,58;141,33;1774,81
26;4/10/2022;0:37:29;5197,87;13,66;1998,13;827,67;196,65;128,89;2046,54
27;4/10/2022;0:38:59;4459,56;14,06;1002,21;876,75;334,88;161,11;2084,60
28;4/10/2022;0:40:29;4131,73;14,59;747,43;922,60;278,00;179,89;2003,82
29;4/10/2022;0:41:59;3447,63;15,13;0,00;906,00;229,81;166,11;2145,70
30;4/10/2022;0:43:29;2617,24;15,19;0,00;818,67;225,82;97,89;1474,86
31;4/10/2022;0:44:59;3101,09;15,39;0,00;891,75;195,00;147,56;1866,79
32;4/10/2022;0:46:29;2835,35;15,31;940,80;742,22;90,29;70,00;992,04
33;4/10/2022;0:47:59;5199,74;14,69;1262,41;2811,56;42,33;25,44;1057,99
34;4/10/2022;0:49:29;7387,44;14,41;2540,85;3592,90;64,60;50,89;1138,20
35;4/10/2022;0:50:59;7052,20;14,00;2545,08;3569,17;129,20;4,67;804,08
36;4/10/2022;0:52:29;7208,06;13,62;2497,07;3626,30;112,13;9,33;963,23
37;4/10/2022;0:53:59;7089,00;13,27;2504,57;3612,50;69,78;14,00;888,15
38;4/10/2022;0:55:29;7172,11;12,91;2519,20;3605,00;139,56;46,11;862,24
39;4/10/2022;0:56:59;7177,19;12,70;2206,62;3636,44;74,13;92,22;1167,78
40;4/10/2022;0:58:29;7641,65;12,50;3873,73;2643,89;61,80;45,13;1017,10
41;4/10/2022;0:59:59;8370,38;12,31;6292,69;722,89;163,19;92,11;1099,50
42;4/10/2022;1:01:29;4808,75;12,87;1200,87;892,78;299,35;188,13;2227,63
43;4/10/2022;1:02:59;4225,65;13,26;1009,50;842,63;253,47;200,22;1919,83
44;4/10/2022;1:04:29;4469,88;13,57;1513,19;790,83;200,12;193,56;1772,19
45;4/10/2022;1:05:59;4912,33;13,57;2513,14;783,25;111,00;101,67;1403,27
46;4/10/2022;1:07:29;6329,65;13,43;4235,50;680,33;127,94;75,83;1210,04
47;4/10/2022;1:08:59;7961,19;12,98;6323,00;678,78;4,00;33,17;922,24
48;4/10/2022;1:10:29;8170,20;12,64;6345,85;699,22;8,00;66,33;1050,80
49;4/10/2022;1:11:59;8361,15;12,45;6350,21;637,67;147,62;92,50;1133,15
50;4/10/2022;1:13:29;7988,23;12,42;6358,69;5,00;103,08;99,17;1422,29
51;4/10/2022;1:14:59;6837,40;12,56;4794,06;336,00;276,13;140,70;1290,52
52;4/10/2022;1:16:29;7954,07;12,55;5659,67;743,78;82,92;75,00;1392,71
53;4/10/2022;1:17:59;7396,65;12,64;4480,13;766,63;290,53;111,88;1747,49
54;4/10/2022;1:19:29;7360,67;12,71;4605,29;752,67;294,89;99,67;1608,15
55;4/10/2022;1:20:59;6675,29;12,95;3787,73;835,89;199,56;144,50;1707,60
56;4/10/2022;1:22:29;7206,36;13,21;4219,24;769,44;137,43;101,14;1979,11
57;4/10/2022;1:23:59;8010,38;12,98;5605,56;1151,11;178,71;21,60;1053,40
58;4/10/2022;1:25:29;7588,47;13,22;2793,79;2553,67;174,44;143,38;1923,21
59;4/10/2022;1:26:59;6164,63;13,54;1193,07;2724,56;218,63;145,78;1882,59
60;4/10/2022;1:28:29;5296,12;13,89;789,36;2135,67;291,65;145,25;1934,19
61;4/10/2022;1:29:59;6198,24;14,03;155,50;4418,56;161,53;130,67;1331,98
62;4/10/2022;1:31:29;3774,25;14,56;311,00;920,67;329,17;174,56;2038,86
63;4/10/2022;1:32:59;3954,06;15,05;199,78;1069,11;304,72;168,67;2211,79
64;4/10/2022;1:34:29;4346,69;15,15;399,56;2629,78;116,63;95,14;1105,59
65;4/10/2022;1:35:59;4238,61;14,81;599,33;2867,00;160,18;77,25;534,85
66;4/10/2022;1:37:29;4512,61;14,75;799,11;2175,33;162,25;81,17;1294,75
67;4/10/2022;1:38:59;6463,89;14,19;877,13;4837,00;34,07;13,73;701,95
68;4/10/2022;1:40:29;8105,06;13,67;2191,13;5023,44;68,14;27,47;794,88
69;4/10/2022;1:41:59;8264,75;13,16;2440,62;4995,78;58,17;41,20;728,99
70;4/10/2022;1:43:29;8290,89;12,68;2557,31;4974,11;116,33;54,93;588,20
71;4/10/2022;1:44:59;8729,89;12,33;2359,44;5002,90;174,50;68,67;1124,38
72;4/10/2022;1:46:29;9022,19;12,17;2521,21;5030,67;131,06;113,00;1226,25
73;4/10/2022;1:47:59;9224,93;12,10;2548,25;5037,78;174,44;102,86;1361,60
74;4/10/2022;1:49:29;10028,95;11,98;3104,18;5088,44;216,27;116,13;1503,94
75;4/10/2022;1:50:59;8049,56;12,33;952,71;4606,78;181,18;139,67;2169,23
76;4/10/2022;1:52:29;8118,20;12,37;2265,12;3656,88;123,94;104,13;1968,14
77;4/10/2022;1:53:59;9333,42;12,19;2526,67;4922,50;125,21;75,20;1683,84
78;4/10/2022;1:55:29;9903,94;12,02;2750,56;4989,00;63,91;78,00;2022,47
79;4/10/2022;1:56:59;12711,78;11,66;6205,25;4786,00;279,00;66,40;1375,13
80;4/10/2022;1:58:29;12404,71;11,79;6316,42;3611,33;164,13;119,78;2193,06
81;4/10/2022;1:59:59;12176,00;11,81;6332,09;3564,22;102,20;109,14;2068,34
82;4/10/2022;2:01:29;12149,50;11,83;6325,85;3616,63;217,94;107,80;1881,29
83;4/10/2022;2:02:59;12051,54;11,83;6323,62;3631,86;117,33;105,75;1872,98
84;4/10/2022;2:04:29;10744,65;12,05;4787,21;3652,89;225,57;137,67;1941,31
85;4/10/2022;2:05:59;11464,22;11,94;6011,33;3609,89;208,57;86,88;1547,56
86;4/10/2022;2:07:29;8759,44;12,35;4727,82;1493,11;240,16;161,67;2136,68
87;4/10/2022;2:08:59;7944,73;12,72;4398,47;808,50;189,79;145,78;2402,20
88;4/10/2022;2:10:29;7711,65;12,91;4418,27;797,44;273,61;126,89;2095,44
89;4/10/2022;2:11:59;7322,67;13,13;4711,11;187,80;182,06;110,56;2131,14
90;4/10/2022;2:13:29;7559,27;13,12;5349,71;783,80;294,38;96,25;1035,14
91;4/10/2022;2:14:59;5672,80;13,59;1972,79;832,36;302,44;170,60;2394,60
92;4/10/2022;2:16:29;5236,40;13,99;989,43;1565,89;204,06;153,36;2323,66
93;4/10/2022;2:17:59;5038,65;14,01;489,50;2580,63;219,56;110,38;1638,59
94;4/10/2022;2:19:29;5982,13;13,81;793,33;3389,88;200,70;74,00;1524,22
95;4/10/2022;2:20:59;7242,89;13,28;879,11;4893,22;154,71;70,36;1245,48
96;4/10/2022;2:22:29;5283,24;13,29;1147,50;2148,44;309,43;140,71;1537,15
97;4/10/2022;2:23:59;5600,00;13,26;2533,79;931,78;99,12;104,50;1930,82
98;4/10/2022;2:25:29;6836,15;13,03;2577,64;2484,33;29,00;40,33;1704,85
99;4/10/2022;2:26:59;6909,88;12,82;2504,71;2490,00;158,89;80,25;1676,02
100;4/10/2022;2:28:29;6908,40;12,83;2548,93;2067,88;129,92;280,00;1881,67
101;4/10/2022;2:29:59;8591,89;12,54;3561,76;3024,56;108,50;62,80;1834,27
102;4/10/2022;2:31:29;11181,45;12,00;4437,14;5109,33;227,17;157,25;1250,55
103;4/10/2022;2:32:59;8783,50;12,36;941,00;5069,00;158,72;135,89;2478,89
104;4/10/2022;2:34:29;8439,73;12,43;1547,38;4554,90;207,25;115,63;2014,58
105;4/10/2022;2:35:59;8393,79;12,50;2578,58;3584,75;137,40;116,78;1976,27
106;4/10/2022;2:37:29;8311,71;12,52;2494,33;3550,00;134,87;109,38;2023,14
107;4/10/2022;2:38:59;8922,62;12,43;3038,06;3554,00;192,08;82,13;2056,36
108;4/10/2022;2:40:29;11164,00;12,02;5963,71;3574,70;54,00;76,00;1495,59
109;4/10/2022;2:41:59;11668,06;11,83;6264,00;3430,67;116,81;62,67;1793,91
110;4/10/2022;2:43:29;12337,00;11,71;6276,67;3949,22;102,54;101,00;1907,57
111;4/10/2022;2:44:59;13224,00;11,57;6265,69;5009,13;88,38;128,70;1732,10
112;4/10/2022;2:46:29;12990,62;11,65;6174,90;4741,25;220,39;119,50;1734,58
113;4/10/2022;2:47:59;10884,00;11,95;4610,83;3594,89;303,33;125,11;2249,83
114;4/10/2022;2:49:29;11623,82;11,86;5982,86;3527,30;170,65;109,00;1834,02
115;4/10/2022;2:50:59;10728,00;12,08;4664,79;3661,88;187,53;128,71;2085,10
116;4/10/2022;2:52:29;9151,13;12,40;4420,53;2281,56;174,53;144,80;2129,72
117;4/10/2022;2:53:59;9382,50;12,50;4655,08;2424,44;196,33;113,67;1992,98
118;4/10/2022;2:55:29;9168,25;12,53;2786,07;4243,67;124,36;92,70;1921,45
119;4/10/2022;2:56:59;7731,50;12,82;2848,47;2291,43;363,69;160,88;2067,04
120;4/10/2022;2:58:29;5961,58;13,30;2084,20;844,10;264,16;165,00;2604,12
121;4/10/2022;2:59:59;5704,31;13,49;2814,33;776,86;121,71;113,12;1878,29
122;4/10/2022;3:01:29;4658,07;13,57;1690,07;814,13;246,63;126,30;1780,94
123;4/10/2022;3:02:59;4860,94;13,62;919,21;2032,22;119,62;100,25;1689,64
124;4/10/2022;3:04:29;7184,00;13,18;897,19;5002,37;110,25;15,00;1159,19
125;4/10/2022;3:05:59;6387,07;13,02;937,14;3803,00;143,67;193,33;1309,92
126;4/10/2022;3:07:29;4603,07;13,28;1021,92;1115,25;324,35;194,78;1946,77
127;4/10/2022;3:08:59;4671,28;13,47;741,70;1973,70;200,22;110,87;1644,78
128;4/10/2022;3:10:29;6686,55;13,14;663,20;5011,78;64,20;26,00;921,38
129;4/10/2022;3:11:59;7038,47;12,91;913,23;4677,88;96,33;79,44;1271,58
130;4/10/2022;3:13:29;7530,87;12,67;2079,33;3626,44;127,35;139,22;1558,51
131;4/10/2022;3:14:59;7049,00;12,58;2616,44;2422,22;177,50;167,50;1665,34
132;4/10/2022;3:16:29;5986,60;12,84;2658,50;793,25;168,87;129,67;2236,32
133;4/10/2022;3:17:59;5595,53;13,00;2523,60;533,00;271,17;128,00;2139,76
134;4/10/2022;3:19:29;5233,93;13,27;2596,50;339,25;178,67;137,40;1982,12
135;4/10/2022;3:20:59;5551,73;13,44;2483,27;678,50;177,76;173,00;2039,20
136;4/10/2022;3:22:29;6121,18;13,45;2907,33;667,89;213,43;158,11;2174,41
137;4/10/2022;3:23:59;5419,94;13,44;2624,17;815,00;163,08;149,29;1668,41
138;4/10/2022;3:25:29;5723,67;13,50;977,27;2457,78;171,44;109,63;2007,55
139;4/10/2022;3:26:59;6522,47;13,35;2420,71;2530,00;81,00;87,50;1403,25
140;4/10/2022;3:28:29;7447,44;13,14;2493,65;3445,22;60,20;130,22;1318,15
141;4/10/2022;3:29:59;8372,36;12,76;2220,00;4871,11;134,46;124,56;1022,23
142;4/10/2022;3:31:29;8159,23;12,61;5685,00;1191,11;163,50;76,63;1043,00
143;4/10/2022;3:32:59;8671,44;12,52;5662,00;1167,22;59,77;62,22;1720,23
144;4/10/2022;3:34:29;10099,35;12,17;6302,33;2568,11;91,06;60,20;1077,65
145;4/10/2022;3:35:59;10507,25;12,11;6336,43;2513,00;127,56;137,22;1393,04
146;4/10/2022;3:37:29;9828,59;12,26;4837,39;2817,56;195,56;190,22;1787,87
147;4/10/2022;3:38:59;11464,35;11,94;5619,94;4660,67;88,57;101,00;994,17
148;4/10/2022;3:40:29;11232,18;11,96;4492,50;5018,44;87,89;107,13;1526,22
149;4/10/2022;3:41:59;11030,47;11,95;4097,65;5081,67;207,22;110,89;1533,05
150;4/10/2022;3:43:29;10852,39;11,87;4228,00;4995,33;112,80;95,33;1420,92
151;4/10/2022;3:44:59;10633,11;11,84;3594,15;5056,90;174,64;165,80;1641,62
152;4/10/2022;3:46:29;9643,71;11,98;2865,07;5125,33;283,00;133,89;1236,42
153;4/10/2022;3:47:59;8089,06;12,27;942,00;4578,10;145,40;123,75;2299,81
154;4/10/2022;3:49:29;7879,23;12,34;941,80;5046,11;174,69;112,43;1604,20
155;4/10/2022;3:50:59;7769,37;12,40;877,00;5050,11;212,59;181,00;1448,67
156;4/10/2022;3:52:29;7072,44;12,53;432,85;5035,67;178,33;164,56;1261,03
157;4/10/2022;3:53:59;7248,78;12,55;865,70;4791,78;221,35;98,38;1271,57
158;4/10/2022;3:55:29;6647,19;12,68;1023,53;3595,13;151,00;119,29;1758,24
159;4/10/2022;3:56:59;7495,93;12,56;2496,25;3493,63;59,75;83,78;1362,53
160;4/10/2022;3:58:29;7951,67;12,47;2585,85;3526,67;277,00;180,33;1381,82
161;4/10/2022;3:59:59;7735,60;12,44;2501,85;3551,33;110,88;118,44;1453,09
162;4/10/2022;4:01:29;7833,88;12,41;2536,85;3597,33;127,35;109,00;1463,34
163;4/10/2022;4:02:59;7926,69;12,40;2573,29;3629,63;159,53;113,71;1450,52
164;4/10/2022;4:04:29;7568,92;12,47;2101,43;3659,00;134,83;114,56;1559,11
165;4/10/2022;4:05:59;8868,11;12,33;5103,21;2157,22;111,13;163,89;1332,65
166;4/10/2022;4:07:29;5115,29;12,89;1549,43;904,33;367,81;200,38;2093,34
167;4/10/2022;4:08:59;4437,50;13,45;1307,20;531,75;239,94;166,22;2192,39
168;4/10/2022;4:10:29;4698,29;13,66;2565,75;173,24;245,80;126,00;1587,51
169;4/10/2022;4:11:59;4813,00;13,92;2538,93;346,48;222,94;140,78;1563,88
170;4/10/2022;4:13:29;5329,88;14,03;2925,00;519,71;206,46;205,44;1473,26
171;4/10/2022;4:14:59;7541,35;13,72;5505,67;669,50;39,13;73,50;1253,56
172;4/10/2022;4:16:29;8211,21;13,15;6303,88;1064,88;114,00;0,00;728,46
173;4/10/2022;4:17:59;9278,78;12,48;6295,44;2423,50;56,70;29,65;473,49
174;4/10/2022;4:19:29;10280,41;12,18;6304,59;2706,80;113,40;59,30;1096,32
175;4/10/2022;4:20:59;11235,53;11,96;5646,83;4076,78;107,00;159,67;1245,25
176;4/10/2022;4:22:29;11869,39;11,86;5187,29;5110,11;242,83;114,33;1214,82
177;4/10/2022;4:23:59;8875,71;12,57;3441,88;2298,44;386,74;189,33;2559,31
178;4/10/2022;4:25:29;8449,29;12,67;6316,43;721,00;83,71;87,44;1240,71
179;4/10/2022;4:26:59;7095,94;13,37;1761,65;2283,67;461,87;239,38;2349,37
180;4/10/2022;4:28:29;6211,40;13,81;937,65;2850,29;216,94;233,63;1972,91
181;4/10/2022;4:29:59;5151,88;14,06;971,43;2219,10;203,56;106,78;1651,02
182;4/10/2022;4:31:29;6565,12;13,74;888,77;4604,22;98,33;10,50;963,29
183;4/10/2022;4:32:59;6652,11;13,34;877,27;4823,38;25,25;42,40;883,82
184;4/10/2022;4:34:29;7581,00;12,95;1407,00;4984,44;50,50;84,80;1054,26
185;4/10/2022;4:35:59;8025,25;12,56;1746,94;5036,80;91,00;139,90;1010,61
186;4/10/2022;4:37:29;7277,93;12,51;714,79;5037,38;91,63;99,14;1335,00
187;4/10/2022;4:38:59;6878,83;12,57;275,00;5039,67;199,89;110,83;1253,44
188;4/10/2022;4:40:29;6801,53;12,61;550,00;5048,88;121,80;114,67;966,19
189;4/10/2022;4:41:59;6698,69;12,69;825,00;4405,78;148,94;176,43;1142,54
190;4/10/2022;4:43:29;6466,20;12,75;927,38;3641,00;195,25;172,22;1530,34
191;4/10/2022;4:44:59;7287,82;12,65;2283,42;3594,50;46,38;85,00;1278,53
192;4/10/2022;4:46:29;7570,82;12,54;2583,57;3473,00;160,94;84,00;1269,31
193;4/10/2022;4:47:59;6915,60;12,62;1324,79;3618,63;172,47;123,33;1676,39
194;4/10/2022;4:49:29;7113,42;12,67;1928,06;3564,33;113,36;161,78;1345,89
195;4/10/2022;4:50:59;6567,60;12,78;979,94;3584,30;232,44;164,56;1606,36
196;4/10/2022;4:52:29;6492,00;12,88;962,31;3580,14;253,71;118,13;1577,72
197;4/10/2022;4:53:59;6431,09;12,96;955,80;3610,00;175,87;116,71;1572,71
198;4/10/2022;4:55:29;6439,00;13,02;954,70;3651,63;198,40;115,60;1518,67
199;4/10/2022;4:56:59;6545,67;13,09;957,40;3670,38;130,25;195,78;1591,86
200;4/10/2022;4:58:29;6162,59;13,20;976,00;3509,33;222,94;151,00;1303,31
201;4/10/2022;4:59:59;4652,06;13,67;1304,36;875,22;226,47;152,38;2093,63
202;4/10/2022;5:01:29;5093,53;13,79;2528,25;765,29;153,25;140,38;1506,37
203;4/10/2022;5:02:59;4438,31;14,09;2086,25;31,33;307,65;146,44;1866,64
204;4/10/2022;5:04:29;5479,54;14,44;2595,85;733,75;197,94;245,56;1706,45
205;4/10/2022;5:05:59;5317,86;14,60;2617,40;807,33;179,94;127,67;1585,52
206;4/10/2022;5:07:29;6566,47;14,65;2384,00;2083,78;184,67;117,33;1796,69
207;4/10/2022;5:08:59;5734,37;14,69;1112,65;2734,56;141,17;114,00;1632,01
208;4/10/2022;5:10:29;6769,72;14,28;904,44;4841,22;176,97;38,50;808,59
209;4/10/2022;5:11:59;5538,22;14,73;1084,59;2018,00;353,94;297,89;1783,80
210;4/10/2022;5:13:29;3433,00;14,73;947,64;914,25;81,58;37,50;1452,02
211;4/10/2022;5:14:59;6020,71;14,53;2122,56;2559,20;36,00;38,50;1264,45
212;4/10/2022;5:16:29;5899,06;14,24;2479,88;2323,33;219,20;91,00;785,65
213;4/10/2022;5:17:59;6183,83;14,01;937,80;3585,56;90,60;77,67;1492,21
214;4/10/2022;5:19:29;8176,67;13,49;2312,40;4932,00;3,50;131,63;797,14
215;4/10/2022;5:20:59;8173,86;12,98;2486,62;4973,75;7,00;34,12;672,36
216;4/10/2022;5:22:29;7486,38;12,69;1183,20;5012,88;97,33;68,25;1124,72
217;4/10/2022;5:23:59;7743,41;12,51;1395,20;5000,22;57,64;113,00;1177,35
218;4/10/2022;5:25:29;7621,33;12,45;930,79;5016,25;142,31;141,60;1390,39
219;4/10/2022;5:26:59;8214,00;12,35;1673,38;5010,11;104,29;140,13;1286,08
220;4/10/2022;5:28:29;10466,26;11,98;4259,71;4966,11;69,50;61,00;1109,94
221;4/10/2022;5:29:59;12442,38;11,60;6259,93;5028,11;52,00;73,43;1028,90
222;4/10/2022;5:31:29;12560,75;11,67;6326,71;4235,78;220,41;127,25;1650,60
223;4/10/2022;5:32:59;11964,23;11,85;6359,31;3664,33;125,71;166,25;1648,63
224;4/10/2022;5:34:29;11746,21;11,89;6349,93;3611,56;118,77;161,25;1504,71
225;4/10/2022;5:35:59;10693,25;12,04;5061,47;3529,00;223,65;116,88;1762,26
226;4/10/2022;5:37:29;9905,13;12,19;4396,29;3631,22;150,35;112,33;1614,92
227;4/10/2022;5:38:59;9953,71;12,23;4621,25;3601,00;97,44;101,88;1532,15
228;4/10/2022;5:40:29;8568,78;12,45;2656,06;3600,00;272,00;211,11;1829,61
229;4/10/2022;5:41:59;8119,20;12,58;2775,08;3547,44;135,71;135,63;1525,35
230;4/10/2022;5:43:29;7982,06;12,68;2617,85;3594,88;143,69;111,25;1514,40
231;4/10/2022;5:44:59;6767,31;12,93;990,35;3596,56;249,63;131,44;1799,33
232;4/10/2022;5:46:29;6967,00;13,14;994,36;3673,75;283,50;140,17;1875,22
233;4/10/2022;5:47:59;6974,50;13,36;986,08;3703,00;160,79;255,89;1868,75
234;4/10/2022;5:49:29;6756,31;13,50;973,08;3688,75;205,24;142,57;1746,67
235;4/10/2022;5:50:59;6701,40;13,57;969,71;3683,13;164,13;116,67;1767,76
236;4/10/2022;5:52:29;6643,36;13,65;970,93;3684,50;130,78;112,56;1744,60
237;4/10/2022;5:53:59;6239,94;13,73;984,42;3184,13;208,81;139,89;1722,69
238;4/10/2022;5:55:29;4175,71;13,97;813,64;836,22;228,94;214,44;2082,45
239;4/10/2022;5:56:59;3203,06;14,27;143,62;600,44;264,71;154,50;2039,79
240;4/10/2022;5:58:29;2788,53;14,64;287,24;0,00;266,53;150,67;2084,09
241;4/10/2022;5:59:59;3087,38;14,86;430,86;722,00;188,00;129,33;1617,19
242;4/10/2022;6:01:29;3004,12;14,89;574,48;810,86;214,41;143,89;1260,48
243;4/10/2022;6:02:59;3553,88;14,92;718,10;914,89;111,82;193,89;1615,18
244;4/10/2022;6:04:29;3544,00;14,81;84,60;1733,25;170,50;74,00;1481,65
245;4/10/2022;6:05:59;4562,87;14,67;169,20;2584,44;119,63;79,25;1610,35
246;4/10/2022;6:07:29;5797,07;14,47;253,80;4058,33;102,73;64,20;1318,01
247;4/10/2022;6:08:59;5961,83;14,24;338,40;4157,11;243,39;196,43;1026,50
248;4/10/2022;6:10:29;3765,31;14,54;423,00;848,11;245,00;187,00;2062,20
249;4/10/2022;6:11:59;5154,41;14,50;967,33;1885,22;74,18;56,00;2171,67
250;4/10/2022;6:13:29;6117,35;14,27;1435,53;2599,38;224,46;62,57;1795,42
251;4/10/2022;6:14:59;6838,65;14,07;2574,36;1979,40;147,77;81,63;2055,50
252;4/10/2022;6:16:29;8494,00;13,58;2511,29;4583,89;19,65;55,17;1324,00
253;4/10/2022;6:17:59;8539,88;12,91;2498,27;4626,75;39,30;125,00;1250,56
254;4/10/2022;6:19:29;9197,88;12,49;2515,75;4990,00;58,95;44,00;1589,18
255;4/10/2022;6:20:59;9576,65;12,30;2529,71;5022,00;78,60;88,00;1858,34
256;4/10/2022;6:22:29;9783,50;12,16;2556,91;5027,80;174,39;92,33;1932,07
257;4/10/2022;6:23:59;9401,00;12,15;1916,92;5064,63;119,13;168,63;2131,70
258;4/10/2022;6:25:29;12021,33;11,77;5131,17;4962,70;45,67;126,60;1755,20
259;4/10/2022;6:26:59;13438,25;11,56;6260,77;5043,78;161,30;79,14;1893,26
260;4/10/2022;6:28:29;13661,38;11,69;6323,38;5072,75;188,29;114,83;1962,12
261;4/10/2022;6:29:59;13155,20;11,78;5746,46;5128,10;140,88;129,75;2010,01
262;4/10/2022;6:31:29;9520,65;12,35;984,69;5103,13;267,94;258,13;2906,77
263;4/10/2022;6:32:59;11634,56;11,99;5257,67;4623,67;109,83;107,60;1535,79
264;4/10/2022;6:34:29;12479,20;11,86;5381,19;5067,67;118,53;138,78;1773,04
265;4/10/2022;6:35:59;11962,41;11,99;4688,38;5088,11;117,58;108,44;1959,90
266;4/10/2022;6:37:29;10544,11;12,08;3178,27;5012,33;177,93;93,37;2082,20
267;4/10/2022;6:38:59;10763,12;11,96;3904,06;4854,00;154,87;195,50;1654,69
268;4/10/2022;6:40:29;7638,29;12,42;988,60;3651,50;302,05;175,00;2521,14
269;4/10/2022;6:41:59;7068,13;12,62;965,47;3512,00;238,37;123,88;2228,42
270;4/10/2022;6:43:29;7731,40;12,61;2106,83;3513,33;158,87;87,78;1864,59
271;4/10/2022;6:44:59;8893,76;12,36;3564,68;3596,45;89,10;103,33;1540,19
272;4/10/2022;6:46:29;7653,25;12,51;1455,94;3642,62;224,50;215,11;2115,07
273;4/10/2022;6:47:59;7289,50;12,63;2745,38;2447,11;168,60;123,11;1805,29
274;4/10/2022;6:49:29;5088,56;13,06;1525,50;805,67;194,59;136,22;2426,58
275;4/10/2022;6:50:59;4819,88;13,31;1507,47;500,13;303,44;118,75;2390,10
276;4/10/2022;6:52:29;4637,44;13,54;1766,73;512,00;206,53;131,00;2021,17
277;4/10/2022;6:53:59;4558,73;13,66;971,46;814,44;204,94;205,22;2362,66
278;4/10/2022;6:55:29;5476,93;13,66;952,92;2114,88;210,94;103,56;2094,64
279;4/10/2022;6:56:59;5249,94;13,68;643,75;2589,33;137,87;117,44;1761,54
280;4/10/2022;6:58:29;5710,50;13,61;192,67;3295,56;74,93;89,33;2058,02
281;4/10/2022;6:59:59;5679,76;13,57;385,33;3261,00;247,00;108,13;1678,31
282;4/10/2022;7:01:29;4038,93;13,95;578,00;843,29;209,07;203,00;2205,58
283;4/10/2022;7:02:59;5701,00;13,94;967,15;2357,33;76,31;111,25;2188,95
284;4/10/2022;7:04:29;6036,83;13,89;943,73;2825,63;215,17;93,11;1959,20
285;4/10/2022;7:05:59;5681,56;13,91;953,19;2456,00;251,64;90,14;1930,60
286;4/10/2022;7:07:29;7377,83;13,63;896,20;4936,00;62,40;146,20;1337,03
287;4/10/2022;7:08:59;7571,21;13,29;894,64;5018,00;196,43;161,33;1300,81
288;4/10/2022;7:10:29;7928,38;13,14;935,18;5060,78;137,71;118,63;1676,08
289;4/10/2022;7:11:59;7882,65;13,07;926,00;5031,78;106,00;108,33;1710,54
290;4/10/2022;7:13:29;8177,93;12,92;924,33;5007,13;196,29;89,78;1960,40
291;4/10/2022;7:14:59;8196,00;12,85;928,20;5008,86;118,90;123,63;2016,42
292;4/10/2022;7:16:29;8148,60;12,75;923,38;5006,78;96,22;134,56;1987,67
293;4/10/2022;7:17:59;8207,00;12,82;961,13;4618,11;215,67;116,86;2295,24
294;4/10/2022;7:19:29;7438,17;13,12;860,46;3702,22;237,56;138,00;2499,93
295;4/10/2022;7:20:59;7018,69;13,37;148,53;4280,11;127,67;117,00;2345,38
296;4/10/2022;7:22:29;7100,75;13,15;297,07;4991,22;107,82;87,11;1617,53
297;4/10/2022;7:23:59;7036,43;12,86;445,60;4995,44;101,18;91,00;1403,20
298;4/10/2022;7:25:29;7003,47;12,68;594,13;4984,11;15,50;121,88;1287,85
299;4/10/2022;7:26:59;7554,25;12,49;742,67;4982,57;134,29;52,00;1642,73
300;4/10/2022;7:28:29;8060,62;12,32;909,00;5020,67;145,14;89,67;1896,14
301;4/10/2022;7:29:59;8268,42;12,25;918,42;5021,20;91,50;150,11;2087,19
