indice;Date ;Time;FQI161;PIR161;FQI165;FQI169;FQI177;FQI173;FQI151
1;19/10/2022;0:00:00;8602,65;12,84;2520,94;4965,20;0,00;0,00;1116,50
2;19/10/2022;0:01:29;9192,29;12,39;2559,67;4991,89;42,05;27,00;1571,69
3;19/10/2022;0:02:59;9722,81;12,26;2595,71;5031,00;84,09;97,20;1914,81
4;19/10/2022;0:04:29;9827,85;12,20;2586,42;5031,38;126,14;105,89;1978,03
5;19/10/2022;0:05:59;10409,40;12,06;2832,00;5023,75;168,18;197,00;2188,47
6;19/10/2022;0:07:29;12901,84;11,79;6252,00;4650,70;146,12;86,17;1766,86
7;19/10/2022;0:08:59;12439,35;11,88;6320,29;3672,00;221,43;124,20;2101,43
8;19/10/2022;0:10:29;13374,35;11,63;6266,94;5015,75;150,00;85,29;1856,38
9;19/10/2022;0:11:59;13566,50;11,58;6272,64;5028,88;29,67;110,25;2125,07
10;19/10/2022;0:13:29;13806,87;11,55;6291,67;5042,38;89,07;191,56;2192,20
11;19/10/2022;0:14:59;13779,27;11,57;6310,33;5055,63;180,75;125,38;2107,18
12;19/10/2022;0:16:29;11943,28;11,96;4302,80;4600,10;254,54;141,11;2644,73
13;19/10/2022;0:17:59;12032,29;11,90;6276,77;3575,56;142,10;96,10;1941,76
14;19/10/2022;0:19:29;12168,81;11,88;6304,85;3473,22;123,69;139,00;2128,05
15;19/10/2022;0:20:59;10589,89;12,23;6430,07;1121,13;205,94;215,67;2617,09
16;19/10/2022;0:22:29;8304,39;12,82;4139,88;606,20;355,61;193,67;3009,03
17;19/10/2022;0:23:59;6713,61;13,58;2842,87;628,60;234,35;186,50;2821,29
18;19/10/2022;0:25:29;6312,27;13,87;2589,50;850,56;173,64;135,86;2562,71
19;19/10/2022;0:26:59;6900,71;13,79;2115,75;2147,40;113,50;90,80;2433,26
20;19/10/2022;0:28:29;7405,85;13,46;2752,21;2509,22;9,00;144,89;1990,52
21;19/10/2022;0:29:59;6640,81;13,54;1098,53;2919,00;116,20;107,00;2400,08
22;19/10/2022;0:31:29;5572,29;14,08;996,06;1076,11;359,71;172,89;2967,53
23;19/10/2022;0:32:59;5551,07;14,28;977,53;1646,33;142,30;116,89;2668,01
24;19/10/2022;0:34:29;6770,56;14,34;984,92;2787,22;162,33;150,67;2685,41
25;19/10/2022;0:35:59;6303,22;14,55;857,10;2657,50;232,50;211,67;2344,46
26;19/10/2022;0:37:29;5035,50;14,75;175,02;2420,78;115,69;153,38;2170,64
27;19/10/2022;0:38:59;6679,33;14,72;350,04;4381,44;124,17;88,67;1735,02
28;19/10/2022;0:40:29;6790,27;14,50;525,05;5045,88;113,17;56,43;1049,74
29;19/10/2022;0:41:59;6932,33;14,23;700,07;5067,56;57,00;199,00;908,71
30;19/10/2022;0:43:29;7851,60;14,11;875,09;5054,00;132,76;155,56;1634,19
31;19/10/2022;0:44:59;7923,07;13,98;1101,09;5050,22;0,00;85,50;1686,26
32;19/10/2022;0:46:29;8256,13;13,48;2441,53;4979,50;35,69;0,00;799,40
33;19/10/2022;0:47:59;8343,44;12,91;2537,12;4993,33;71,38;81,00;660,62
34;19/10/2022;0:49:29;8742,06;12,56;2458,53;4991,67;107,06;162,00;1022,80
35;19/10/2022;0:50:59;9239,14;12,39;2554,93;4997,78;142,75;155,67;1388,01
36;19/10/2022;0:52:29;8215,61;12,69;2462,50;3233,00;252,56;149,44;2118,11
37;19/10/2022;0:53:59;9836,82;12,30;6111,40;2855,22;0,00;2,00;868,20
38;19/10/2022;0:55:29;9240,28;12,39;3550,06;3382,00;461,00;221,29;1625,94
39;19/10/2022;0:56:59;7283,94;13,25;1013,14;3083,22;209,32;209,11;2769,15
40;19/10/2022;0:58:29;7762,39;13,33;2396,94;3486,78;48,85;160,89;1668,94
41;19/10/2022;0:59:59;7720,00;13,44;2471,56;2983,11;328,65;114,25;1822,43
42;19/10/2022;1:01:29;8571,28;12,94;4456,71;3191,22;74,00;15,80;833,55
43;19/10/2022;1:02:59;9363,39;12,36;6278,76;2154,00;5,50;10,00;915,13
44;19/10/2022;1:04:29;11414,78;11,92;6297,71;4200,20;11,00;228,00;677,86
45;19/10/2022;1:05:59;10845,72;12,10;6367,13;2320,67;102,07;194,67;1861,18
46;19/10/2022;1:07:29;10505,72;12,09;6316,24;2378,11;157,06;105,44;1548,87
47;19/10/2022;1:08:59;9394,65;12,40;6022,67;823,78;185,78;137,43;2225,00
48;19/10/2022;1:10:29;7406,28;13,02;3540,29;608,56;327,24;209,25;2720,94
49;19/10/2022;1:11:59;7529,11;13,44;4653,19;635,00;220,06;170,78;1850,09
50;19/10/2022;1:13:29;7229,69;13,57;4429,44;793,44;83,31;217,89;1705,60
51;19/10/2022;1:14:59;7206,20;13,43;4613,71;1024,11;68,64;82,22;1417,52
52;19/10/2022;1:16:29;8007,44;13,07;4300,43;2496,00;137,27;41,67;1032,07
