Fecha;Time;FQI161;PIR161;FQI165;FQI169;FQI177;FQI173
9/28/2022;08:17:59;12.327,88;11,85;5.336,53;5.154,22;309,83;158,63
9/28/2022;08:19:29;11.970,33;11,78;5.434,47;4.925,89;84,00;85,00
9/28/2022;08:20:59;11.740,81;11,73;4.642,63;5.021,78;164,18;145,44
9/28/2022;08:22:29;11.453,39;11,75;4.334,33;5.053,33;89,60;136,30
9/28/2022;08:23:59;11.508,80;11,74;4.536,88;4.801,71;187,58;142,38
9/28/2022;08:25:29;10.814,50;11,86;4.120,53;4.567,44;173,67;120,78
9/28/2022;08:26:59;8.652,00;12,19;2.777,33;3.652,00;140,67;149,00
9/28/2022;08:28:29;7.994,50;12,33;2.097,77;3.552,75;225,41;209,56
9/28/2022;08:29:59;6.901,00;12,54;998,70;3.576,78;129,47;117,50
9/28/2022;08:31:29;6.813,00;12,65;984,67;3.526,88;197,93;108,67
9/28/2022;08:32:59;6.726,50;12,70;970,07;3.571,38;103,29;105,17
9/28/2022;08:34:29;6.668,21;12,76;985,69;3.577,33;123,93;109,43
9/28/2022;08:35:59;6.646,53;12,82;973,00;3.641,78;173,73;99,25
9/28/2022;08:37:29;5.968,79;12,95;420,00;3.678,67;138,08;118,75
9/28/2022;08:38:59;6.318,23;13,02;941,55;3.639,11;167,12;93,63
9/28/2022;08:40:29;6.380,46;13,02;971,45;3.603,56;101,80;98,89
9/28/2022;08:41:59;4.688,63;13,36;1.324,80;906,13;188,62;133,67
9/28/2022;08:43:29;5.487,50;13,44;2.573,27;781,78;225,61;93,00
9/28/2022;08:44:59;5.220,06;13,62;2.638,00;430,00;211,06;107,88
9/28/2022;08:46:29;5.200,93;13,81;2.544,19;276,00;258,65;123,88
9/28/2022;08:47:59;5.538,81;13,83;2.572,07;798,67;90,50;174,33
9/28/2022;08:49:29;6.881,11;13,64;4.080,18;1.112,13;117,54;143,13
9/28/2022;08:50:59;8.445,89;12,68;5.839,50;2.428,50;118,73;90,17
9/28/2022;08:52:29;6.740,80;13,20;1.077,08;2.753,88;237,46;180,33
9/28/2022;08:53:59;5.766,61;13,86;1.602,12;1.475,89;358,61;171,44
9/28/2022;08:55:29;5.632,93;14,11;2.570,23;892,75;178,00;125,20
9/28/2022;08:56:59;6.652,75;14,11;2.521,20;2.513,56;79,27;84,87
9/28/2022;08:58:29;7.092,44;13,88;2.917,22;2.773,30;193,38;59,14
9/28/2022;08:59:59;8.195,59;13,03;6.101,33;1.716,50;15,50;24,08
9/28/2022;09:01:29;10.829,82;11,99;6.241,72;4.434,60;31,00;48,17
9/28/2022;09:02:59;12.254,33;11,62;6.249,47;4.991,88;46,50;72,25
9/28/2022;09:04:29;13.063,41;11,70;6.250,71;5.058,56;62,00;114,11
9/28/2022;09:05:59;11.708,17;11,94;4.462,94;5.036,78;361,90;160,40
9/28/2022;09:07:29;12.670,29;11,71;6.270,00;5.005,44;78,82;83,44
9/28/2022;09:08:59;12.159,71;11,84;5.037,06;5.080,56;252,06;121,78
9/28/2022;09:10:29;11.467,00;11,98;4.505,44;5.101,00;160,33;109,10
9/28/2022;09:11:59;10.957,07;11,93;4.496,33;5.010,75;53,75;83,88
9/28/2022;09:13:29;10.296,33;11,94;4.593,81;4.042,75;191,63;104,33
9/28/2022;09:14:59;8.691,00;12,17;3.366,83;3.581,89;147,06;113,78
9/28/2022;09:16:29;7.840,36;12,30;4.480,50;1.297,11;225,19;106,44
9/28/2022;09:17:59;7.476,47;12,44;2.033,17;3.592,89;154,81;92,44
9/28/2022;09:19:29;7.635,12;12,43;2.596,08;3.512,63;121,39;99,44
9/28/2022;09:20:59;6.653,07;12,62;999,92;3.602,44;238,00;118,78
9/28/2022;09:22:29;7.559,22;12,52;2.448,36;3.541,25;72,08;61,75
9/28/2022;09:23:59;8.647,82;12,30;3.731,00;3.568,22;133,93;82,00
9/28/2022;09:25:29;7.804,39;12,38;2.572,56;3.562,88;173,19;99,38
9/28/2022;09:26:59;6.632,20;12,63;970,07;3.604,11;164,94;126,44
9/28/2022;09:28:29;6.477,19;12,75;981,69;3.592,00;219,84;111,14
9/28/2022;09:29:59;9.300,33;12,35;5.268,94;3.557,78;49,50;68,50
9/28/2022;09:31:29;7.171,11;12,56;1.554,19;3.686,56;198,11;131,67
9/28/2022;09:32:59;5.304,18;12,92;1.046,92;2.141,22;282,25;165,71
9/28/2022;09:34:29;3.570,00;13,53;607,40;867,00;252,33;161,33
9/28/2022;09:35:59;3.879,00;13,84;824,86;1.223,25;244,11;107,75
9/28/2022;09:37:29;6.056,94;13,72;950,43;3.620,44;165,40;48,75
9/28/2022;09:38:59;5.740,94;13,65;1.944,50;2.267,00;154,10;83,33
9/28/2022;09:40:29;5.071,38;13,73;2.602,21;778,50;173,78;109,67
9/28/2022;09:41:59;4.735,00;13,96;2.572,21;27,60;175,23;133,86
9/28/2022;09:43:29;5.335,06;14,22;2.560,81;797,50;248,41;131,56
9/28/2022;09:44:59;6.839,33;13,90;4.986,19;414,89;92,29;80,80
9/28/2022;09:46:29;8.548,44;12,97;6.266,29;2.096,33;55,75;29,92
9/28/2022;09:47:59;9.506,35;12,20;6.282,69;2.404,44;111,50;59,83
9/28/2022;09:49:29;10.417,33;11,96;6.312,93;2.598,00;167,25;89,75
9/28/2022;09:50:59;11.417,67;11,79;6.335,81;3.479,22;223,00;179,00
9/28/2022;09:52:29;9.763,00;12,17;6.409,06;782,14;278,56;218,00
9/28/2022;09:53:59;9.700,94;12,16;6.338,20;1.914,78;101,64;80,00
9/28/2022;09:55:29;10.142,53;11,99;6.275,17;2.518,88;178,00;78,78
9/28/2022;09:56:59;9.181,28;12,28;4.681,94;2.291,33;258,00;147,20
9/28/2022;09:58:29;9.036,41;12,23;4.638,47;3.057,44;101,91;58,67
9/28/2022;09:59:59;10.285,39;11,83;4.332,37;4.975,22;69,50;19,75
9/28/2022;10:01:29;9.933,83;11,79;3.257,81;5.020,78;191,10;102,56
9/28/2022;10:02:59;11.236,63;11,59;4.593,46;5.016,38;128,67;201,89
9/28/2022;10:04:29;11.376,23;11,57;4.557,82;5.031,78;115,19;117,56
9/28/2022;10:05:59;11.366,86;11,56;4.650,64;5.034,63;136,25;120,29
9/28/2022;10:07:29;10.489,89;11,70;3.477,44;5.089,50;163,00;133,00
9/28/2022;10:08:59;9.665,07;11,85;2.770,08;5.058,89;112,50;108,57
9/28/2022;10:10:29;7.896,00;12,11;1.889,63;3.745,78;263,39;138,10
9/28/2022;10:11:59;7.996,35;12,19;2.477,46;3.594,56;74,25;92,13
9/28/2022;10:13:29;8.416,80;12,14;2.785,64;3.554,71;154,89;221,00
9/28/2022;10:14:59;7.508,29;12,28;1.791,38;3.535,38;137,59;132,25
9/28/2022;10:16:29;6.878,86;12,44;968,67;3.621,33;186,00;115,63
9/28/2022;10:17:59;6.719,85;12,54;975,36;3.606,67;133,00;107,86
9/28/2022;10:19:29;6.603,62;12,62;966,55;3.503,00;121,25;105,86
9/28/2022;10:20:59;6.567,25;12,69;877,92;3.565,67;180,11;102,88
9/28/2022;10:22:29;5.896,29;12,85;0,00;3.578,44;134,94;119,38
9/28/2022;10:23:59;6.279,79;12,90;886,20;3.623,38;170,81;222,11
9/28/2022;10:25:29;6.562,31;12,87;937,63;3.636,11;85,50;143,89
9/28/2022;10:26:59;7.516,08;12,71;1.697,00;3.582,67;60,40;59,00
9/28/2022;10:28:29;7.877,11;12,55;2.588,33;3.347,00;138,13;91,13
9/28/2022;10:29:59;6.260,50;12,88;2.578,36;823,44;177,35;136,56
9/28/2022;10:31:29;6.213,33;13,14;2.561,92;799,13;217,33;125,25
9/28/2022;10:32:59;5.695,00;13,40;2.442,78;485,78;193,59;136,11
9/28/2022;10:34:29;7.459,79;13,17;5.670,41;95,33;70,15;130,13
9/28/2022;10:35:59;5.268,33;13,65;1.804,27;190,67;410,88;294,50
9/28/2022;10:37:29;4.541,28;14,19;1.340,44;286,00;185,44;152,11
9/28/2022;10:38:59;5.803,25;14,28;2.556,23;830,89;108,63;106,00
9/28/2022;10:40:29;5.775,41;14,39;2.552,89;811,30;202,72;115,90
9/28/2022;10:41:59;6.593,69;14,03;3.595,24;1.507,56;73,70;65,33
9/28/2022;10:43:29;8.743,29;12,77;6.230,67;2.315,89;9,30;84,40
9/28/2022;10:44:59;9.045,67;12,32;6.324,33;1.115,56;18,60;168,80
9/28/2022;10:46:29;8.966,56;12,17;6.317,15;786,13;27,90;153,33
9/28/2022;10:47:59;10.118,19;11,83;6.285,20;2.273,87;37,20;44,00
9/28/2022;10:49:29;10.676,11;11,70;6.285,93;2.549,13;128,44;86,63
9/28/2022;10:50:59;8.881,82;11,93;4.747,59;1.808,56;294,53;110,67
9/28/2022;10:52:29;11.891,13;11,51;6.220,31;4.113,44;47,00;18,33
9/28/2022;10:53:59;12.718,61;11,59;5.188,20;5.042,56;209,24;116,67
9/28/2022;10:55:29;12.130,60;11,62;4.687,31;5.049,75;107,61;155,80
9/28/2022;10:56:59;11.966,00;11,65;4.335,40;5.047,00;231,59;201,38
9/28/2022;10:58:29;11.943,47;11,65;4.625,58;5.045,44;146,28;117,78
9/28/2022;10:59:59;11.578,33;11,72;4.036,77;5.090,33;232,56;107,11
9/28/2022;11:01:29;10.138,47;11,93;2.752,31;5.066,89;228,11;111,50
9/28/2022;11:02:59;9.338,13;12,08;2.158,92;5.053,00;177,38;117,17
9/28/2022;11:04:29;8.130,71;12,30;1.262,00;4.757,22;284,19;110,00
9/28/2022;11:05:59;6.926,38;12,52;971,93;3.632,25;188,69;219,00
9/28/2022;11:07:29;6.835,00;12,64;978,07;3.637,63;208,25;160,63
9/28/2022;11:08:59;6.623,44;12,74;972,82;3.501,13;210,44;104,25
9/28/2022;11:10:29;6.614,71;12,81;964,37;3.582,00;158,19;101,29
9/28/2022;11:11:59;6.257,64;12,93;699,43;3.553,00;274,75;110,63
9/28/2022;11:13:29;5.951,27;13,08;759,67;3.569,89;173,06;99,57
9/28/2022;11:14:59;6.470,80;13,06;962,60;3.554,89;146,73;92,25
9/28/2022;11:16:29;7.444,59;12,99;1.843,43;3.604,78;191,88;219,89
9/28/2022;11:17:59;7.917,53;12,80;2.570,23;3.609,50;100,46;127,00
9/28/2022;11:19:29;8.133,06;12,76;2.537,06;3.633,67;192,50;89,00
9/28/2022;11:20:59;8.282,67;12,83;2.540,81;3.643,00;193,65;96,50
9/28/2022;11:22:29;7.234,71;12,97;2.332,31;2.902,78;232,06;120,89
9/28/2022;11:23:59;7.358,50;13,09;4.606,94;673,44;181,31;87,14
9/28/2022;11:25:29;7.639,82;12,98;4.899,33;807,50;329,00;195,00
9/28/2022;11:26:59;4.966,33;13,65;1.028,44;883,78;337,94;166,89
9/28/2022;11:28:29;5.264,31;13,92;2.048,46;797,78;421,94;133,00
9/28/2022;11:29:59;5.394,00;13,80;2.518,56;750,13;232,43;222,22
9/28/2022;11:31:29;5.292,79;13,66;2.523,06;751,22;193,29;86,11
9/28/2022;11:32:59;6.035,28;13,42;3.457,73;586,67;107,64;51,29
9/28/2022;11:34:29;8.031,00;12,79;6.289,06;615,50;85,50;25,24
9/28/2022;11:35:59;8.284,25;12,37;6.315,47;686,90;99,09;50,48
9/28/2022;11:37:29;8.629,73;12,15;6.321,47;710,56;153,81;75,71
9/28/2022;11:38:59;7.600,83;12,25;4.096,14;841,60;268,25;117,89
9/28/2022;11:40:29;11.051,05;11,74;6.215,06;3.607,30;30,67;0,00
9/28/2022;11:41:59;12.211,53;11,52;5.409,93;5.018,70;135,69;114,83
9/28/2022;11:43:29;11.393,71;11,62;4.334,00;5.019,75;190,47;237,00
9/28/2022;11:44:59;10.272,24;11,78;3.084,13;4.756,11;263,60;122,00
9/28/2022;11:46:29;10.401,18;11,80;3.103,20;5.061,00;209,94;108,44
9/28/2022;11:47:59;10.035,80;11,88;2.778,27;5.073,78;232,47;98,71
9/28/2022;11:49:29;9.203,27;12,02;2.041,69;4.920,56;179,00;102,78
9/28/2022;11:50:59;9.393,79;12,03;2.533,36;5.013,00;211,00;89,89
9/28/2022;11:52:29;6.883,89;12,43;1.016,69;3.079,20;230,56;139,43
9/28/2022;11:53:59;7.050,19;12,51;721,00;4.613,00;261,53;114,10
9/28/2022;11:55:29;5.746,94;12,81;470,50;3.547,44;274,47;144,50
9/28/2022;11:56:59;4.372,77;13,30;1.040,40;858,00;253,31;292,11
9/28/2022;11:58:29;4.787,00;13,54;1.879,57;784,67;278,20;127,89
9/28/2022;11:59:59;5.330,29;13,66;2.603,00;801,86;185,17;109,60
9/28/2022;12:01:29;5.644,00;13,75;2.539,60;1.054,17;205,36;88,44
9/28/2022;12:02:59;6.362,38;13,67;2.524,31;2.173,67;179,44;73,13
9/28/2022;12:04:29;7.234,27;13,50;4.016,73;1.893,11;137,42;75,43
9/28/2022;12:05:59;7.955,25;12,95;6.322,50;655,25;102,09;118,70
9/28/2022;12:07:29;7.096,41;13,08;3.972,00;849,30;280,65;237,40
9/28/2022;12:08:59;5.086,38;13,94;1.055,40;894,63;302,94;273,50
9/28/2022;12:10:29;4.820,69;14,46;1.852,56;310,00;271,17;275,56
9/28/2022;12:11:59;4.775,69;14,78;2.535,00;133,79;174,74;133,20
9/28/2022;12:13:29;4.398,39;14,95;2.415,00;267,58;227,82;108,00
9/28/2022;12:14:59;5.936,35;14,62;4.875,11;401,38;34,50;50,33
9/28/2022;12:16:29;7.563,59;14,05;6.308,80;535,17;8,52;24,25
9/28/2022;12:17:59;8.152,18;13,72;6.350,08;712,43;17,04;48,50
9/28/2022;12:19:29;9.766,50;12,73;6.230,19;3.591,22;25,56;72,75
9/28/2022;12:20:59;11.469,76;11,85;6.227,31;4.988,25;34,08;97,00
9/28/2022;12:22:29;11.119,78;11,78;4.612,80;5.014,44;42,60;214,90
9/28/2022;12:23:59;12.632,60;11,55;6.250,44;5.013,11;128,89;70,14
9/28/2022;12:25:29;12.497,83;11,68;5.569,13;5.062,67;121,44;110,89
9/28/2022;12:26:59;11.576,23;11,78;4.661,67;5.080,89;154,00;93,00
9/28/2022;12:28:29;11.173,35;11,85;4.082,53;5.064,67;97,94;102,50
9/28/2022;12:29:59;11.311,19;11,84;4.646,92;5.041,25;78,93;86,43
9/28/2022;12:31:29;11.140,35;11,86;4.196,33;5.046,22;173,94;99,78
9/28/2022;12:32:59;10.899,31;11,92;4.308,18;5.058,11;180,25;124,75
9/28/2022;12:34:29;8.507,33;12,32;957,40;5.063,22;218,88;276,75
9/28/2022;12:35:59;7.945,53;12,46;967,87;5.043,00;168,22;127,56
9/28/2022;12:37:29;7.781,29;12,55;957,80;5.029,43;109,47;117,29
9/28/2022;12:38:59;7.791,60;12,59;940,21;5.022,29;184,60;113,63
9/28/2022;12:40:29;7.999,41;12,58;1.386,29;4.994,00;78,06;93,70
9/28/2022;12:41:59;7.844,00;12,64;950,09;5.017,13;151,18;137,75
9/28/2022;12:43:29;8.026,67;12,61;1.276,93;4.990,78;100,94;129,33
9/28/2022;12:44:59;8.381,17;12,57;2.423,75;4.495,89;173,89;152,38
9/28/2022;12:46:29;9.335,94;12,40;4.365,13;3.519,89;154,44;213,00
9/28/2022;12:47:59;7.093,41;12,70;988,80;3.703,33;179,73;139,50
9/28/2022;12:49:29;6.704,53;12,95;982,50;3.655,25;140,92;139,71
9/28/2022;12:50:59;6.177,00;13,24;506,67;3.682,44;252,83;133,67
9/28/2022;12:52:29;6.446,53;13,53;893,33;3.683,89;132,69;122,56
9/28/2022;12:53:59;6.603,33;13,67;975,73;3.675,33;128,00;114,50
9/28/2022;12:55:29;6.628,57;13,77;973,29;3.675,86;214,67;107,50
9/28/2022;12:56:59;7.244,00;13,76;2.157,00;3.629,44;87,50;90,50
9/28/2022;12:58:29;6.197,31;13,97;2.651,93;1.247,88;187,13;284,11
9/28/2022;12:59:59;5.718,29;14,31;2.593,12;853,88;269,06;138,89
9/28/2022;13:01:29;4.707,07;14,68;1.805,33;698,22;195,37;143,89
9/28/2022;13:02:59;3.313,72;15,09;1.055,20;1,50;179,78;135,63
9/28/2022;13:04:29;2.897,00;15,23;1.020,47;9,50;225,12;107,75
9/28/2022;13:05:59;2.781,33;15,29;1.028,50;19,00;115,00;97,50
9/28/2022;13:07:29;3.432,90;15,28;1.014,67;796,38;52,17;70,63
9/28/2022;13:08:59;4.389,73;15,08;2.263,36;745,40;156,62;32,00
9/28/2022;13:10:29;5.525,81;14,91;2.542,00;1.419,00;39,63;221,50
9/28/2022;13:11:59;6.256,17;14,14;3.783,06;2.395,89;37,13;37,67
9/28/2022;13:13:29;9.997,78;13,11;6.266,38;3.430,89;74,27;58,38
9/28/2022;13:14:59;11.382,12;12,24;6.259,08;4.925,44;111,40;116,76
9/28/2022;13:16:29;10.526,29;12,15;5.087,07;3.610,67;148,53;175,14
9/28/2022;13:17:59;9.078,07;12,58;6.339,71;773,33;185,67;115,50
9/28/2022;13:19:29;8.935,71;12,68;6.382,23;772,14;146,17;104,29
9/28/2022;13:20:59;8.950,07;12,72;6.396,69;772,22;223,07;101,89
9/28/2022;13:22:29;8.040,27;12,97;4.878,46;842,00;430,59;283,75
9/28/2022;13:23:59;8.483,35;13,02;6.140,20;683,75;293,28;104,63
9/28/2022;13:25:29;8.160,41;13,17;4.917,69;814,88;309,00;130,29
9/28/2022;13:26:59;7.189,87;13,85;3.565,24;936,50;337,19;195,88
9/28/2022;13:28:29;5.147,28;14,82;1.091,13;929,44;360,28;183,22
9/28/2022;13:29:59;5.817,94;14,67;3.866,76;674,89;64,20;300,00
9/28/2022;13:31:29;4.858,35;14,95;1.308,33;872,67;232,35;190,88
9/28/2022;13:32:59;3.825,73;15,08;1.021,82;821,86;148,31;107,11
9/28/2022;13:34:29;4.980,06;14,92;2.235,80;727,25;117,90;171,67
9/28/2022;13:35:59;5.613,25;14,80;2.837,40;795,67;108,53;155,78
9/28/2022;13:37:29;7.836,71;14,09;5.118,00;1.903,89;44,75;41,00
9/28/2022;13:38:59;7.638,89;13,70;2.142,00;3.827,22;314,80;240,00
9/28/2022;13:40:29;6.352,63;14,59;1.351,33;1.348,10;355,35;173,40
9/28/2022;13:41:59;6.474,29;14,08;851,07;4.886,56;2,50;0,00
9/28/2022;13:43:29;7.991,06;13,71;967,47;5.089,11;145,50;112,67
9/28/2022;13:44:59;8.328,53;13,86;993,50;5.088,00;130,13;102,29
9/28/2022;13:46:29;7.579,47;13,71;828,71;4.982,89;61,89;183,89
9/28/2022;13:47:59;8.010,24;13,84;0,00;5.103,00;298,93;238,90
9/28/2022;13:49:29;7.501,24;14,10;22,80;5.082,56;127,63;113,10
9/28/2022;13:50:59;6.754,12;13,99;45,60;5.007,22;91,07;53,67
9/28/2022;13:52:29;7.540,10;14,03;68,40;5.073,00;171,83;119,44
9/28/2022;13:53:59;7.369,36;14,23;91,20;5.081,13;116,53;107,50
9/28/2022;13:55:29;6.531,50;14,44;114,00;4.052,44;343,59;134,00
9/28/2022;13:56:59;5.776,23;14,69;145,50;3.690,78;114,93;109,70
9/28/2022;13:58:29;6.138,94;14,69;291,00;3.691,33;163,47;180,89
9/28/2022;13:59:59;6.183,25;14,57;970,82;3.525,44;158,56;166,50
9/28/2022;14:01:29;6.693,12;14,44;1.162,43;3.633,00;90,23;59,44
9/28/2022;14:02:59;6.523,94;14,35;1.253,43;3.609,33;151,25;76,57
9/28/2022;14:04:29;6.560,33;13,72;2.473,50;3.532,00;16,30;16,50
9/28/2022;14:05:59;6.809,00;13,09;2.454,46;3.447,78;32,60;33,00
9/28/2022;14:07:29;7.350,06;12,66;2.480,44;3.512,88;48,90;49,50
9/28/2022;14:08:59;7.774,80;12,47;2.553,36;3.559,33;65,20;66,00
9/28/2022;14:10:29;8.743,11;12,31;3.114,17;3.512,70;81,50;67,25
9/28/2022;14:11:59;9.967,41;11,98;4.499,36;3.543,50;51,69;196,89
9/28/2022;14:13:29;10.199,54;11,92;4.531,31;3.608,83;114,18;130,63
9/28/2022;14:14:59;10.302,20;11,89;4.530,81;3.621,11;169,44;88,25
9/28/2022;14:16:29;11.153,06;11,73;5.558,73;3.577,78;123,64;84,88
9/28/2022;14:17:59;11.930,88;11,57;6.261,94;3.612,89;29,80;80,75
9/28/2022;14:19:29;12.255,79;11,54;6.284,41;3.617,14;126,67;92,67
9/28/2022;14:20:59;11.015,28;11,81;4.711,23;3.574,67;247,79;133,78
9/28/2022;14:22:29;8.060,67;12,47;3.988,86;817,33;196,94;161,00
9/28/2022;14:23:59;7.773,50;12,67;4.429,50;515,50;236,39;569,60
9/28/2022;14:25:29;7.558,25;12,81;4.572,41;334,00;219,28;254,56
9/28/2022;14:26:59;7.371,53;12,86;3.861,67;806,11;159,81;127,22
9/28/2022;14:28:29;6.806,73;13,23;1.976,29;1.860,89;276,67;136,56
9/28/2022;14:29:59;6.705,38;13,28;1.909,86;2.644,14;170,33;116,37
9/28/2022;14:31:29;7.302,06;13,38;933,40;4.077,22;167,57;98,17
9/28/2022;14:32:59;7.301,50;13,25;231,00;4.923,78;160,35;102,56
9/28/2022;14:34:29;5.934,71;14,04;1.096,80;1.678,67;361,00;259,11
9/28/2022;14:35:59;4.758,19;14,66;1.045,13;870,00;207,60;161,63
9/28/2022;14:37:29;4.605,67;14,92;1.044,00;862,78;328,17;205,33
9/28/2022;14:38:59;4.650,07;14,91;963,36;1.854,38;130,00;194,50
9/28/2022;14:40:29;5.200,78;14,59;970,17;2.642,18;164,33;79,00
9/28/2022;14:41:59;5.743,62;14,90;1.057,87;1.956,78;338,41;146,63
9/28/2022;14:43:29;6.287,85;14,52;875,50;4.441,89;101,33;8,50
9/28/2022;14:44:59;7.623,61;13,82;1.461,63;4.977,00;25,00;0,00
9/28/2022;14:46:29;8.948,39;13,21;2.508,87;4.983,90;20,50;19,00
9/28/2022;14:47:59;8.706,65;12,65;2.307,21;4.959,22;41,00;38,00
9/28/2022;14:49:29;9.320,33;12,32;2.511,93;4.993,00;166,79;57,00
9/28/2022;14:50:59;8.168,47;12,66;3.588,13;2.156,22;333,59;288,22
9/28/2022;14:52:29;7.497,11;13,18;4.627,00;4,00;214,50;171,67
9/28/2022;14:53:59;7.247,59;13,39;5.105,80;200,16;174,37;89,25
9/28/2022;14:55:29;8.101,78;13,06;6.338,92;400,33;55,13;25,40
9/28/2022;14:56:59;8.762,53;12,72;6.340,31;600,50;64,29;43,43
9/28/2022;14:58:29;11.899,61;11,86;6.223,47;4.704,44;128,57;30,00
9/28/2022;14:59:59;10.952,94;11,95;4.869,47;3.476,00;192,86;152,40
9/28/2022;15:01:29;12.176,12;11,81;6.286,64;3.633,22;180,50;87,60
9/28/2022;15:02:59;12.224,84;11,80;6.310,07;3.622,90;72,79;226,25
9/28/2022;15:04:29;12.035,93;11,82;5.879,25;3.649,00;193,86;161,63
9/28/2022;15:05:59;10.723,39;12,05;4.582,46;3.581,78;140,83;120,10
9/28/2022;15:07:29;10.261,38;12,02;4.654,56;3.541,67;78,38;81,37
9/28/2022;15:08:59;9.680,87;12,15;3.474,12;3.584,56;230,72;125,44
9/28/2022;15:10:29;8.399,50;12,58;2.121,94;3.513,20;181,71;127,60
9/28/2022;15:11:59;9.595,25;12,17;4.483,19;3.508,44;59,71;36,33
9/28/2022;15:13:29;10.049,64;12,01;4.699,58;3.578,13;4,50;69,50
9/28/2022;15:14:59;8.431,56;12,55;1.015,77;3.756,22;346,17;220,89
9/28/2022;15:16:29;8.444,35;12,61;1.940,19;4.343,88;141,00;171,67
9/28/2022;15:17:59;8.240,78;12,67;2.129,00;3.836,44;169,43;109,00
9/28/2022;15:19:29;6.539,55;13,47;1.138,33;1.896,89;481,47;203,33
9/28/2022;15:20:59;4.872,71;14,45;805,50;645,56;323,65;215,56
9/28/2022;15:22:29;3.210,94;15,08;388,00;305,71;320,00;179,33
9/28/2022;15:23:59;3.150,12;15,11;776,00;611,44;79,00;124,00
9/28/2022;15:25:29;4.392,67;14,85;972,54;1.305,00;242,82;49,14
9/28/2022;15:26:59;5.875,64;14,84;987,77;2.542,67;90,58;96,22
9/28/2022;15:28:29;6.676,94;14,37;2.366,93;2.542,44;63,67;165,00
