Fecha;Time;FQI161;PIR161;FQI165;FQI169;FQI177;FQI173
9/28/2022;00:00:00;11.317,84;11,74;5.682,65;5.004,50;0,00;48,57
9/28/2022;00:01:29;11.695,65;11,65;6.321,75;4.628,89;87,19;99,78
9/28/2022;00:02:59;11.197,50;11,76;6.346,50;3.662,00;174,38;102,56
9/28/2022;00:04:29;11.063,07;11,81;6.147,53;3.657,38;92,64;108,14
9/28/2022;00:05:59;9.862,39;11,93;4.270,71;3.669,67;258,36;123,67
9/28/2022;00:07:29;8.734,71;12,16;2.796,94;3.608,78;238,27;211,67
9/28/2022;00:08:59;8.249,57;12,31;2.792,64;3.572,13;107,30;103,29
9/28/2022;00:10:29;9.508,29;12,15;4.400,00;3.531,40;71,00;73,00
9/28/2022;00:11:59;9.584,89;12,07;4.524,87;3.511,22;137,00;86,00
9/28/2022;00:13:29;8.692,71;12,18;3.248,00;3.619,44;171,46;160,71
9/28/2022;00:14:59;8.287,00;12,35;2.785,31;3.616,88;190,12;158,00
9/28/2022;00:16:29;8.145,36;12,41;2.783,71;3.626,22;160,57;156,67
9/28/2022;00:17:59;7.901,69;12,49;2.500,93;3.662,44;339,44;112,00
9/28/2022;00:19:29;6.429,76;12,76;733,27;3.673,89;181,39;128,44
9/28/2022;00:20:59;5.355,40;13,09;85,87;3.296,33;185,50;130,75
9/28/2022;00:22:29;3.805,33;13,74;171,73;910,71;360,00;198,22
9/28/2022;00:23:59;3.170,27;14,43;257,60;386,17;277,88;258,63
9/28/2022;00:25:29;3.169,06;15,05;343,46;803,67;286,69;210,33
9/28/2022;00:26:59;2.644,19;15,32;429,33;849,75;166,39;105,11
9/28/2022;00:28:29;2.634,22;15,43;515,19;855,29;136,07;117,78
9/28/2022;00:29:59;2.269,13;15,35;601,06;885,64;128,81;54,17
9/28/2022;00:31:29;4.168,00;15,14;686,92;2.529,20;84,44;112,33
9/28/2022;00:32:59;4.462,42;15,12;772,79;2.582,33;105,36;202,56
9/28/2022;00:34:29;4.525,47;15,06;858,65;2.667,33;166,00;124,33
9/28/2022;00:35:59;3.949,41;15,12;944,52;2.004,40;119,00;107,11
9/28/2022;00:37:29;2.771,76;15,11;1.030,38;1.234,14;141,36;55,57
9/28/2022;00:38:59;4.399,54;14,81;1.116,25;2.556,88;3,50;28,63
9/28/2022;00:40:29;6.250,29;14,40;2.440,00;2.594,90;0,00;57,25
9/28/2022;00:41:59;6.329,50;14,08;2.563,78;2.185,78;130,69;175,38
9/28/2022;00:43:29;8.217,31;13,62;2.460,53;4.813,13;26,75;10,50
9/28/2022;00:44:59;8.110,67;13,03;2.502,75;4.973,33;54,50;32,09
9/28/2022;00:46:29;9.828,06;12,34;4.776,54;4.920,22;109,00;64,19
9/28/2022;00:47:59;12.119,47;11,69;6.246,06;4.989,30;163,50;96,28
9/28/2022;00:49:29;12.725,69;11,52;6.264,83;5.007,00;218,00;128,38
9/28/2022;00:50:59;10.227,41;11,87;2.594,75;5.157,67;272,50;248,22
9/28/2022;00:52:29;7.988,59;12,30;990,69;4.723,56;216,18;127,38
9/28/2022;00:53:59;7.813,07;12,41;2.218,84;3.626,80;113,18;95,00
9/28/2022;00:55:29;7.858,67;12,44;2.466,33;3.633,63;98,15;103,63
9/28/2022;00:56:59;8.795,00;12,32;3.691,24;3.574,00;130,93;110,89
9/28/2022;00:58:29;10.641,41;11,94;6.254,71;3.520,89;70,94;124,43
9/28/2022;00:59:59;11.200,67;11,77;6.287,33;3.482,25;141,89;171,88
9/28/2022;01:01:29;11.390,17;11,72;6.302,27;3.569,11;97,44;91,71
9/28/2022;01:02:59;11.427,40;11,70;6.304,93;3.516,56;118,41;94,13
9/28/2022;01:04:29;11.539,00;11,69;6.310,79;3.564,22;204,24;92,75
9/28/2022;01:05:59;10.472,39;11,90;4.888,19;3.659,00;199,83;123,78
9/28/2022;01:07:29;9.307,56;12,13;3.311,47;3.673,22;214,82;206,67
9/28/2022;01:08:59;9.647,35;12,17;4.367,13;3.636,33;96,72;138,11
9/28/2022;01:10:29;9.861,13;12,23;4.545,15;3.638,00;98,83;100,67
9/28/2022;01:11:59;9.831,94;12,27;4.538,81;3.640,44;180,39;96,63
9/28/2022;01:13:29;6.993,18;12,72;2.390,91;2.386,73;252,65;161,38
9/28/2022;01:14:59;5.996,35;13,15;2.865,08;724,33;369,17;157,88
9/28/2022;01:16:29;4.925,21;13,66;2.253,59;3,50;258,53;243,11
9/28/2022;01:17:59;5.185,27;14,05;2.039,08;772,22;155,32;181,57
9/28/2022;01:19:29;5.917,50;14,19;2.107,40;1.506,75;218,88;114,75
9/28/2022;01:20:59;5.722,79;14,38;1.015,33;2.542,00;151,69;119,43
9/28/2022;01:22:29;5.310,29;14,32;971,17;2.668,89;93,13;50,89
9/28/2022;01:23:59;6.171,44;14,00;912,19;4.117,11;173,17;61,78
9/28/2022;01:25:29;6.860,17;13,47;886,36;4.889,44;31,25;118,11
9/28/2022;01:26:59;6.346,27;13,16;130,33;4.402,70;62,50;63,83
9/28/2022;01:28:29;4.449,53;13,34;468,67;2.018,56;208,00;132,67
9/28/2022;01:29:59;3.872,79;13,54;1.001,80;811,50;133,65;116,44
9/28/2022;01:31:29;5.136,71;13,45;1.317,64;2.350,44;151,23;78,88
9/28/2022;01:32:59;6.395,76;13,18;2.547,21;2.557,11;64,08;118,50
9/28/2022;01:34:29;6.299,87;13,03;2.581,77;1.883,78;128,15;148,50
9/28/2022;01:35:59;8.166,29;12,59;2.445,11;4.478,89;32,75;10,50
9/28/2022;01:37:29;8.884,60;12,30;2.532,79;4.988,56;77,04;53,50
9/28/2022;01:38:59;8.863,12;12,20;2.234,41;5.025,78;154,08;72,11
9/28/2022;01:40:29;11.445,95;11,78;5.499,53;4.968,10;95,00;19,20
9/28/2022;01:41:59;9.086,88;12,16;1.288,87;5.144,89;307,56;157,10
9/28/2022;01:43:29;8.467,13;12,29;1.094,00;5.058,13;200,40;111,00
9/28/2022;01:44:59;9.338,40;12,21;2.507,20;5.006,00;34,00;63,40
9/28/2022;01:46:29;9.403,37;12,16;2.471,24;4.997,50;143,18;83,22
9/28/2022;01:47:59;10.804,28;11,91;5.030,71;4.138,44;68,38;39,20
9/28/2022;01:49:29;11.400,50;11,75;6.304,79;3.612,22;69,41;83,00
9/28/2022;01:50:59;11.497,18;11,71;6.309,50;3.478,11;147,25;133,43
9/28/2022;01:52:29;11.586,92;11,71;6.313,15;3.552,75;82,07;176,22
9/28/2022;01:53:59;10.806,06;11,89;4.888,44;3.576,50;222,84;122,11
9/28/2022;01:55:29;11.496,38;11,86;5.744,80;3.534,25;87,88;70,13
9/28/2022;01:56:59;9.938,78;12,14;3.391,88;3.662,90;213,33;129,88
9/28/2022;01:58:29;10.295,06;12,13;4.376,78;3.635,88;127,65;94,33
9/28/2022;01:59:59;10.428,43;12,11;4.607,33;3.622,44;71,20;95,25
9/28/2022;02:01:29;10.027,25;12,17;4.089,79;3.760,67;193,11;156,33
9/28/2022;02:02:59;6.934,32;12,71;2.842,56;972,89;241,94;240,44
9/28/2022;02:04:29;6.344,20;13,05;2.713,33;814,63;282,94;155,13
9/28/2022;02:05:59;6.036,00;13,39;2.230,71;829,50;267,76;133,25
9/28/2022;02:07:29;5.901,47;13,49;2.826,88;784,00;113,25;97,22
9/28/2022;02:08:59;4.396,50;13,51;1.515,82;796,67;229,60;129,25
9/28/2022;02:10:29;3.648,07;13,70;1.007,79;197,40;153,00;189,22
9/28/2022;02:11:59;3.797,88;13,87;1.004,60;635,25;108,13;126,00
9/28/2022;02:13:29;4.220,93;13,90;997,46;793,13;187,17;109,63
9/28/2022;02:14:59;4.814,06;13,84;939,57;2.131,44;61,56;57,75
9/28/2022;02:16:29;4.934,13;13,80;268,67;2.507,63;195,62;186,38
9/28/2022;02:17:59;5.652,06;13,59;818,90;3.056,50;131,91;90,89
9/28/2022;02:19:29;5.151,07;13,44;959,62;1.964,78;135,90;120,43
9/28/2022;02:20:59;4.467,40;13,56;969,58;883,12;175,47;109,86
9/28/2022;02:22:29;5.809,24;13,38;1.252,76;2.456,90;59,33;200,00
9/28/2022;02:23:59;6.854,28;13,08;2.544,07;2.561,13;118,67;113,44
9/28/2022;02:25:29;6.365,94;13,04;1.738,38;2.346,44;87,22;63,44
9/28/2022;02:26:59;7.515,12;12,75;1.006,60;4.878,89;103,88;18,33
9/28/2022;02:28:29;8.971,31;12,37;2.519,14;4.979,33;26,83;110,40
9/28/2022;02:29:59;9.140,40;12,19;2.493,80;5.019,89;66,46;92,11
9/28/2022;02:31:29;8.565,00;12,27;1.289,08;5.090,00;184,17;221,44
9/28/2022;02:32:59;8.820,73;12,30;1.618,79;5.047,25;86,70;199,75
9/28/2022;02:34:29;9.333,73;12,17;2.527,31;5.000,67;147,31;92,33
9/28/2022;02:35:59;8.474,67;12,30;2.453,13;4.012,11;131,67;112,44
9/28/2022;02:37:29;10.468,17;12,03;5.449,19;3.547,67;70,33;48,00
9/28/2022;02:38:59;9.435,00;12,13;3.811,88;3.710,89;222,21;146,25
9/28/2022;02:40:29;7.392,80;12,57;986,27;3.762,10;199,89;181,90
9/28/2022;02:41:59;8.046,47;12,72;1.997,93;3.528,88;170,00;222,57
9/28/2022;02:43:29;8.111,00;12,76;2.503,56;3.584,00;102,00;129,22
9/28/2022;02:44:59;9.182,50;12,51;3.993,65;3.446,33;111,92;72,00
9/28/2022;02:46:29;11.190,45;11,92;6.281,72;3.507,00;86,36;61,00
9/28/2022;02:47:59;11.637,67;11,83;5.938,93;3.549,78;172,71;84,13
9/28/2022;02:49:29;11.732,46;11,79;5.835,62;3.605,13;80,50;120,13
9/28/2022;02:50:59;11.877,62;11,77;6.320,00;3.632,50;113,94;199,11
9/28/2022;02:52:29;11.181,06;11,95;6.384,82;2.546,89;211,36;155,44
9/28/2022;02:53:59;9.234,61;12,21;4.462,56;2.630,56;231,09;110,33
9/28/2022;02:55:29;7.885,47;12,30;4.691,69;764,11;182,78;106,67
9/28/2022;02:56:59;7.439,06;12,41;4.443,59;783,13;106,33;108,00
9/28/2022;02:58:29;7.199,18;12,48;4.330,53;777,00;204,12;104,88
9/28/2022;02:59:59;6.562,50;12,56;3.430,89;751,56;153,25;201,44
9/28/2022;03:01:29;6.123,86;12,67;2.895,23;803,78;199,56;187,50
9/28/2022;03:02:59;5.949,77;12,79;2.814,81;783,50;134,69;109,00
9/28/2022;03:04:29;5.297,88;12,94;1.943,33;809,22;327,88;117,44
9/28/2022;03:05:59;5.370,93;13,07;2.532,38;791,50;158,50;98,56
9/28/2022;03:07:29;4.321,31;13,42;1.029,85;847,11;196,61;144,29
9/28/2022;03:08:59;4.231,59;13,68;944,77;820,67;233,00;214,50
9/28/2022;03:10:29;3.543,47;13,98;0,00;854,13;180,00;234,80
9/28/2022;03:11:59;4.095,81;14,20;964,57;813,00;233,82;122,11
9/28/2022;03:13:29;3.887,56;14,46;1.049,83;177,80;175,43;133,14
9/28/2022;03:14:59;5.014,75;14,52;2.443,73;461,50;141,29;74,86
9/28/2022;03:16:29;5.417,00;14,43;2.598,27;816,00;80,29;88,00
9/28/2022;03:17:59;5.827,12;14,36;2.522,43;1.592,11;105,14;123,44
9/28/2022;03:19:29;6.639,75;14,21;2.551,94;2.545,44;159,25;184,13
9/28/2022;03:20:59;5.958,71;14,09;1.712,46;2.646,67;151,17;130,33
9/28/2022;03:22:29;6.961,13;13,84;932,17;4.803,22;159,06;10,00
9/28/2022;03:23:59;4.801,28;14,00;1.484,56;1.317,89;256,88;117,67
9/28/2022;03:25:29;5.670,94;14,06;2.560,86;1.138,71;211,38;80,00
9/28/2022;03:26:59;6.860,19;14,01;2.602,83;2.566,70;258,94;76,00
9/28/2022;03:28:29;6.946,35;13,99;2.599,79;2.619,56;129,12;185,89
9/28/2022;03:29:59;7.365,83;13,73;3.921,53;2.282,56;187,80;168,38
9/28/2022;03:31:29;10.587,82;12,39;6.237,07;4.818,25;54,47;28,25
9/28/2022;03:32:59;12.287,05;11,85;6.279,16;5.006,40;108,93;56,50
9/28/2022;03:34:29;12.933,25;11,73;6.295,21;4.545,20;163,40;135,89
9/28/2022;03:35:59;13.043,27;11,74;6.316,00;5.048,63;217,87;110,33
9/28/2022;03:37:29;13.070,69;11,73;6.313,71;5.044,38;272,33;150,22
9/28/2022;03:38:59;11.813,39;12,00;4.549,33;5.057,89;326,80;232,22
9/28/2022;03:40:29;12.781,89;11,74;6.280,94;4.944,30;110,70;116,80
9/28/2022;03:41:59;12.264,31;11,91;6.374,07;3.720,38;150,17;121,88
9/28/2022;03:43:29;9.261,37;12,26;3.547,06;3.711,78;226,82;143,44
9/28/2022;03:44:59;7.635,00;12,47;2.032,00;3.643,60;187,72;100,33
9/28/2022;03:46:29;7.808,29;12,49;2.753,93;3.487,38;69,08;75,13
9/28/2022;03:47:59;7.864,13;12,50;2.689,08;3.583,00;158,89;153,86
9/28/2022;03:49:29;6.733,79;12,71;1.019,25;3.570,00;148,33;254,88
9/28/2022;03:50:59;6.342,18;12,85;844,92;3.592,38;192,55;122,20
9/28/2022;03:52:29;5.573,64;13,05;0,00;3.607,88;138,50;119,00
9/28/2022;03:53:59;5.601,14;13,18;207,29;3.669,22;203,44;111,63
9/28/2022;03:55:29;5.486,00;13,29;414,58;3.684,40;124,64;111,25
9/28/2022;03:56:59;5.601,60;13,39;621,87;3.677,00;301,87;104,88
9/28/2022;03:58:29;6.102,29;13,36;829,17;3.654,67;136,40;189,88
9/28/2022;03:59:59;5.139,06;13,47;1.008,25;2.290,89;328,42;220,00
9/28/2022;04:01:29;3.880,47;13,81;1.013,55;765,67;280,35;134,20
9/28/2022;04:02:59;3.498,20;14,23;1.170,29;11,00;199,53;144,71
9/28/2022;04:04:29;3.730,43;14,52;1.123,71;722,60;257,19;126,50
9/28/2022;04:05:59;4.799,06;14,66;2.191,81;799,00;111,40;103,33
9/28/2022;04:07:29;5.262,56;14,62;1.598,07;2.232,00;112,56;75,00
9/28/2022;04:08:59;5.750,06;14,54;1.490,71;2.557,67;138,31;235,60
9/28/2022;04:10:29;6.710,73;14,30;2.361,29;2.885,73;32,00;88,10
9/28/2022;04:11:59;5.891,25;14,32;2.664,86;1.505,13;259,29;127,29
9/28/2022;04:13:29;4.792,44;14,70;1.382,38;1.201,78;171,59;156,00
9/28/2022;04:14:59;5.889,25;14,65;1.757,94;2.581,44;116,27;60,75
9/28/2022;04:16:29;6.643,56;14,50;2.538,69;2.695,33;111,94;101,11
9/28/2022;04:17:59;6.413,20;14,53;2.591,56;2.142,22;146,25;132,56
9/28/2022;04:19:29;8.022,53;13,91;2.621,44;4.760,89;72,40;134,78
9/28/2022;04:20:59;10.372,19;12,83;5.717,50;4.920,33;7,50;0,00
9/28/2022;04:22:29;8.375,59;12,76;1.600,56;5.132,67;15,00;123,00
9/28/2022;04:23:59;7.862,81;12,93;984,62;5.027,89;116,43;109,43
9/28/2022;04:25:29;8.326,88;12,90;1.963,00;4.971,67;94,57;69,00
9/28/2022;04:26:59;8.632,67;12,62;2.504,93;4.947,38;116,50;63,67
9/28/2022;04:28:29;9.669,94;12,32;4.309,57;4.293,33;103,29;178,89
9/28/2022;04:29:59;11.265,00;11,87;6.284,60;3.994,44;36,14;101,78
9/28/2022;04:31:29;11.351,93;11,75;6.295,62;3.757,67;72,29;72,00
9/28/2022;04:32:59;11.437,64;11,70;6.310,21;3.630,63;79,46;97,71
9/28/2022;04:34:29;11.481,15;11,68;6.317,33;3.625,57;150,67;100,00
9/28/2022;04:35:59;11.409,60;11,69;6.319,13;3.488,78;78,00;97,00
9/28/2022;04:37:29;9.692,45;11,95;4.462,59;3.216,89;233,58;222,33
9/28/2022;04:38:59;7.740,41;12,28;3.308,25;2.252,33;323,07;226,00
9/28/2022;04:40:29;9.104,05;12,11;5.282,21;2.552,50;0,00;73,29
9/28/2022;04:41:59;9.506,43;12,03;4.456,27;3.589,88;151,00;76,78
9/28/2022;04:43:29;9.516,27;12,02;4.428,75;3.614,75;101,69;143,33
9/28/2022;04:44:59;9.443,22;12,07;4.306,59;3.623,67;204,67;108,83
9/28/2022;04:46:29;7.442,71;12,39;1.175,31;3.737,22;277,44;218,09
9/28/2022;04:47:59;5.639,50;12,83;1.057,36;2.469,67;228,13;243,00
9/28/2022;04:49:29;3.360,50;13,50;724,56;9,33;313,50;172,22
9/28/2022;04:50:59;2.679,77;14,09;15,00;0,00;280,53;157,67
9/28/2022;04:52:29;2.926,39;14,69;30,00;0,00;272,67;177,22
9/28/2022;04:53:59;2.541,18;15,21;45,00;0,00;304,47;147,78
9/28/2022;04:55:29;1.880,20;15,40;60,00;0,00;226,00;149,14
9/28/2022;04:56:59;963,14;15,17;75,00;0,00;26,33;234,22
9/28/2022;04:58:29;1.991,33;15,13;90,00;0,00;264,72;102,40
9/28/2022;04:59:59;2.395,94;15,57;11,00;0,00;241,06;148,13
9/28/2022;05:01:29;1.419,13;15,57;22,00;0,00;190,06;79,50
9/28/2022;05:02:59;1.524,71;15,47;33,00;0,00;148,41;69,44
9/28/2022;05:04:29;1.665,30;15,53;44,00;0,00;149,56;111,67
9/28/2022;05:05:59;1.020,92;15,29;55,00;0,00;178,15;189,56
9/28/2022;05:07:29;2.720,19;15,52;66,00;0,00;292,47;203,63
9/28/2022;05:08:59;1.353,71;15,52;77,00;0,00;116,36;73,20
9/28/2022;05:10:29;2.243,18;15,60;88,00;0,00;260,67;133,67
9/28/2022;05:11:59;1.613,64;15,44;6,00;618,00;60,33;43,33
9/28/2022;05:13:29;2.315,50;15,19;12,00;817,33;195,57;57,33
9/28/2022;05:14:59;3.744,25;14,94;18,00;2.515,78;67,00;106,00
9/28/2022;05:16:29;4.114,88;14,80;24,00;2.544,13;109,38;228,78
9/28/2022;05:17:59;3.858,31;14,72;30,00;2.279,56;257,61;181,75
9/28/2022;05:19:29;2.801,07;14,92;36,00;847,78;187,69;127,38
9/28/2022;05:20:59;3.316,76;14,90;42,00;1.496,13;204,59;228,44
9/28/2022;05:22:29;4.934,86;14,66;966,62;2.602,00;71,00;173,78
9/28/2022;05:23:59;6.013,94;14,48;2.188,69;2.525,67;86,10;79,67
9/28/2022;05:25:29;6.647,00;14,22;2.549,33;2.687,44;254,70;63,83
9/28/2022;05:26:59;8.146,44;13,72;2.497,67;4.938,78;64,92;10,00
9/28/2022;05:28:29;8.237,63;13,20;2.474,13;4.993,33;129,83;78,25
9/28/2022;05:29:59;8.285,19;12,78;2.121,36;4.993,11;25,38;156,50
9/28/2022;05:31:29;9.013,56;12,41;2.829,06;5.028,22;114,67;161,00
9/28/2022;05:32:59;7.983,71;12,50;951,00;5.071,25;239,27;178,71
9/28/2022;05:34:29;8.575,38;12,39;2.186,00;5.006,20;72,82;62,63
9/28/2022;05:35:59;9.046,13;12,26;2.457,50;4.977,56;141,50;77,67
9/28/2022;05:37:29;10.493,59;12,01;4.013,19;4.958,56;139,30;72,50
9/28/2022;05:38:59;11.942,67;11,72;6.308,25;4.317,00;106,57;81,50
9/28/2022;05:40:29;11.509,88;11,75;6.026,50;3.656,11;186,22;101,44
9/28/2022;05:41:59;11.668,06;11,73;6.286,81;3.640,75;106,53;184,88
9/28/2022;05:43:29;11.687,29;11,73;6.309,94;3.474,22;221,06;122,86
9/28/2022;05:44:59;11.923,93;11,81;6.341,50;3.617,22;189,63;118,11
9/28/2022;05:46:29;11.806,87;11,88;6.354,73;3.520,00;192,22;121,43
9/28/2022;05:47:59;11.097,13;11,99;5.494,92;3.592,00;298,13;145,57
9/28/2022;05:49:29;9.378,73;12,28;3.462,56;3.599,00;136,75;104,57
9/28/2022;05:50:59;10.024,12;12,25;4.687,60;3.292,00;159,13;91,33
9/28/2022;05:52:29;9.640,25;12,33;4.073,24;3.666,89;113,40;219,33
9/28/2022;05:53:59;9.407,59;12,32;3.443,44;3.583,38;93,19;157,11
9/28/2022;05:55:29;10.111,27;12,21;4.532,36;3.593,67;74,08;88,13
9/28/2022;05:56:59;8.831,78;12,32;4.427,00;1.949,11;251,56;124,33
9/28/2022;05:58:29;6.059,82;12,70;2.799,19;741,13;170,46;126,13
9/28/2022;05:59:59;5.256,59;12,92;2.700,93;157,40;194,78;123,33
9/28/2022;06:01:29;5.027,06;13,03;2.045,00;808,33;162,89;98,11
9/28/2022;06:02:59;4.170,67;13,32;1.026,09;823,29;171,25;254,89
9/28/2022;06:04:29;4.042,50;13,57;1.013,24;816,78;186,18;180,00
9/28/2022;06:05:59;4.291,82;13,58;637,00;2.022,22;63,36;87,11
9/28/2022;06:07:29;4.543,77;13,59;838,00;2.516,22;98,54;79,63
9/28/2022;06:08:59;4.600,00;13,54;973,56;1.866,12;160,88;72,89
9/28/2022;06:10:29;4.241,00;13,64;1.324,75;773,90;102,92;125,60
9/28/2022;06:11:59;5.213,94;13,53;2.546,38;868,13;74,67;82,89
9/28/2022;06:13:29;5.246,13;13,43;2.585,46;913,00;41,45;217,11
9/28/2022;06:14:59;6.323,06;13,20;2.516,18;2.244,78;128,25;127,44
9/28/2022;06:16:29;5.543,31;13,23;2.552,40;868,33;95,15;99,00
9/28/2022;06:17:59;8.470,61;12,65;5.274,88;2.344,89;8,50;6,50
9/28/2022;06:19:29;7.587,88;12,55;3.197,25;2.728,33;118,14;174,50
9/28/2022;06:20:59;4.545,82;13,09;1.041,36;1.023,38;262,56;170,00
9/28/2022;06:22:29;5.457,93;13,29;2.313,06;776,89;154,41;196,00
9/28/2022;06:23:59;6.815,37;13,22;2.461,87;2.197,00;116,79;162,38
9/28/2022;06:25:29;10.148,12;12,24;4.342,80;5.020,50;12,22;16,00
9/28/2022;06:26:59;11.944,89;11,80;5.503,72;5.032,89;24,44;32,00
9/28/2022;06:28:29;12.710,47;11,63;6.268,07;5.029,89;36,65;106,00
9/28/2022;06:29:59;12.912,60;11,57;6.285,43;5.029,89;48,87;94,00
9/28/2022;06:31:29;13.203,50;11,53;6.293,27;5.036,13;61,09;133,25
9/28/2022;06:32:59;13.448,86;11,47;6.288,77;5.042,22;73,31;191,11
9/28/2022;06:34:29;13.643,27;11,49;6.303,36;5.044,78;91,60;140,44
9/28/2022;06:35:59;11.121,89;11,92;2.473,53;5.159,56;243,00;162,11
9/28/2022;06:37:29;8.292,28;12,41;1.010,69;4.326,56;201,28;165,22
9/28/2022;06:38:59;7.307,73;12,73;1.022,38;3.664,89;173,62;131,22
9/28/2022;06:40:29;6.965,73;12,95;1.010,45;3.663,90;144,00;119,89
9/28/2022;06:41:59;6.839,50;13,13;1.006,14;3.548,78;140,81;225,44
9/28/2022;06:43:29;6.615,50;13,19;979,77;3.608,67;98,06;104,11
9/28/2022;06:44:59;6.239,19;13,04;955,92;3.522,44;5,17;52,63
9/28/2022;06:46:29;6.330,47;12,86;955,00;3.547,50;10,33;69,00
9/28/2022;06:47:59;6.492,12;12,72;951,33;3.543,63;15,50;74,88
9/28/2022;06:49:29;6.448,36;12,65;974,11;3.606,22;71,54;87,00
9/28/2022;06:50:59;6.503,92;12,61;962,23;3.619,29;84,09;127,50
9/28/2022;06:52:29;6.572,86;12,59;969,56;3.628,38;92,33;174,71
9/28/2022;06:53:59;6.557,31;12,60;977,62;3.632,50;96,27;101,00
9/28/2022;06:55:29;6.305,29;12,65;996,20;3.358,67;133,75;108,33
9/28/2022;06:56:59;4.451,77;13,03;1.042,50;855,25;215,75;147,43
9/28/2022;06:58:29;3.978,40;13,41;1.053,50;640,67;206,35;145,22
9/28/2022;06:59:59;3.212,46;13,74;1.024,21;1,50;170,18;129,14
9/28/2022;07:01:29;3.685,92;13,99;1.029,85;700,00;162,76;245,67
9/28/2022;07:02:59;3.932,41;14,18;1.036,63;822,75;162,81;127,00
9/28/2022;07:04:29;5.078,06;14,19;989,53;2.331,89;82,47;84,56
9/28/2022;07:05:59;5.050,50;14,17;803,30;2.537,67;107,64;152,00
9/28/2022;07:07:29;4.226,87;14,36;0,00;1.818,89;268,05;145,33
9/28/2022;07:08:59;3.485,31;14,69;0,00;868,57;187,64;141,88
9/28/2022;07:10:29;4.253,00;14,65;0,00;2.296,10;33,25;165,40
9/28/2022;07:11:59;5.190,78;14,68;401,14;2.694,44;219,00;152,22
9/28/2022;07:13:29;4.438,60;14,74;802,28;2.075,75;143,25;107,00
9/28/2022;07:14:59;6.075,94;14,59;1.203,43;3.439,44;42,50;34,00
9/28/2022;07:16:29;7.176,67;14,32;1.604,57;5.041,30;88,14;5,00
9/28/2022;07:17:59;7.340,25;14,13;2.005,71;5.067,86;108,55;76,38
9/28/2022;07:19:29;7.486,00;14,04;2.406,85;5.062,86;85,13;126,63
9/28/2022;07:20:59;7.236,27;13,84;2.807,99;5.030,89;119,09;155,13
9/28/2022;07:22:29;6.971,69;13,53;3.209,13;5.034,13;53,00;88,00
9/28/2022;07:23:59;6.864,79;13,32;3.610,28;5.054,40;16,00;133,44
9/28/2022;07:25:29;8.746,76;12,76;4.011,42;4.916,75;32,00;100,80
9/28/2022;07:26:59;9.750,76;12,46;4.381,00;3.972,11;48,00;96,33
9/28/2022;07:28:29;9.943,94;12,37;4.696,00;3.605,33;107,13;84,44
9/28/2022;07:29:59;9.728,40;12,39;3.782,58;3.658,80;144,12;212,80
9/28/2022;07:31:29;8.922,69;12,64;2.796,15;3.544,89;156,35;173,13
9/28/2022;07:32:59;8.410,33;12,61;2.784,50;3.555,71;174,44;96,70
9/28/2022;07:34:29;8.123,33;12,43;2.771,50;3.513,44;30,50;76,50
9/28/2022;07:35:59;7.893,87;12,41;2.151,44;3.547,50;218,00;84,75
9/28/2022;07:37:29;8.272,53;12,31;2.781,09;3.549,00;74,86;88,13
9/28/2022;07:38:59;7.820,88;12,40;1.816,06;3.627,33;222,62;168,78
9/28/2022;07:40:29;7.071,82;12,57;976,77;3.644,40;131,00;169,56
9/28/2022;07:41:59;6.323,39;12,77;604,00;3.666,60;209,00;122,25
9/28/2022;07:43:29;5.932,07;12,93;785,67;3.653,88;131,93;99,89
9/28/2022;07:44:59;6.263,71;12,93;957,33;3.641,00;111,75;98,25
9/28/2022;07:46:29;6.851,33;12,90;1.469,25;3.604,75;155,38;68,78
9/28/2022;07:47:59;5.931,58;13,02;2.612,19;1.076,57;211,35;150,00
9/28/2022;07:49:29;5.616,86;13,14;2.637,25;508,13;289,76;199,78
9/28/2022;07:50:59;5.042,59;13,35;2.559,87;342,50;152,93;124,78
9/28/2022;07:52:29;5.467,06;13,41;2.571,13;685,00;247,62;104,44
9/28/2022;07:53:59;6.121,76;13,30;3.019,56;831,44;148,27;99,13
9/28/2022;07:55:29;5.881,94;13,35;963,36;2.523,33;217,59;94,44
9/28/2022;07:56:59;5.753,62;13,39;993,53;2.533,63;155,56;126,22
9/28/2022;07:58:29;6.487,21;13,30;2.287,87;2.551,75;47,22;146,89
9/28/2022;07:59:59;6.161,19;13,29;2.556,36;1.744,44;182,33;185,44
9/28/2022;08:01:29;4.567,47;13,58;1.311,38;894,89;266,24;130,33
9/28/2022;08:02:59;5.295,58;13,75;1.889,06;1.202,56;122,92;99,11
9/28/2022;08:04:29;6.280,37;13,72;2.459,13;1.984,89;198,83;113,13
9/28/2022;08:05:59;6.528,00;13,69;3.789,44;765,22;134,00;75,25
9/28/2022;08:07:29;6.043,47;13,88;1.046,67;2.522,56;213,76;130,67
9/28/2022;08:08:59;7.172,38;13,62;2.751,53;2.626,89;22,33;27,00
9/28/2022;08:10:29;8.167,43;12,96;6.208,12;914,50;0,00;56,63
9/28/2022;08:11:59;10.119,56;12,11;6.240,94;3.137,89;19,92;67,00
9/28/2022;08:13:29;12.797,22;11,58;6.239,47;5.006,00;39,83;134,00
9/28/2022;08:14:59;13.692,69;11,61;6.301,08;5.064,78;59,75;123,38
9/28/2022;08:16:29;13.543,92;11,65;6.319,63;5.068,71;109,88;133,56
