indice;Date;Time;FQI161;PIR161;FQI165;FQI169;FQI177;FQI173;FQI151
1;17/10/2022;0:00:00;6410,06;13,53;2530,93;733,40;279,59;154,60;2711,54
2;17/10/2022;0:01:29;6793,94;13,56;4086,22;300,00;134,71;67,83;2205,17
3;17/10/2022;0:02:59;8352,43;12,93;6313,56;659,25;67,33;58,00;1254,29
4;17/10/2022;0:04:29;9730,28;12,31;6280,07;2019,44;134,67;116,00;1180,10
5;17/10/2022;0:05:59;9600,93;12,27;4978,88;2570,62;264,88;200,67;1585,88
6;17/10/2022;0:07:29;7491,06;13,12;1024,60;2932,22;266,13;178,56;3089,56
7;17/10/2022;0:08:59;6617,82;13,52;1027,00;3145,67;222,26;148,33;2074,56
8;17/10/2022;0:10:29;5509,50;13,97;2129,08;829,88;267,22;130,20;2153,13
9;17/10/2022;0:11:59;6903,87;14,04;2568,71;2180,89;186,86;208,50;1758,91
10;17/10/2022;0:13:29;6878,77;13,92;2539,46;2791,00;57,80;131,67;1358,84
11;17/10/2022;0:14:59;7767,00;13,52;4780,56;2050,44;64,20;44,00;827,79
12;17/10/2022;0:16:29;9353,88;12,58;6234,41;2930,00;42,08;118,33;29,05
13;17/10/2022;0:17:59;10955,94;12,02;6315,19;3608,22;84,17;236,67;711,70
14;17/10/2022;0:19:29;10143,33;12,26;6343,11;1741,78;126,25;191,11;1741,08
15;17/10/2022;0:20:59;12087,82;11,76;6250,00;4961,67;134,31;17,00;724,84
16;17/10/2022;0:22:29;11821,50;11,83;4490,53;5085,78;268,63;126,50;1850,07
17;17/10/2022;0:23:59;12289,44;11,70;6179,47;4965,89;0,00;39,00;1105,08
18;17/10/2022;0:25:29;13007,13;11,58;6268,00;5013,90;178,37;173,60;1373,25
19;17/10/2022;0:26:59;13462,63;11,64;6328,60;5070,75;134,28;117,13;1811,87
20;17/10/2022;0:28:29;12405,00;11,90;5080,63;5118,13;165,88;123,67;1916,70
21;17/10/2022;0:29:59;10503,53;12,28;3050,47;5102,67;186,22;133,00;2031,17
22;17/10/2022;0:31:29;9585,35;12,52;2252,12;5067,44;211,22;135,00;1919,56
23;17/10/2022;0:32:59;9319,69;12,55;2383,15;4959,44;159,81;181,11;1636,16
24;17/10/2022;0:34:29;9351,60;12,55;2490,62;4996,43;122,00;91,89;1650,67
25;17/10/2022;0:35:59;8438,21;12,82;975,94;5076,80;285,13;124,44;1975,90
26;17/10/2022;0:37:29;7755,36;13,11;534,67;5066,22;200,47;135,00;1819,00
27;17/10/2022;0:38:59;7698,76;13,39;680,75;5027,22;295,39;209,44;1485,96
28;17/10/2022;0:40:29;7406,06;13,40;969,81;4609,25;164,81;151,56;1510,63
29;17/10/2022;0:41:59;7197,35;13,67;1157,88;3645,67;159,50;137,44;2096,87
30;17/10/2022;0:43:29;7377,47;13,45;2321,89;3512,63;14,50;66,43;1462,02
31;17/10/2022;0:44:59;6965,94;13,38;2640,88;2198,70;212,91;108,00;1805,45
32;17/10/2022;0:46:29;6243,33;13,80;2625,07;709,78;330,25;250,67;2327,57
33;17/10/2022;0:47:59;5286,21;14,14;2258,00;182,50;285,13;148,43;2412,16
34;17/10/2022;0:49:29;4801,50;14,57;990,00;926,80;212,60;159,33;2512,77
35;17/10/2022;0:50:59;5487,53;14,77;1001,45;2038,78;117,56;128,00;2201,74
36;17/10/2022;0:52:29;5925,69;14,80;1000,08;2316,56;121,36;203,00;2284,69
37;17/10/2022;0:53:59;6272,65;14,60;1815,08;2760,56;196,65;107,33;1393,03
38;17/10/2022;0:55:29;6738,90;14,46;1936,94;2925,89;338,20;168,17;1369,69
39;17/10/2022;0:56:59;5166,76;14,98;1526,93;929,30;196,65;114,56;2399,33
