indice;Date;Time;FQI161;PIR161;FQI165;FQI169;FQI177;FQI173;FQI151
1;22/10/2022;0:00:00;12901,00;11,57;6241,33;4937,36;0,00;85,64;1636,67
2;22/10/2022;0:01:29;12180,61;11,75;4450,00;5056,57;377,64;156,00;2140,40
3;22/10/2022;0:02:59;13016,81;11,54;6222,00;5006,33;157,79;172,00;1458,69
4;22/10/2022;0:04:29;12128,89;11,90;6395,06;2926,56;315,57;342,78;2148,92
5;22/10/2022;0:05:59;12578,82;11,80;6255,13;4445,11;129,27;62,88;1686,44
6;22/10/2022;0:07:29;13099,76;11,65;6180,13;5023,67;110,79;116,14;1669,04
7;22/10/2022;0:08:59;12116,39;11,91;4423,71;5128,89;180,94;217,56;2165,30
8;22/10/2022;0:10:29;10572,18;12,25;2789,12;5080,67;199,53;159,11;2343,75
9;22/10/2022;0:11:59;9868,44;12,39;2452,80;5042,22;231,76;138,44;2003,21
10;22/10/2022;0:13:29;9888,39;12,43;3144,00;4948,56;159,54;122,88;1513,42
11;22/10/2022;0:14:59;11851,25;11,89;5808,56;4982,44;201,04;94,33;764,87
12;22/10/2022;0:16:29;10294,11;12,26;2429,94;5149,67;402,08;344,78;1967,65
13;22/10/2022;0:17:59;8381,89;12,78;981,81;4892,00;211,12;206,89;2090,07
14;22/10/2022;0:19:29;7384,88;13,30;999,85;3632,11;232,29;184,75;2335,89
15;22/10/2022;0:20:59;6769,29;13,58;958,87;3596,12;195,72;148,25;1870,33
16;22/10/2022;0:22:29;7467,75;13,38;2354,86;3588,22;173,80;82,67;1268,20
17;22/10/2022;0:23:59;7830,93;13,19;2447,69;3608,44;159,91;115,67;1499,22
18;22/10/2022;0:25:29;9351,00;12,59;4580,53;3958,33;141,38;147,57;523,19
19;22/10/2022;0:26:59;8947,42;12,70;2943,50;4094,00;282,75;265,89;1361,28
20;22/10/2022;0:28:29;9525,71;12,49;3125,53;4567,67;281,60;168,00;1382,91
21;22/10/2022;0:29:59;8882,58;12,65;3541,06;3586,00;144,17;126,67;1484,68
22;22/10/2022;0:31:29;7262,11;13,25;851,85;3857,78;217,12;173,78;2161,59
23;22/10/2022;0:32:59;7176,65;13,62;583,00;3893,70;370,28;175,87;2153,79
24;22/10/2022;0:34:29;7066,57;13,66;921,28;4581,33;85,00;103,38;1375,59
25;22/10/2022;0:35:59;7598,00;13,27;1572,69;4761,67;93,60;171,00;999,05
26;22/10/2022;0:37:29;7073,88;13,52;2675,14;1636,33;362,87;308,33;2091,21
27;22/10/2022;0:38:59;6348,19;14,12;2712,73;873,00;310,86;185,14;2266,45
28;22/10/2022;0:40:29;5945,00;14,54;2652,88;857,38;185,20;170,88;2078,68
29;22/10/2022;0:41:59;5469,92;14,71;2626,13;823,50;135,00;146,83;1738,46
30;22/10/2022;0:43:29;7119,93;14,41;5308,93;591,63;131,13;82,86;1005,38
31;22/10/2022;0:44:59;6579,11;14,39;4287,37;280,50;427,75;152,00;1431,49
32;22/10/2022;0:46:29;4290,88;15,07;1035,61;745,33;195,22;226,56;2088,15
33;22/10/2022;0:47:59;5011,67;15,00;2358,60;766,56;140,53;284,22;1461,76
34;22/10/2022;0:49:29;7192,68;14,49;2475,31;3997,44;183,88;66,67;469,39
35;22/10/2022;0:50:59;8939,39;13,61;3574,38;4947,33;48,71;25,73;343,23
36;22/10/2022;0:52:29;10979,56;12,40;6234,56;4922,56;97,43;51,47;-326,44
37;22/10/2022;0:53:59;12060,29;11,77;6243,50;5008,00;146,14;77,20;585,46
38;22/10/2022;0:55:29;12764,54;11,61;6260,13;5031,56;194,85;116,13;1161,87
39;22/10/2022;0:56:59;12320,50;11,72;6350,80;4091,44;243,56;217,33;1417,36
40;22/10/2022;0:58:29;8750,83;12,53;4691,83;844,00;292,28;367,67;2555,05
41;22/10/2022;0:59:59;9038,40;12,53;6299,94;1048,30;192,13;103,20;1394,83
42;22/10/2022;1:01:29;9838,00;12,21;6307,43;2433,63;25,80;76,75;994,40
43;22/10/2022;1:02:59;11075,06;11,95;6280,17;3477,10;51,60;75,00;1191,19
44;22/10/2022;1:04:29;11386,45;11,93;4082,00;5040,44;429,45;152,89;1681,66
45;22/10/2022;1:05:59;11386,50;11,89;4889,19;5088,11;204,14;133,00;1072,06
46;22/10/2022;1:07:29;11721,44;11,86;5197,87;5018,00;119,00;133,50;1253,07
47;22/10/2022;1:08:59;10181,00;12,21;2426,32;5132,11;230,65;309,22;2082,70
48;22/10/2022;1:10:29;8595,65;12,60;946,08;5078,90;307,61;199,57;2063,49
49;22/10/2022;1:11:59;7677,93;13,02;0,00;5067,33;202,41;173,50;2234,69
50;22/10/2022;1:13:29;7687,46;13,27;928,00;5055,75;134,93;151,13;1417,66
51;22/10/2022;1:14:59;7911,15;13,30;909,81;5057,67;240,73;131,13;1571,82
52;22/10/2022;1:16:29;8020,19;13,24;1609,93;5015,33;109,83;110,67;1174,43
53;22/10/2022;1:17:59;8439,13;12,84;2520,31;4961,88;54,20;112,00;790,74
54;22/10/2022;1:19:29;8941,31;12,53;2573,43;4993,67;108,40;209,56;1056,26
55;22/10/2022;1:20:59;9261,72;12,38;2529,00;5026,11;180,58;164,38;1361,66
56;22/10/2022;1:22:29;9235,94;12,40;2580,15;4804,33;192,93;135,33;1523,18
57;22/10/2022;1:23:59;9343,00;12,40;4005,06;3531,33;238,40;102,67;1465,54
58;22/10/2022;1:25:29;10156,89;12,20;5240,50;3566,00;401,70;159,50;789,19
59;22/10/2022;1:26:59;8105,69;12,77;950,94;4234,56;224,56;195,13;2500,51
60;22/10/2022;1:28:29;8128,88;12,88;946,00;5031,11;140,44;190,43;1820,90
61;22/10/2022;1:29:59;7913,53;12,94;1899,84;4070,50;182,59;208,82;1551,78
62;22/10/2022;1:31:29;7415,82;13,20;2742,19;1863,63;384,72;276,50;2148,79
63;22/10/2022;1:32:59;8254,56;13,25;5945,00;662,75;89,00;94,43;1463,38
64;22/10/2022;1:34:29;8269,93;12,90;6343,00;659,11;130,40;86,33;1051,08
65;22/10/2022;1:35:59;8619,94;12,65;6351,73;713,22;149,59;107,63;1297,77
66;22/10/2022;1:37:29;8757,50;12,55;6354,89;734,29;62,13;117,17;1489,02
67;22/10/2022;1:38:59;8696,00;12,61;6404,67;230,00;284,72;140,25;1636,36
68;22/10/2022;1:40:29;8446,47;12,72;6396,77;184,00;101,19;138,88;1625,63
69;22/10/2022;1:41:59;8475,29;12,70;5986,20;784,86;288,17;114,50;1301,57
70;22/10/2022;1:43:29;8015,94;12,93;4796,23;874,67;360,00;137,89;1847,15
71;22/10/2022;1:44:59;9574,00;12,38;6292,20;2403,78;72,81;54,60;750,61
72;22/10/2022;1:46:29;10342,31;12,14;6314,35;2519,00;145,63;108,13;1255,21
73;22/10/2022;1:47:59;11012,44;11,99;5869,93;3376,00;50,44;129,44;1586,62
74;22/10/2022;1:49:29;10973,07;11,99;4041,73;4920,78;223,69;222,33;1564,53
75;22/10/2022;1:50:59;9264,44;12,44;2836,53;3727,33;427,06;226,78;2046,75
76;22/10/2022;1:52:29;8038,81;12,78;5084,12;768,78;239,40;252,33;1694,18
77;22/10/2022;1:53:59;7539,83;13,34;2196,69;2047,44;368,28;217,25;2710,17
78;22/10/2022;1:55:29;6852,81;13,68;1007,58;2841,88;331,00;173,88;2498,48
79;22/10/2022;1:56:59;6462,86;14,10;1033,31;2241,00;257,75;248,11;2682,68
80;22/10/2022;1:58:29;7513,61;13,86;879,56;4570,22;120,42;59,00;1884,42
81;22/10/2022;1:59:59;7543,33;13,39;881,38;5009,30;45,57;58,38;1548,70
82;22/10/2022;2:01:29;7735,25;13,13;903,08;5023,29;92,00;104,13;1612,76
83;22/10/2022;2:02:59;8235,19;12,96;907,12;5012,89;236,12;191,00;1888,06
84;22/10/2022;2:04:29;8181,47;12,78;911,44;5006,44;16,50;249,75;1997,33
85;22/10/2022;2:05:59;8030,08;12,80;552,71;5083,00;132,44;148,29;2113,64
86;22/10/2022;2:07:29;7912,36;13,04;443,65;5073,89;304,44;157,00;1933,37
87;22/10/2022;2:08:59;7941,92;13,05;887,29;5009,44;90,76;125,56;1828,86
88;22/10/2022;2:10:29;8213,71;13,07;1142,94;5018,37;102,72;129,25;1820,43
89;22/10/2022;2:11:59;8910,61;12,64;2478,69;4937,22;146,33;258,22;1090,15
90;22/10/2022;2:13:29;9370,73;12,39;2589,15;5011,22;41,25;118,89;1610,22
91;22/10/2022;2:14:59;9584,27;12,32;2542,33;5024,89;159,53;118,25;1739,27
92;22/10/2022;2:16:29;9884,44;12,23;2546,07;5031,86;289,50;185,22;1831,79
93;22/10/2022;2:17:59;9658,75;12,33;2007,11;5089,89;109,75;322,56;2129,44
94;22/10/2022;2:19:29;11950,35;11,83;5812,31;4897,33;78,00;64,25;1098,46
95;22/10/2022;2:20:59;13241,57;11,76;6322,00;4784,44;161,06;155,33;1818,73
96;22/10/2022;2:22:29;11456,89;12,10;6402,43;2221,44;177,22;159,88;2495,92
97;22/10/2022;2:23:59;11197,38;12,18;6376,71;2171,00;235,80;132,67;2281,20
98;22/10/2022;2:25:29;11280,14;12,15;6334,47;2452,89;128,93;109,00;2254,86
99;22/10/2022;2:26:59;12879,39;11,75;6238,81;4937,44;94,50;106,33;1502,30
100;22/10/2022;2:28:29;13184,00;11,70;6293,80;4399,44;189,00;312,10;1989,66
101;22/10/2022;2:29:59;10775,17;12,21;6459,28;1087,00;300,00;227,11;2701,78
102;22/10/2022;2:31:29;9732,31;12,50;6405,76;768,78;136,75;148,22;2272,80
103;22/10/2022;2:32:59;8834,43;12,61;4865,21;865,75;341,63;159,89;2601,95
