indice;Date;Time;FQI161;PIR161;FQI165;FQI169;FQI177;FQI173;FQI151
1;26/10/2022;0:00:00;6905,21;13,69;1986,37;2343,50;86,20;234,90;2254,24
2;26/10/2022;0:01:29;6533,16;13,84;1282,53;2580,33;165,94;382,56;2121,79
3;26/10/2022;0:02:59;5965,75;13,99;698,60;2856,89;310,32;138,14;1961,80
4;26/10/2022;0:04:29;4312,13;14,30;411,88;1449,67;241,94;150,30;2058,35
5;26/10/2022;0:05:59;3956,40;14,59;823,75;813,00;135,65;165,67;2018,34
6;26/10/2022;0:07:29;4187,79;14,69;918,80;800,86;143,47;150,33;2174,32
7;26/10/2022;0:08:59;4763,88;14,63;1880,50;878,33;124,43;104,00;1776,62
8;26/10/2022;0:10:29;6491,41;14,16;2452,47;2550,56;250,36;115,25;1122,78
9;26/10/2022;0:11:59;7217,53;13,92;2584,93;2664,56;173,83;119,44;1674,77
10;26/10/2022;0:13:29;6233,50;14,24;2650,93;844,11;209,39;169,89;2359,18
11;26/10/2022;0:14:59;5932,67;14,37;2574,75;1058,78;102,85;220,00;1976,29
12;26/10/2022;0:16:29;8819,00;13,61;5854,71;2125,56;0,00;211,89;626,85
13;26/10/2022;0:17:59;8865,13;13,64;1564,94;4798,50;344,83;194,75;1962,10
14;26/10/2022;0:19:29;6148,06;14,28;1625,39;1532,70;298,47;201,40;2490,10
15;26/10/2022;0:20:59;5687,33;14,48;2553,43;800,29;124,82;141,43;2067,37
16;26/10/2022;0:22:29;7374,33;14,03;2542,89;3758,88;86,00;80,75;905,82
17;26/10/2022;0:23:59;11048,56;13,15;5151,06;4963,22;62,80;41,33;830,15
18;26/10/2022;0:25:29;13005,81;12,80;6326,80;5000,56;125,60;96,86;1456,00
19;26/10/2022;0:26:59;13573,07;12,78;6349,33;5006,22;104,71;145,50;1967,30
20;26/10/2022;0:28:29;13215,93;12,79;5933,79;5026,38;238,17;134,33;1883,27
21;26/10/2022;0:29:59;12118,44;13,07;4565,23;5022,11;184,50;153,14;2193,45
22;26/10/2022;0:31:29;12048,88;12,93;5208,18;4954,88;123,00;94,71;1668,12
23;26/10/2022;0:32:59;11328,78;13,03;3758,41;5045,00;322,56;319,00;1883,81
24;26/10/2022;0:34:29;11518,31;13,04;4500,92;5011,56;120,88;232,50;1652,45
25;26/10/2022;0:35:59;11481,36;13,05;4604,31;4999,00;88,00;119,00;1671,05
26;26/10/2022;0:37:29;11478,65;13,06;4660,47;4986,38;81,29;115,33;1635,19
