indice;Date;Time;FQI161;PIR161;FQI165;FQI169;FQI177;FQI173;FQI151
1;16/10/2022;0:00:00;4938,30;12,80;1942,50;146,67;327,25;242,90;2278,98
2;16/10/2022;0:01:29;4640,38;13,12;1220,64;794,67;245,69;150,44;2228,93
3;16/10/2022;0:02:59;5377,36;13,29;2520,63;804,89;138,11;117,29;1796,45
4;16/10/2022;0:04:29;7825,39;12,90;4287,56;2239,44;18,00;24,00;1256,38
5;16/10/2022;0:05:59;9989,78;12,24;6293,75;2562,00;82,69;111,00;940,34
6;16/10/2022;0:07:29;10970,00;11,89;6276,25;3172,00;165,38;147,75;1208,63
7;16/10/2022;0:08:59;9919,29;12,04;6389,88;1168,22;248,06;122,78;1990,36
8;16/10/2022;0:10:29;9258,00;12,17;6378,00;781,75;133,36;111,50;1853,39
9;16/10/2022;0:11:59;9165,42;12,21;6366,40;775,00;105,38;105,90;1812,73
10;16/10/2022;0:13:29;9853,40;12,15;6314,54;1463,33;139,88;177,50;1758,15
11;16/10/2022;0:14:59;8279,93;12,30;4665,06;844,00;201,76;156,10;2413,01
12;16/10/2022;0:16:29;9896,42;12,11;6144,07;1775,33;44,75;0,00;1932,27
13;16/10/2022;0:17:59;11121,07;11,84;6287,73;2731,87;117,64;68,43;1915,40
14;16/10/2022;0:19:29;11085,82;11,81;5973,71;2365,63;127,92;138,11;2480,46
15;16/10/2022;0:20:59;10126,94;12,03;6388,71;798,29;230,63;194,63;2514,69
16;16/10/2022;0:22:29;11312,24;11,89;6095,29;3422,00;86,13;44,17;1664,65
17;16/10/2022;0:23:59;11517,44;11,82;4441,75;5008,60;91,21;94,40;1881,47
18;16/10/2022;0:25:29;10558,94;12,07;2880,38;5130,44;274,83;131,50;2141,78
19;16/10/2022;0:26:59;9224,53;12,30;1865,89;5086,56;165,41;221,11;1885,57
20;16/10/2022;0:28:29;8416,50;12,51;979,55;5049,56;161,24;128,00;2098,17
21;16/10/2022;0:29:59;8005,77;12,67;792,00;5036,38;211,53;121,80;1844,06
