indice;Date;Time;FQI161;PIR161;FQI165;FQI169;FQI177;FQI173
728;3/10/2749;18:10:29;1666,07;15,3;0;0;108,19;90,29
729;3/10/2750;18:11:59;1986,92;15,42;0;0;190,78;198,78
730;3/10/2751;18:13:29;1324,58;15,21;0;0;74,38;144,86
731;3/10/2752;18:14:59;2433,83;15,19;0;0;173,94;135,5
732;3/10/2753;18:16:29;2135,13;15,45;83;0;190,94;116,67
733;3/10/2754;18:17:59;2368,67;15,14;166;0;232,7;124,4
734;3/10/2755;18:19:29;2669,53;15,7;249;0;253,28;169,67
735;3/10/2756;18:20:59;1581,45;15,52;332;0;97,25;169,56
736;3/10/2757;18:22:29;2256,67;15,1;415;0;318,11;104,57
737;3/10/2758;18:23:59;3109,35;15,7;498;0;272,44;149,44
738;3/10/2759;18:25:29;1511,18;15,45;581;0;66,75;0
739;3/10/2760;18:26:59;1941,44;15,42;664;0;202,06;127
740;3/10/2761;18:28:29;1872,13;15,52;747;0;187,93;157,63
741;3/10/2762;18:29:59;1493;15,34;830;0;80,75;189
742;3/10/2763;18:31:29;1698,33;15,15;913;0;281,44;43,83
743;3/10/2764;18:32:59;2243,71;15,29;996;0;336,31;129,25
744;3/10/2765;18:34:29;1942,78;15,11;1079;0;50,6;47,5
745;3/10/2766;18:35:59;4426,63;14,82;2538,94;0;129,07;122,83
746;3/10/2767;18:37:29;4586,86;14,73;2548,57;0;161,07;170
747;3/10/2768;18:38:59;4098,77;14,62;2522,77;0;80,42;116,13
748;3/10/2769;18:40:29;4323,78;14,55;2633,38;0;95,25;87,56
749;3/10/2770;18:41:59;4387,57;14,6;2612;0;172,12;100,25
750;3/10/2771;18:43:29;4215,36;14,53;2596,38;0;140,79;77
751;3/10/2772;18:44:59;4623,13;14,62;2631,93;0;176,06;164,67
752;3/10/2773;18:46:29;4927,21;14,33;3746,12;0;36,25;147,33
753;3/10/2774;18:47:59;7838,2;13,94;6329,27;0;109,14;0
754;3/10/2775;18:49:29;7772,57;13,6;6334,54;0;37;37,56
755;3/10/2776;18:50:59;7607,25;13,16;6331,56;0;44,86;75,11
756;3/10/2777;18:52:29;7805,73;12,84;6336,38;0;89,71;112,67
757;3/10/2778;18:53:59;7307,33;12,68;5849,83;0;134,57;192,33
758;3/10/2779;18:55:29;6591,93;12,82;4696,79;0;131,63;143,63
759;3/10/2780;18:56:59;5491;13,05;3590,35;0;203,67;120
760;3/10/2781;18:58:29;6208,33;13,11;4393,31;0;81,41;92,63
761;3/10/2782;18:59:59;6588,81;13,16;4431,29;0;116;99,33
762;3/10/2783;19:01:29;7045,46;13,28;4607,5;0;158,19;147,38
763;3/10/2784;19:02:59;6877,15;13,45;4613,4;0;148,13;226,89
764;3/10/2785;19:04:29;5606,65;13,8;2967,29;0;211,12;147,67
765;3/10/2786;19:05:59;5230,93;14,15;2702,69;0;198;167
766;3/10/2787;19:07:29;3798,29;14,7;1076,25;0;243,11;174,78
767;3/10/2788;19:08:59;3341,75;15,11;1038,09;0;187,18;147,38
768;3/10/2789;19:10:29;3042,57;15,31;1015,15;0;125,06;227,11
769;3/10/2790;19:11:59;1913;15,2;736,7;0;7;92,13
770;3/10/2791;19:13:29;1775,87;15,21;380,88;0;114,31;120
771;3/10/2792;19:14:59;2002,75;15,23;761,75;0;91,23;91,88
772;3/10/2793;19:16:29;2326,94;15,06;949,5;0;43,41;30,8
773;3/10/2794;19:17:59;3245,76;14,91;1551,06;0;86,82;246,89
774;3/10/2795;19:19:29;4147,53;14,85;2538,85;0;78,73;192,67
775;3/10/2796;19:20:59;4045,12;14,65;2560,93;0;128,33;83
776;3/10/2797;19:22:29;4506,31;14,76;2599,08;0;145,36;122,22
777;3/10/2798;19:23:59;5515,61;14,38;4881,56;0;80,17;71,25
778;3/10/2799;19:25:29;7378,71;13,85;6342,21;0;103,1;81,2
779;3/10/2800;19:26:59;3761,41;14,32;1412,2;0;206,2;297,67
780;3/10/2801;19:28:29;3560,5;14,61;1305,17;0;163,71;137
781;3/10/2802;19:29:59;4286,14;14,66;2558,54;0;118,83;108,71
782;3/10/2803;19:31:29;4404,87;14,65;2709;0;114,67;100,56
783;3/10/2804;19:32:59;6644,78;14,17;5686,88;0;7,75;68,33
784;3/10/2805;19:34:29;7711,23;13,85;6348,54;0;73,04;139,29
785;3/10/2806;19:35:59;7622,5;13,58;6350,36;0;146,08;173,67
786;3/10/2807;19:37:29;6550,94;13,48;5092,22;0;219,13;76
787;3/10/2808;19:38:59;7381;13,13;6317,13;0;54;46
788;3/10/2809;19:40:29;6442;13,14;4681,47;0;126,44;120,14
789;3/10/2810;19:41:59;6714,8;13,09;5254,12;0;100,12;80,33
790;3/10/2811;19:43:29;5974,12;13,31;3768,24;0;260,94;276,56
791;3/10/2812;19:44:59;6693,07;13,51;4620,87;0;237,43;138,43
792;3/10/2813;19:46:29;6617,12;13,67;4659,44;8,78;161,78;118,13
793;3/10/2814;19:47:59;6277,27;13,84;4421,27;17,56;142,38;122,11
794;3/10/2815;19:49:29;6451,06;13,93;4282,29;26,33;141,11;106,33
795;3/10/2816;19:50:59;6485,62;14,09;4612;35,11;149,62;119,67
796;3/10/2817;19:52:29;5089,25;14,21;3422,35;43,89;134,24;183,3
797;3/10/2818;19:53:59;4731,21;14,31;2832,17;52,67;158,24;181,44
798;3/10/2819;19:55:29;5859,94;14,11;4944,88;61,44;123,75;99
799;3/10/2820;19:56:59;3491,17;14,31;1512,5;70,22;167,06;112,5
800;3/10/2821;19:58:29;3170,44;14,64;1026;79;262,53;143
801;3/10/2822;19:59:59;2340,6;14,94;741,8;0;190,8;142,86
802;3/10/2823;20:01:29;1241,33;14,97;448,37;0;105,92;113,11
803;3/10/2824;20:02:59;2600;15,09;896,75;0;173,69;264,25
804;3/10/2825;20:04:29;2487,73;15,14;967,27;0;123,22;118,88
805;3/10/2826;20:05:59;2247,35;14,99;957,6;0;69,71;68,38
806;3/10/2827;20:07:29;3499,07;15,08;1683,31;0;127,94;145,88
807;3/10/2828;20:08:59;3938,47;14,99;2551,4;0;98,06;104,29
808;3/10/2829;20:10:29;3831,93;14,84;2556,67;0;48,86;87,29
809;3/10/2830;20:11:59;4261,2;14,77;2568,86;0;112,94;223,78
810;3/10/2831;20:13:29;3593,33;14,92;2249,18;0;163,87;148,78
811;3/10/2832;20:14:59;2777,17;15,01;1117,18;0;108,56;100,78
812;3/10/2833;20:16:29;3304,88;15,13;1450,19;0;144,21;122,14
813;3/10/2834;20:17:59;3806,2;15,03;2533,71;0;72;86,11
814;3/10/2835;20:19:29;3896,67;14,83;2565,5;0;91,67;117,63
815;3/10/2836;20:20:59;4571,94;14,95;2626;0;161;199,88
816;3/10/2837;20:22:29;5967,33;14,35;5714,24;0;50,75;55
817;3/10/2838;20:23:59;8028,38;14,11;6403,4;0;15,62;104,86
818;3/10/2839;20:25:29;7794,85;14,06;6378,62;0;31,25;93,22
819;3/10/2840;20:26:59;7551,53;13,8;6337,2;0;57,5;195,89
820;3/10/2841;20:28:29;7568,53;13,61;6357,27;0;37,57;66,89
821;3/10/2842;20:29:59;7339,5;13,28;6346,35;0;40,34;44
822;3/10/2843;20:31:29;7765,79;13,14;6376,42;0;80,69;97,38
823;3/10/2844;20:32:59;6597,71;13,54;4334,73;0;300,38;825,56
824;3/10/2845;20:34:29;7410,76;13,27;6335,13;0;57,81;137
825;3/10/2846;20:35:59;7689,88;13,09;6358,63;0;115,62;177,11
826;3/10/2847;20:37:29;7385,71;12,82;6343,2;0;24,86;74,25
827;3/10/2848;20:38:59;5251,88;13,1;3052,38;0;216,22;151
828;3/10/2849;20:40:29;4662,62;13,31;2807,15;0;155,13;143,14
829;3/10/2850;20:41:59;4228,07;13,54;2094,67;0;194,56;187,6
830;3/10/2851;20:43:29;4007,44;13,7;2312,88;0;132,41;178,44
831;3/10/2852;20:44:59;3215,77;14,02;1025,56;0;210,57;147,44
832;3/10/2853;20:46:29;3061,93;14,44;787,2;0,31;227;151,5
833;3/10/2854;20:47:59;2160,24;14,8;503,63;0,62;195;141,22
834;3/10/2855;20:49:29;3004,71;15,07;1007,23;0,92;192,61;137
835;3/10/2856;20:50:59;5368,94;14,3;5855,36;1,23;50,67;48
836;3/10/2857;20:52:29;4094,71;14,77;1640,92;1,54;198,92;203,33
837;3/10/2858;20:53:59;3388,71;15,02;1520;1,85;127,69;148,38
838;3/10/2859;20:55:29;3544,65;14,74;2386;2,15;43,67;150,17
839;3/10/2860;20:56:59;4498,81;14,83;2581,08;2,46;160,21;140,2
840;3/10/2861;20:58:29;4063,29;14,87;2643,64;2,77;111,93;105,88
841;3/10/2862;20:59:59;6503,44;14,31;5817,24;3,08;138,5;18
842;3/10/2863;21:01:29;6877,39;14,09;5301,94;3,38;277;144,29
843;3/10/2864;21:02:59;3513,06;14,65;1023,56;3,69;243,18;175,78
844;3/10/2865;21:04:29;3416,06;14,78;1549,57;4;241,72;187
845;3/10/2866;21:05:59;4540,88;14,87;2585,67;0;174,27;146,44
846;3/10/2867;21:07:29;4380;14,96;2558,75;0;240,31;116,56
847;3/10/2868;21:08:59;5058,94;14,75;3871,44;0;115,42;51,43
848;3/10/2869;21:10:29;7332,38;14,47;5996,43;0;71;83
849;3/10/2870;21:11:59;7531,25;14,12;6363,33;0;160,21;42,88
850;3/10/2871;21:13:29;7671,94;13,85;6365,44;0;54,4;85,75
851;3/10/2872;21:14:59;7877,56;13,86;6302;0;129,35;116,11
852;3/10/2873;21:16:29;7382,18;13,96;5560,82;0;227,33;128,5
853;3/10/2874;21:17:59;6883,62;13,76;5370,67;0;136;90,2
854;3/10/2875;21:19:29;5826,65;13,65;4483,31;0;44,4;70,56
855;3/10/2876;21:20:59;5728,29;13,43;4513,14;0;143,07;8,6
856;3/10/2877;21:22:29;5867,59;13,26;4478,53;0;125,54;89,33
857;3/10/2878;21:23:59;4667,69;13,45;2775;0;198,67;118,75
858;3/10/2879;21:25:29;4098,82;13,56;2183,81;0;213,13;122,86
859;3/10/2880;21:26:59;4493,62;13,72;2549,45;0;110,92;99,57
860;3/10/2881;21:28:29;4223,87;13,8;2507,71;0;245,6;119,88
861;3/10/2882;21:29:59;3236,29;14,13;983,73;0;223,33;146,86
862;3/10/2883;21:31:29;2929,41;14,62;781;0;254,17;168,38
863;3/10/2884;21:32:59;2308,47;15,01;310,14;0;290,06;144,5
864;3/10/2885;21:34:29;1457,36;15,04;620,27;0;132,73;86,33
865;3/10/2886;21:35:59;2963,07;15,15;930,38;0;162,28;125,88
866;3/10/2887;21:37:29;3035,8;15,13;1457,6;0;218,28;81,75
867;3/10/2888;21:38:59;3843,35;14,87;2543,81;0;68,38;86
868;3/10/2889;21:40:29;4431,38;14,9;2601,64;0;191,75;117
869;3/10/2890;21:41:59;4108,08;14,85;2532,64;0;217,56;87,38
870;3/10/2891;21:43:29;4396,87;14,78;2607,63;0;117,78;101
871;3/10/2892;21:44:59;7047,41;14,44;6221,77;0;0;22,5
872;3/10/2893;21:46:29;6312,81;14,22;4861,5;0;414,33;186
873;3/10/2894;21:47:59;3604,83;14,75;1027,6;0;255,16;170,67
874;3/10/2895;21:49:29;3399,81;14,95;1561;0;122,5;116,11
875;3/10/2896;21:50:59;4655,88;15,05;2581,6;0;284,17;126
876;3/10/2897;21:52:29;3557,73;15,02;2515,5;0;124,08;97,38
877;3/10/2898;21:53:59;4827,59;14,58;3932,53;0;81;47,17
878;3/10/2899;21:55:29;7413,5;14,61;5554,76;0;207,56;97,83
879;3/10/2900;21:56:59;7445,07;14,26;6364,4;0;8,5;30,67
880;3/10/2901;21:58:29;7632,87;13,83;5970,71;0;108,5;28
881;3/10/2902;21:59:59;8371,06;13,64;6376,47;0;217;105
882;3/10/2903;22:01:29;7793,4;13,38;6342,27;0;36;47,25
883;3/10/2904;22:02:59;5890,82;13,3;4025,94;0;227,2;103,67
884;3/10/2905;22:04:29;6344,13;13,14;4650,5;0;130,45;69,67
885;3/10/2906;22:05:59;6096,13;13,02;4374,69;0;146,73;76,11
886;3/10/2907;22:07:29;6345,53;12,9;4603,57;0;106,54;81,67
887;3/10/2908;22:08:59;5762,24;12,94;4043,88;0;216,71;119,33
888;3/10/2909;22:10:29;4856,93;13,2;2782,08;0;278,35;134,67
889;3/10/2910;22:11:59;4254,4;13,56;1963;0;221,23;152,29
890;3/10/2911;22:13:29;3656,67;13,86;1662,2;0;168,17;131
891;3/10/2912;22:14:59;3624,17;14,22;1020,91;0;337,05;148,75
892;3/10/2913;22:16:29;2838,64;14,62;672,67;0;217,35;151,78
893;3/10/2914;22:17:59;3061,15;14,88;909,89;0;180,47;136,13
894;3/10/2915;22:19:29;3169,75;15,02;973,74;0;214,84;123,6
895;3/10/2916;22:20:59;2965,55;14,99;980,45;0;163,83;107,38
896;3/10/2917;22:22:29;3294,13;15,08;996,46;0;182,33;123,37
897;3/10/2918;22:23:59;3698,67;15,01;1944,27;0;113,5;82
898;3/10/2919;22:25:29;4343,78;14,67;2577,36;0;210,13;120,6
899;3/10/2920;22:26:59;5044,5;14,9;2644,4;0;183,06;131,1
900;3/10/2921;22:28:29;4427,94;14,87;2544,43;0;143,92;76,29
901;3/10/2922;22:29:59;4468,35;14,67;2547,79;0;270,5;102
902;3/10/2923;22:31:29;5039,07;14,92;2664,57;0;249,41;144
903;3/10/2924;22:32:59;3764,76;14,95;2068,8;0;176,07;104,75
904;3/10/2925;22:34:29;3866,27;14,96;1503,29;0;361,29;164,29
905;3/10/2926;22:35:59;4582,2;15,22;2474,67;0;273,18;119,13
906;3/10/2927;22:37:29;5635,13;14,74;4552,63;0;173,25;26
907;3/10/2928;22:38:59;5481,38;14,76;3599,47;0;346,5;140,63
908;3/10/2929;22:40:29;3301,72;15,19;1043,74;0;385,91;140,91
909;3/10/2930;22:41:59;3569,5;14,77;2487,31;0;63,67;68,67
910;3/10/2931;22:43:29;6106,8;14,52;4847,54;0;102;64
911;3/10/2932;22:44:59;7266,14;13,98;6340,56;0;106,42;0
912;3/10/2933;22:46:29;7422,44;13,58;6348,14;0;74,33;67,67
913;3/10/2934;22:47:59;7411,07;13,2;6341,8;0;148,67;27
914;3/10/2935;22:49:29;7412,85;12,83;6342,73;0;58;33
915;3/10/2936;22:50:59;6337,72;12,8;4626,5;0;223,2;113,38
916;3/10/2937;22:52:29;6895,67;12,69;4994,06;0;184,53;96,75
917;3/10/2938;22:53:59;6617,47;12,71;4497,47;0;108,29;94,22
918;3/10/2939;22:55:29;5730,93;12,9;3148,07;0;267,53;141,13
919;3/10/2940;22:56:59;5287,58;13,09;2775;0;198,31;123,88
920;3/10/2941;22:58:29;5092,35;13,4;2105,21;0;247,83;144,67
921;3/10/2942;22:59:59;5048,08;13,55;2421,36;0;213,29;128,11
922;3/10/2943;23:01:29;3961,88;13,91;988,07;0;210,53;151,11
923;3/10/2944;23:02:59;3536,37;14,31;653,83;0;337,22;156,22
924;3/10/2945;23:04:29;3012,14;14,67;291,63;0;193,19;143,88
925;3/10/2946;23:05:59;2968,7;14,9;583,25;0;185,58;142,78
926;3/10/2947;23:07:29;3193,88;15,07;874,86;0;243,47;112,67
927;3/10/2948;23:08:59;2918,56;14,99;952,71;0;91,71;87,22
928;3/10/2949;23:10:29;3483,41;15,1;1008,43;0;192,72;126,67
929;3/10/2950;23:11:59;3312;15,04;964;0;162,25;96,33
930;3/10/2951;23:13:29;4392,56;15,11;1722,69;0;142,47;128,44
931;3/10/2952;23:14:59;4666,13;14,93;2533,21;0;101,43;57
932;3/10/2953;23:16:29;5414,89;14,91;2605,47;12,13;201,18;124,22
933;3/10/2954;23:17:59;5184,89;15,09;2578;24,25;115,24;113,56
934;3/10/2955;23:19:29;4806,47;14,84;2483,56;36,38;208,3;32,63
935;3/10/2956;23:20:59;6526,5;14,55;4505,4;48,5;132,71;101,57
936;3/10/2957;23:22:29;4006,24;15;1146,25;10;234,22;162,13
937;3/10/2958;23:23:59;3224,44;14,84;1383,47;20;188,47;64
938;3/10/2959;23:25:29;4399,56;14,74;2562,47;30;107;97,88
939;3/10/2960;23:26:59;4016,71;14,6;2503,56;40;80;79
940;3/10/2961;23:28:29;4735,2;14,45;2495,29;50;186,56;87,75
941;3/10/2962;23:29:59;7305,82;14,1;5511,11;60;55,5;18,33
942;3/10/2963;23:31:29;7854,29;13,56;6323,17;70;171,38;23,25
943;3/10/2964;23:32:59;7789,07;13,11;6331,56;80;64,8;46,5
944;3/10/2965;23:34:29;8338,71;12,62;6315,13;490,78;129,05;69,75
945;3/10/2966;23:35:59;8444,53;12,38;5506,31;725,67;258,1;93
946;3/10/2967;23:37:29;8982,94;12,21;6322,65;702,89;40,8;72
947;3/10/2968;23:38:59;8305,82;12,27;5158,38;800,22;152,67;123,1
948;3/10/2969;23:40:29;7819,69;12,43;4615,73;786,78;240,11;118,63
949;3/10/2970;23:41:59;6207,71;12,75;2489,53;804,67;211,13;133,22
950;3/10/2971;23:43:29;7873,59;12,58;4528,6;1262,22;6;43,88
951;3/10/2972;23:44:59;9128,73;12,29;4594,88;2507,5;127,12;72,1
952;3/10/2973;23:46:29;8121,6;12,39;3126,46;2594,13;135,24;127,29
953;3/10/2974;23:47:59;7301,67;12,59;2368,18;2378,44;198,44;134,43
954;3/10/2975;23:49:29;7987,88;12,57;2591,38;3006,11;182,29;61
955;3/10/2976;23:50:59;8222,06;12,49;1104,29;5061,78;206,47;105
956;3/10/2977;23:52:29;7906,07;12,55;735,25;5049,22;190,89;116,44
957;3/10/2978;23:53:59;7511,41;12,65;735,25;5059,56;208,22;118,86
958;3/10/2979;23:55:29;7561,33;12,76;735,25;5058,33;206,14;122,14
959;3/10/2980;23:56:59;7500,8;12,9;735,25;5027,56;242,89;126,38
960;3/10/2981;23:58:29;7258,14;13,07;735,25;5032;192;137,5
